run_id,livello,tbt,height,epoca,categoria_evento,nodo_mittente,nodo_destinatario,importo,unita,note
run2-tbt-10s/continentale,continentale,10,6,1,gas/init,admin,c1,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run2-tbt-10s/continentale,continentale,10,6,1,gas/init,admin,c2,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run2-tbt-10s/continentale,continentale,10,6,1,gas/init,admin,c3,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run2-tbt-10s/continentale,continentale,10,6,1,gas/init,admin,c4,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run2-tbt-10s/continentale,continentale,10,6,1,gas/init,admin,c5,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run2-tbt-10s/continentale,continentale,10,6,1,gas/init,admin,m1,50.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run2-tbt-10s/continentale,continentale,10,6,1,gas/init,admin,m2,50.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run2-tbt-10s/continentale,continentale,10,6,1,gas/init,admin,m3,50.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run2-tbt-10s/continentale,continentale,10,6,1,gas/init,admin,ca,50.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run2-tbt-10s/continentale,continentale,10,27,3,esg,ca,m1,85.56,punteggio ESG,"stream chiuso, scrive solo la CA delegata"
run2-tbt-10s/continentale,continentale,10,27,3,esg,ca,m2,26.46,punteggio ESG,"stream chiuso, scrive solo la CA delegata"
run2-tbt-10s/continentale,continentale,10,27,3,esg,ca,m3,24.17,punteggio ESG,"stream chiuso, scrive solo la CA delegata"
run2-tbt-10s/continentale,continentale,10,27,3,esg,ca,c1,17.5,punteggio ESG,"stream chiuso, scrive solo la CA delegata"
run2-tbt-10s/continentale,continentale,10,27,3,esg,ca,c2,77.16,punteggio ESG,"stream chiuso, scrive solo la CA delegata"
run2-tbt-10s/continentale,continentale,10,27,3,esg,ca,c3,99.26,punteggio ESG,"stream chiuso, scrive solo la CA delegata"
run2-tbt-10s/continentale,continentale,10,27,3,esg,ca,c4,92.76,punteggio ESG,"stream chiuso, scrive solo la CA delegata"
run2-tbt-10s/continentale,continentale,10,27,3,esg,ca,c5,70.53,punteggio ESG,"stream chiuso, scrive solo la CA delegata"
run2-tbt-10s/continentale,continentale,10,27,3,membership,m2,m2,,,auto-adesione del miner
run2-tbt-10s/continentale,continentale,10,27,3,membership,c3,m2,,,adesione
run2-tbt-10s/continentale,continentale,10,27,3,membership,m1,m1,,,auto-adesione del miner
run2-tbt-10s/continentale,continentale,10,27,3,membership,m3,m3,,,auto-adesione del miner
run2-tbt-10s/continentale,continentale,10,27,3,membership,c1,m1,,,adesione
run2-tbt-10s/continentale,continentale,10,27,3,membership,c5,m3,,,adesione
run2-tbt-10s/continentale,continentale,10,27,3,membership,c4,m2,,,adesione
run2-tbt-10s/continentale,continentale,10,27,3,membership,c2,m1,,,adesione
run2-tbt-10s/continentale,continentale,10,34,3,gas/refill,admin,m1,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run2-tbt-10s/continentale,continentale,10,35,3,gas/reconcile,m1,treasury,45.3946,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run2-tbt-10s/continentale,continentale,10,35,3,gas/reconcile,m2,treasury,28.6703,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run2-tbt-10s/continentale,continentale,10,35,3,gas/reconcile,m3,treasury,9.5568,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run2-tbt-10s/continentale,continentale,10,35,3,traffico,c3,stream applicativo,1,seq,ok
run2-tbt-10s/continentale,continentale,10,35,3,traffico,c5,stream applicativo,1,seq,ok
run2-tbt-10s/continentale,continentale,10,35,3,traffico,c2,stream applicativo,1,seq,ok
run2-tbt-10s/continentale,continentale,10,35,3,traffico,c4,stream applicativo,1,seq,ok
run2-tbt-10s/continentale,continentale,10,35,3,traffico,c1,stream applicativo,1,seq,ok
run2-tbt-10s/continentale,continentale,10,36,4,gas/refill,admin,m1,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run2-tbt-10s/continentale,continentale,10,36,4,gas/refill,admin,m2,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run2-tbt-10s/continentale,continentale,10,36,4,traffico,c1,stream applicativo,2,seq,ok
run2-tbt-10s/continentale,continentale,10,36,4,traffico,c2,stream applicativo,2,seq,ok
run2-tbt-10s/continentale,continentale,10,36,4,traffico,c3,stream applicativo,2,seq,ok
run2-tbt-10s/continentale,continentale,10,36,4,traffico,c1,stream applicativo,3,seq,ok
run2-tbt-10s/continentale,continentale,10,36,4,traffico,c4,stream applicativo,2,seq,ok
run2-tbt-10s/continentale,continentale,10,37,4,gas/reconcile,m2,treasury,11.8048,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run2-tbt-10s/continentale,continentale,10,37,4,gas/reconcile,m3,treasury,7.6364,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run2-tbt-10s/continentale,continentale,10,37,4,gas/reconcile,m1,treasury,97.8029,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run2-tbt-10s/continentale,continentale,10,37,4,traffico,c2,stream applicativo,3,seq,ok
run2-tbt-10s/continentale,continentale,10,37,4,traffico,c1,stream applicativo,4,seq,ok
run2-tbt-10s/continentale,continentale,10,37,4,traffico,c5,stream applicativo,2,seq,ok
run2-tbt-10s/continentale,continentale,10,37,4,traffico,c3,stream applicativo,3,seq,ok
run2-tbt-10s/continentale,continentale,10,37,4,traffico,c1,stream applicativo,5,seq,ok
run2-tbt-10s/continentale,continentale,10,38,4,traffico,c2,stream applicativo,4,seq,ok
run2-tbt-10s/continentale,continentale,10,38,4,traffico,c4,stream applicativo,3,seq,ok
run2-tbt-10s/continentale,continentale,10,38,4,traffico,c1,stream applicativo,6,seq,ok
run2-tbt-10s/continentale,continentale,10,39,4,traffico,c3,stream applicativo,4,seq,ok
run2-tbt-10s/continentale,continentale,10,39,4,traffico,c2,stream applicativo,5,seq,ok
run2-tbt-10s/continentale,continentale,10,39,4,traffico,c1,stream applicativo,7,seq,ok
run2-tbt-10s/continentale,continentale,10,39,4,traffico,c5,stream applicativo,3,seq,ok
run2-tbt-10s/continentale,continentale,10,40,4,traffico,c1,stream applicativo,8,seq,ok
run2-tbt-10s/continentale,continentale,10,40,4,traffico,c4,stream applicativo,4,seq,ok
run2-tbt-10s/continentale,continentale,10,40,4,traffico,c2,stream applicativo,6,seq,ok
run2-tbt-10s/continentale,continentale,10,41,4,traffico,c3,stream applicativo,5,seq,ok
run2-tbt-10s/continentale,continentale,10,41,4,traffico,c1,stream applicativo,9,seq,ok
run2-tbt-10s/continentale,continentale,10,42,4,traffico,c2,stream applicativo,7,seq,ok
run2-tbt-10s/continentale,continentale,10,42,4,traffico,c1,stream applicativo,10,seq,ok
run2-tbt-10s/continentale,continentale,10,42,4,traffico,c5,stream applicativo,4,seq,ok
run2-tbt-10s/continentale,continentale,10,43,4,traffico,c4,stream applicativo,5,seq,ok
run2-tbt-10s/continentale,continentale,10,43,4,traffico,c3,stream applicativo,6,seq,ok
run2-tbt-10s/continentale,continentale,10,43,4,traffico,c1,stream applicativo,11,seq,ok
run2-tbt-10s/continentale,continentale,10,43,4,traffico,c2,stream applicativo,8,seq,ok
run2-tbt-10s/continentale,continentale,10,43,4,traffico,c1,stream applicativo,12,seq,ok
run2-tbt-10s/continentale,continentale,10,44,4,traffico,c3,stream applicativo,7,seq,ok
run2-tbt-10s/continentale,continentale,10,44,4,traffico,c2,stream applicativo,9,seq,ok
run2-tbt-10s/continentale,continentale,10,44,4,traffico,c1,stream applicativo,13,seq,ok
run2-tbt-10s/continentale,continentale,10,45,4,traffico,c5,stream applicativo,5,seq,ok
run2-tbt-10s/continentale,continentale,10,45,4,traffico,c4,stream applicativo,6,seq,ok
run2-tbt-10s/continentale,continentale,10,45,4,traffico,c1,stream applicativo,14,seq,ok
run2-tbt-10s/continentale,continentale,10,46,4,traffico,c2,stream applicativo,10,seq,ok
run2-tbt-10s/continentale,continentale,10,46,4,traffico,c3,stream applicativo,8,seq,ok
run2-tbt-10s/continentale,continentale,10,46,4,traffico,c1,stream applicativo,15,seq,ok
run2-tbt-10s/continentale,continentale,10,47,4,traffico,c4,stream applicativo,7,seq,ok
run2-tbt-10s/continentale,continentale,10,47,4,traffico,c2,stream applicativo,11,seq,ok
run2-tbt-10s/continentale,continentale,10,47,4,traffico,c1,stream applicativo,16,seq,ok
run2-tbt-10s/continentale,continentale,10,47,4,traffico,c5,stream applicativo,6,seq,ok
run2-tbt-10s/continentale,continentale,10,47,4,traffico,c3,stream applicativo,9,seq,ok
run2-tbt-10s/continentale,continentale,10,47,4,traffico,c1,stream applicativo,17,seq,ok
run2-tbt-10s/continentale,continentale,10,48,5,traffico,c2,stream applicativo,12,seq,ok
run2-tbt-10s/continentale,continentale,10,48,5,traffico,c1,stream applicativo,18,seq,ok
run2-tbt-10s/continentale,continentale,10,49,5,gas/reconcile,m3,treasury,6.1458,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run2-tbt-10s/continentale,continentale,10,49,5,gas/reconcile,m2,treasury,65.5556,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
