experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,cluster_head_host,cluster_head_address,n_epoch_pairs,n_distinct_rho_values,n_pairs_rho_equal_1,spearman_rho_e_vs_w_next,spearman_p,spearman_rho_e_vs_w_next_over_W_raw_next,spearman_p_control,spearman_R_k_vs_rho_k,spearman_p_R_vs_rho,note
run1-tbt-15s,intercontinentale,1,15,none,true,m1,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,11,2,9,0.67235,0.02342,0.67235,0.02342,0.67235,0.02342,the control against w(e+1)/W_k(e+1) = kappa[rho lambda_w + 1 - lambda_w] is deterministic by Def. 6.9 (tautological check); with many ties at rho = 1 the coefficient is driven by the few epochs with incomplete reconciliation
run1-tbt-15s,intercontinentale,1,15,none,true,m3,1MLVVG8fMGWs7VjPzEUks1PZciECtd6qf8R948,9,2,7,0.743392,0.021695,0.743392,0.021695,0.727607,0.026287,the control against w(e+1)/W_k(e+1) = kappa[rho lambda_w + 1 - lambda_w] is deterministic by Def. 6.9 (tautological check); with many ties at rho = 1 the coefficient is driven by the few epochs with incomplete reconciliation
run1-tbt-15s,intercontinentale,1,15,none,true,m2,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,11,2,9,0.675441,0.022555,0.675441,0.022555,0.67235,0.02342,the control against w(e+1)/W_k(e+1) = kappa[rho lambda_w + 1 - lambda_w] is deterministic by Def. 6.9 (tautological check); with many ties at rho = 1 the coefficient is driven by the few epochs with incomplete reconciliation
run1-tbt-15s,intercontinentale,1,15,none,true,all clusters pooled,,31,2,25,0.502586,0.003959,0.685344,2.1e-05,0.687082,2e-05,"pooled across clusters: w_k(e+1) mixes cluster sizes, so the pooled coefficient is dominated by the between-cluster ESG x activity differences, not by rho"
