experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,epoch_buried,validator_host,validator_address,w_raw_start,w_raw_end,w_eff_start,w_eff_end,psi,p_theoretical_blockweighted,n_blocks,O_i,E_i,p_hat,wilson95_low,wilson95_high,p_theoretical_inside_wilson95,abs_error_p,share_changed_within_epoch
run1-tbt-15s,intercontinentale,1,15,none,true,6,1,m1,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,89605,89605,89605.0,89605.0,1.0,0.608349,11,8,6.691839,0.72727273,0.4343547,0.90253941,1,0.11892373,0
run1-tbt-15s,intercontinentale,1,15,none,true,6,1,m3,1MLVVG8fMGWs7VjPzEUks1PZciECtd6qf8R948,12849,12849,12849.0,12849.0,1.0,0.087235,11,1,0.959585,0.09090909,0.01623217,0.37735844,1,0.00367409,0
run1-tbt-15s,intercontinentale,1,15,none,true,6,1,m2,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,44838,44838,44838.0,44838.0,1.0,0.304416,11,2,3.348576,0.18181818,0.05136769,0.47698056,1,0.12259782,0
run1-tbt-15s,intercontinentale,1,15,none,true,7,1,m1,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,89605,89000,89605.0,89000.0,1.0,0.61506775,12,9,7.380813,0.75,0.46769467,0.91105833,1,0.13493225,1
run1-tbt-15s,intercontinentale,1,15,none,true,7,1,m3,1MLVVG8fMGWs7VjPzEUks1PZciECtd6qf8R948,12849,11099,12849.0,11099.0,1.0,0.08333583,12,0,1.00003,0.0,0.0,0.24249401,1,0.08333583,1
run1-tbt-15s,intercontinentale,1,15,none,true,7,1,m2,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,44838,42421,44838.0,42421.0,1.0,0.30159642,12,3,3.619157,0.25,0.08894167,0.53230533,1,0.05159642,1
run1-tbt-15s,intercontinentale,1,15,none,true,8,1,m1,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,89000,94273,89000.0,94273.0,1.0,0.61408358,12,6,7.369003,0.5,0.2537816,0.7462184,1,0.11408358,1
run1-tbt-15s,intercontinentale,1,15,none,true,8,1,m3,1MLVVG8fMGWs7VjPzEUks1PZciECtd6qf8R948,11099,14185,11099.0,14185.0,1.0,0.08301617,12,4,0.996194,0.33333333,0.13812009,0.60937791,0,0.25031717,1
run1-tbt-15s,intercontinentale,1,15,none,true,8,1,m2,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,42421,48785,42421.0,48785.0,1.0,0.30290025,12,2,3.634803,0.16666667,0.04696514,0.44803086,1,0.13623358,1
run1-tbt-15s,intercontinentale,1,15,none,true,9,1,m1,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,94273,98356,94273.0,98356.0,1.0,0.60863908,12,7,7.303669,0.58333333,0.31951131,0.80673969,1,0.02530575,1
run1-tbt-15s,intercontinentale,1,15,none,true,9,1,m3,1MLVVG8fMGWs7VjPzEUks1PZciECtd6qf8R948,14185,12849,14185.0,12849.0,1.0,0.08644642,12,3,1.037357,0.25,0.08894167,0.53230533,0,0.16355358,1
