experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,model,H0,beta1,beta1_se,beta1_ci_low,beta1_ci_high,beta0,deviance,n_points,converged,note,beta1_ci_contains_1,pearson_r,pearson_p,spearman_rho,spearman_p
run1-tbt-15s,intercontinentale,1,15,none,true,logit(p_hat) ~ b0 + b1*log(w_eff),b1 = 1 (proportional selection),1.18847531,0.1968092,0.80272928,1.57422133,-13.40030229,41.30861064,24,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",1,,,,
run1-tbt-15s,intercontinentale,1,15,none,true,logit(p_hat) ~ b0 + b1*log(p_theoretical),"b1 = 1, b0 = 0",1.21025134,0.19868693,0.82082495,1.59967772,0.80582787,40.27327881,24,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",1,,,,
run1-tbt-15s,intercontinentale,1,15,none,true,log(p_hat_i/p_hat_j) ~ a + b*log(w_i/w_j) (pairs x epochs),"b = 1, a = 0",0.44750108,,,,0.60112859,,20,,"H0 of proportionality: slope = 1, intercept = 0",,0.60510072,0.0047016,0.52318313,0.0179258
