run_id,livello,tbt,epoca,n_host_con_peso,gini_peso_pubblicato,gini_peso_effettivo,entropia_normalizzata_peso,host_dominante,quota_host_dominante,gini_atteso_da_input,gini_contributi_c_i,delta_gini_pubblicato_input
run5-tbt-2s/nazionale,nazionale,2,1,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run5-tbt-2s/nazionale,nazionale,2,2,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run5-tbt-2s/nazionale,nazionale,2,3,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run5-tbt-2s/nazionale,nazionale,2,4,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run5-tbt-2s/nazionale,nazionale,2,5,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run5-tbt-2s/nazionale,nazionale,2,6,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run5-tbt-2s/nazionale,nazionale,2,7,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run5-tbt-2s/nazionale,nazionale,2,8,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run5-tbt-2s/nazionale,nazionale,2,9,3,0.0,0.0,1.0,m2,0.333333,0.0,0.0,0.0
run5-tbt-2s/nazionale,nazionale,2,10,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run5-tbt-2s/nazionale,nazionale,2,11,3,0.295554,0.295554,0.856948,m1,0.598547,0.295524,0.208001,3e-05
run5-tbt-2s/nazionale,nazionale,2,12,3,0.300441,0.300441,0.834916,m1,0.628194,0.300512,0.0,-7.1e-05
run5-tbt-2s/nazionale,nazionale,2,13,0,0.0,0.0,0.0,,,0.300512,0.0,-0.300512
run5-tbt-2s/nazionale,nazionale,2,14,3,0.37579,0.37579,0.763491,m1,0.676302,0.375791,0.236679,-1e-06
run5-tbt-2s/nazionale,nazionale,2,15,3,0.346778,0.346778,0.803109,m1,0.640489,0.346779,0.264376,-1e-06
run5-tbt-2s/nazionale,nazionale,2,16,2,0.201424,0.201424,0.879543,m1,0.701424,0.340395,0.219199,-0.138971
run5-tbt-2s/nazionale,nazionale,2,17,3,0.414931,0.414931,0.711098,m1,0.706002,0.414936,0.198027,-5e-06
run5-tbt-2s/nazionale,nazionale,2,18,3,0.340851,0.340851,0.811432,m1,0.627822,0.340844,0.216668,7e-06
run5-tbt-2s/nazionale,nazionale,2,19,3,0.398599,0.398599,0.724203,m1,0.710019,0.398606,0.283015,-8e-06
run5-tbt-2s/nazionale,nazionale,2,20,2,0.201424,0.201424,0.879543,m1,0.701424,0.340395,0.219199,-0.138971
run5-tbt-2s/nazionale,nazionale,2,21,3,0.430743,0.430743,0.687448,m1,0.714783,0.430745,0.271947,-2e-06
run5-tbt-2s/nazionale,nazionale,2,22,2,0.15215,0.15215,0.932133,m2,0.65215,0.34696,0.184093,-0.194809
run5-tbt-2s/nazionale,nazionale,2,23,2,0.309292,0.309292,0.70295,m1,0.809292,0.284273,0.219199,0.025019
run5-tbt-2s/nazionale,nazionale,2,24,2,0.305614,0.305614,0.710557,m1,0.805614,0.405449,0.271947,-0.099835
run5-tbt-2s/nazionale,nazionale,2,25,3,0.383947,0.383947,0.753633,m1,0.649684,0.383953,0.219199,-7e-06
run5-tbt-2s/nazionale,nazionale,2,26,3,0.352918,0.352918,0.789039,m1,0.660947,0.352911,0.258946,7e-06
run5-tbt-2s/nazionale,nazionale,2,27,3,0.340389,0.340389,0.812197,m1,0.622749,0.340395,0.219199,-6e-06
run5-tbt-2s/nazionale,nazionale,2,28,2,0.267485,0.267485,0.78237,m1,0.767485,0.388269,0.271947,-0.120784
run5-tbt-2s/nazionale,nazionale,2,29,2,0.289436,0.289436,0.742559,m2,0.789436,0.413825,0.238582,-0.124389
run5-tbt-2s/nazionale,nazionale,2,30,3,0.299025,0.299025,0.856875,m1,0.586821,0.299028,0.232597,-3e-06
run5-tbt-2s/nazionale,nazionale,2,31,3,0.346966,0.346966,0.80177,m1,0.644211,0.34696,0.184093,7e-06
run5-tbt-2s/nazionale,nazionale,2,32,2,0.347377,0.347377,0.616367,m1,0.847377,0.340395,0.219199,0.006982
run5-tbt-2s/nazionale,nazionale,2,33,2,0.305614,0.305614,0.710557,m1,0.805614,0.405449,0.271947,-0.099835
run5-tbt-2s/nazionale,nazionale,2,34,3,0.395257,0.395257,0.740968,m1,0.672527,0.395259,0.248932,-1e-06
run5-tbt-2s/nazionale,nazionale,2,35,3,0.360245,0.360245,0.779287,m1,0.668865,0.360235,0.233692,1e-05
run5-tbt-2s/nazionale,nazionale,2,36,3,0.365724,0.365724,0.780933,m1,0.643322,0.365727,0.274277,-3e-06
run5-tbt-2s/nazionale,nazionale,2,37,2,0.270412,0.270412,0.777292,m1,0.770412,0.364389,0.198027,-0.093977
run5-tbt-2s/nazionale,nazionale,2,38,3,0.373703,0.373703,0.766396,m1,0.636991,0.413825,0.238582,-0.040122
run5-tbt-2s/nazionale,nazionale,2,39,2,0.222421,0.222421,0.852132,m1,0.722421,0.34696,0.184093,-0.124539
run5-tbt-2s/nazionale,nazionale,2,40,3,0.373029,0.373029,0.76181,m1,0.682463,0.373031,0.232597,-3e-06
run5-tbt-2s/nazionale,nazionale,2,41,2,0.2352,0.2352,0.833904,m1,0.7352,0.373585,0.238582,-0.138385
run5-tbt-2s/nazionale,nazionale,2,42,2,0.190518,0.190518,0.892575,m2,0.690518,0.400441,0.233692,-0.209923
run5-tbt-2s/nazionale,nazionale,2,43,3,0.284267,0.284267,0.869747,m1,0.557859,0.284273,0.219199,-6e-06
run5-tbt-2s/nazionale,nazionale,2,44,2,0.267485,0.267485,0.78237,m1,0.767485,0.388269,0.271947,-0.120784
run5-tbt-2s/nazionale,nazionale,2,45,2,0.289436,0.289436,0.742559,m2,0.789436,0.413825,0.238582,-0.124389
run5-tbt-2s/nazionale,nazionale,2,46,2,0.270977,0.270977,0.776304,m1,0.770977,0.252762,0.160924,0.018214
run5-tbt-2s/nazionale,nazionale,2,47,3,0.405447,0.405447,0.713461,m1,0.71752,0.405449,0.271947,-2e-06
run5-tbt-2s/nazionale,nazionale,2,48,2,0.192531,0.192531,0.89023,m1,0.692531,0.331794,0.246166,-0.139263
run5-tbt-2s/nazionale,nazionale,2,49,3,0.40159,0.40159,0.73192,m1,0.679538,0.401593,0.232597,-3e-06
run5-tbt-2s/nazionale,nazionale,2,50,3,0.37358,0.37358,0.770534,m1,0.661125,0.373585,0.238582,-5e-06
run5-tbt-2s/nazionale,nazionale,2,51,2,0.111948,0.111948,0.963531,m2,0.611948,0.360235,0.233692,-0.248287
run5-tbt-2s/nazionale,nazionale,2,52,3,0.288088,0.288088,0.867622,m1,0.575475,0.288088,0.248932,-0.0
run5-tbt-2s/nazionale,nazionale,2,53,2,0.267485,0.267485,0.78237,m1,0.767485,0.388269,0.271947,-0.120784
run5-tbt-2s/nazionale,nazionale,2,54,3,0.383947,0.383947,0.753633,m1,0.649684,0.383953,0.219199,-7e-06
