experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,epoch,cluster_head_host,cluster_head_address,malus_M,psi,n_events,events,registry_records
run6-tbt-10s,1,nazionale,10,none,true,100,1,m2,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,0.0,1.0,0,,0
run6-tbt-10s,1,nazionale,10,none,true,100,1,m3,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,0.0,1.0,0,,0
run6-tbt-10s,1,nazionale,10,none,true,100,1,m1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,0.0,1.0,0,,0
run6-tbt-10s,1,nazionale,10,none,true,100,2,m2,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,0.0,1.0,0,,0
run6-tbt-10s,1,nazionale,10,none,true,100,2,m3,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,0.0,1.0,0,,0
run6-tbt-10s,1,nazionale,10,none,true,100,2,m1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,0.0,1.0,0,,0
run6-tbt-10s,1,nazionale,10,none,true,100,3,m2,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,0.0,1.0,0,,0
run6-tbt-10s,1,nazionale,10,none,true,100,3,m3,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,0.0,1.0,0,,0
run6-tbt-10s,1,nazionale,10,none,true,100,3,m1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,0.0,1.0,0,,0
run6-tbt-10s,1,nazionale,10,none,true,100,4,m2,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,0.0,1.0,0,,0
run6-tbt-10s,1,nazionale,10,none,true,100,4,m3,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,0.0,1.0,0,,0
run6-tbt-10s,1,nazionale,10,none,true,100,4,m1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,0.0,1.0,0,,0
run6-tbt-10s,1,nazionale,10,none,true,100,5,m2,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,0.0,1.0,0,,0
run6-tbt-10s,1,nazionale,10,none,true,100,5,m3,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,0.0,1.0,0,,0
run6-tbt-10s,1,nazionale,10,none,true,100,5,m1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,0.0,1.0,0,,0
run6-tbt-10s,1,nazionale,10,none,true,100,6,m2,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,0.0,1.0,0,,0
run6-tbt-10s,1,nazionale,10,none,true,100,6,m3,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,0.0,1.0,0,,0
run6-tbt-10s,1,nazionale,10,none,true,100,6,m1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,0.0,1.0,0,,0
