run_id,livello,tbt,height,epoca,nodo,indirizzo,tipo_movimento,importo_gas,controparte,motivo,saldo_gas_dopo,txid_o_riferimento,coerente_con_saldo
run6-tbt-10s/intercontinentale,intercontinentale,10,1,1,admin,1WnfqebDAdm9GTqGfqtt5UMhh7nFTYKaoonfAU,mining_reward,1000000.0,coinbase,"premio di catena del blocco 1, ricostruito da params.dat (nessuna metrica lo registra)",1000000.0,00ac4c727b7899e4e297a595e449695d10345beabd8f04197995dad98d75438e,1
run6-tbt-10s/intercontinentale,intercontinentale,10,6,1,admin,1WnfqebDAdm9GTqGfqtt5UMhh7nFTYKaoonfAU,init,-100.0,c1,l'admin finanzia c1,999900.0,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,6,1,admin,1WnfqebDAdm9GTqGfqtt5UMhh7nFTYKaoonfAU,init,-100.0,c2,l'admin finanzia c2,999800.0,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,6,1,admin,1WnfqebDAdm9GTqGfqtt5UMhh7nFTYKaoonfAU,init,-100.0,c3,l'admin finanzia c3,999700.0,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,6,1,admin,1WnfqebDAdm9GTqGfqtt5UMhh7nFTYKaoonfAU,init,-100.0,c4,l'admin finanzia c4,999600.0,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,6,1,admin,1WnfqebDAdm9GTqGfqtt5UMhh7nFTYKaoonfAU,init,-100.0,c5,l'admin finanzia c5,999500.0,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,6,1,admin,1WnfqebDAdm9GTqGfqtt5UMhh7nFTYKaoonfAU,init,-50.0,m1,l'admin finanzia m1,999450.0,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,6,1,admin,1WnfqebDAdm9GTqGfqtt5UMhh7nFTYKaoonfAU,init,-50.0,m2,l'admin finanzia m2,999400.0,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,6,1,admin,1WnfqebDAdm9GTqGfqtt5UMhh7nFTYKaoonfAU,init,-50.0,m3,l'admin finanzia m3,999350.0,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,6,1,admin,1WnfqebDAdm9GTqGfqtt5UMhh7nFTYKaoonfAU,init,-50.0,ca,l'admin finanzia ca,999300.0,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,33,1,admin,1WnfqebDAdm9GTqGfqtt5UMhh7nFTYKaoonfAU,refill,-100.0,m1,l'admin finanzia m1,999200.0,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,101,2,admin,1WnfqebDAdm9GTqGfqtt5UMhh7nFTYKaoonfAU,refill,-100.0,m1,l'admin finanzia m1,999100.0,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,101,2,admin,1WnfqebDAdm9GTqGfqtt5UMhh7nFTYKaoonfAU,refill,-100.0,m2,l'admin finanzia m2,999000.0,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,203,3,admin,1WnfqebDAdm9GTqGfqtt5UMhh7nFTYKaoonfAU,refill,-100.0,m1,l'admin finanzia m1,998900.0,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,301,4,admin,1WnfqebDAdm9GTqGfqtt5UMhh7nFTYKaoonfAU,refill,-100.0,m1,l'admin finanzia m1,998800.0,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,402,5,admin,1WnfqebDAdm9GTqGfqtt5UMhh7nFTYKaoonfAU,refill,-100.0,m1,l'admin finanzia m1,998700.0,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,402,5,admin,1WnfqebDAdm9GTqGfqtt5UMhh7nFTYKaoonfAU,refill,-100.0,m2,l'admin finanzia m2,998600.0,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,501,6,admin,1WnfqebDAdm9GTqGfqtt5UMhh7nFTYKaoonfAU,refill,-100.0,m1,l'admin finanzia m1,998500.0,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,501,6,admin,1WnfqebDAdm9GTqGfqtt5UMhh7nFTYKaoonfAU,refill,-100.0,m3,l'admin finanzia m3,998400.0,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,601,7,admin,1WnfqebDAdm9GTqGfqtt5UMhh7nFTYKaoonfAU,refill,-100.0,m1,l'admin finanzia m1,998300.0,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,602,7,admin,1WnfqebDAdm9GTqGfqtt5UMhh7nFTYKaoonfAU,fee,1045.5588,rete (fee di blocco),"residuo fino al saldo di fine run letto da node_state.csv: per l'admin e' l'unica misura disponibile, gas_balances.csv non lo campiona",999345.5588,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,6,1,c1,16RydTKXXsUR61kpPBE8S4QxD46gnTB3dBTaQe,init,100.0,admin,dotazione iniziale,100.0,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,33,1,c1,16RydTKXXsUR61kpPBE8S4QxD46gnTB3dBTaQe,fee,-0.1958,rete (fee di blocco),"residuo fra il campione precedente e questo, una volta tolti i movimenti noti: e' la fee pagata (segno -) o incassata (segno +) nell'intervallo, non attribuibile a una singola transazione",99.8042,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,36,1,c1,16RydTKXXsUR61kpPBE8S4QxD46gnTB3dBTaQe,fee,-0.1962,rete (fee di blocco),"residuo fra il campione precedente e questo, una volta tolti i movimenti noti: e' la fee pagata (segno -) o incassata (segno +) nell'intervallo, non attribuibile a una singola transazione",99.608,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,40,1,c1,16RydTKXXsUR61kpPBE8S4QxD46gnTB3dBTaQe,fee,-0.2222,rete (fee di blocco),"residuo fra il campione precedente e questo, una volta tolti i movimenti noti: e' la fee pagata (segno -) o incassata (segno +) nell'intervallo, non attribuibile a una singola transazione",99.3858,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,43,1,c1,16RydTKXXsUR61kpPBE8S4QxD46gnTB3dBTaQe,fee,-0.2228,rete (fee di blocco),"residuo fra il campione precedente e questo, una volta tolti i movimenti noti: e' la fee pagata (segno -) o incassata (segno +) nell'intervallo, non attribuibile a una singola transazione",99.163,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,45,1,c1,16RydTKXXsUR61kpPBE8S4QxD46gnTB3dBTaQe,fee,-0.223,rete (fee di blocco),"residuo fra il campione precedente e questo, una volta tolti i movimenti noti: e' la fee pagata (segno -) o incassata (segno +) nell'intervallo, non attribuibile a una singola transazione",98.94,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,49,1,c1,16RydTKXXsUR61kpPBE8S4QxD46gnTB3dBTaQe,fee,-0.223,rete (fee di blocco),"residuo fra il campione precedente e questo, una volta tolti i movimenti noti: e' la fee pagata (segno -) o incassata (segno +) nell'intervallo, non attribuibile a una singola transazione",98.717,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,52,1,c1,16RydTKXXsUR61kpPBE8S4QxD46gnTB3dBTaQe,fee,-0.223,rete (fee di blocco),"residuo fra il campione precedente e questo, una volta tolti i movimenti noti: e' la fee pagata (segno -) o incassata (segno +) nell'intervallo, non attribuibile a una singola transazione",98.494,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,55,1,c1,16RydTKXXsUR61kpPBE8S4QxD46gnTB3dBTaQe,fee,-0.1674,rete (fee di blocco),"residuo fra il campione precedente e questo, una volta tolti i movimenti noti: e' la fee pagata (segno -) o incassata (segno +) nell'intervallo, non attribuibile a una singola transazione",98.3266,,1
run6-tbt-10s/intercontinentale,intercontinentale,10,58,1,c1,16RydTKXXsUR61kpPBE8S4QxD46gnTB3dBTaQe,fee,-0.223,rete (fee di blocco),"residuo fra il campione precedente e questo, una volta tolti i movimenti noti: e' la fee pagata (segno -) o incassata (segno +) nell'intervallo, non attribuibile a una singola transazione",98.1036,,1
