height,epoch,miner,balance,sent
66,6,m1,49.6042,45.2240
66,6,m3,51.3108,9.8622
66,6,m2,49.6026,28.5616
73,7,m3,41.5442,7.9088
73,7,m2,21.081,11.4486
73,7,m1,105.3684,98.2000
84,8,m1,107.1852,99.9259
84,8,m3,34.1754,6.4351
84,8,m2,110.2514,64.9508
96,9,m2,45.5392,26.1235
96,9,m3,27.5897,5.1179
96,9,m1,107.9953,100.6955
108,10,m2,119.8297,70.6978
108,10,m3,22.321,4.0642
108,10,m1,108.4112,101.0906
121,11,m3,118.2478,23.2496
121,11,m2,48.9813,28.1888
121,11,m1,108.9696,101.6211
132,12,m3,95.2262,18.6452
132,12,m2,21.8681,11.9209
132,12,m1,107.2649,100.0017
145,13,m3,76.6886,14.9377
145,13,m2,109.8078,64.6847
145,13,m1,109.0082,101.6578
156,14,m3,61.7057,11.9411
156,14,m2,45.8695,26.3217
156,14,m1,107.925,100.6287
168,15,m2,119.4532,70.4719
168,15,m1,109.0899,101.7354
169,15,m3,49.5548,9.5110
181,16,m3,40.1172,7.6234
181,16,m2,48.9981,28.1989
181,16,m1,108.7639,101.4257
192,17,m3,32.4486,6.0897
192,17,m2,21.7396,11.8438
192,17,m1,107.719,100.4330
204,18,m3,26.2377,4.8475
204,18,m2,110.0184,64.8110
204,18,m1,108.6614,101.3283
217,19,m3,21.269,3.8538
217,19,m2,45.7114,26.2268
217,19,m1,108.4509,101.1284
229,20,m3,117.8676,23.1735
229,20,m2,119.877,70.7262
229,20,m1,108.1261,100.8198
241,21,m3,94.9089,18.5818
241,21,m2,49.7564,28.6538
241,21,m1,107.7635,100.4753
252,22,m3,76.1763,14.8353
252,22,m2,21.2146,11.5288
252,22,m1,108.5488,101.2214
265,23,m3,61.0424,11.8085
265,23,m2,109.4906,64.4944
265,23,m1,109.48,102.1060
276,24,m3,49.1125,9.4225
276,24,m2,45.8236,26.2942
276,24,m1,108.002,100.7019
289,25,m3,39.5686,7.5137
289,25,m2,119.7222,70.6333
289,25,m1,108.8321,101.4905
300,26,m3,32.1715,6.0343
300,26,m2,48.9381,28.1629
301,26,m1,108.8224,101.4813
313,27,m3,25.9864,4.7973
313,27,m2,20.9612,11.3767
313,27,m1,108.8653,101.5220
324,28,m3,21.1799,3.8360
324,28,m2,109.3389,64.4033
325,28,m1,108.8095,101.4690
336,29,m3,117.2225,23.0445
336,29,m2,44.8906,25.7344
336,29,m1,108.7747,101.4360
348,30,m3,94.027,18.4054
348,30,m2,119.0054,70.2032
348,30,m1,109.1887,101.8293
360,31,m3,75.6888,14.7378
360,31,m2,48.7932,28.0759
360,31,m1,108.6932,101.3585
372,32,m3,60.8,11.7600
372,32,m2,20.5961,11.1577
373,32,m1,109.1665,101.8082
384,33,m3,48.945,9.3890
384,33,m2,109.4262,64.4557
384,33,m1,108.8461,101.5038
396,34,m3,39.5108,7.5022
396,34,m2,44.8493,25.7096
396,34,m1,108.8441,101.5019
409,35,m3,32.0822,6.0164
409,35,m2,120.3269,70.9961
409,35,m1,107.742,100.4549
421,36,m3,26.225,4.8450
421,36,m2,49.8294,28.6976
421,36,m1,108.0207,100.7197
433,37,m3,21.3348,3.8670
433,37,m2,20.9808,11.3885
433,37,m1,108.721,101.3850
