run_id,livello,tbt,height,epoca,categoria_evento,nodo_mittente,nodo_destinatario,importo,unita,note
run4-tbt-3s/continentale,continentale,3,19,2,gas/init,admin,c1,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,19,2,gas/init,admin,c2,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,19,2,gas/init,admin,c3,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,19,2,gas/init,admin,c4,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,19,2,gas/init,admin,c5,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,19,2,gas/init,admin,m1,50.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,19,2,gas/init,admin,m2,50.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,19,2,gas/init,admin,m3,50.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,19,2,gas/init,admin,ca,50.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,85,8,esg,ca,m1,85.56,punteggio ESG,"stream chiuso, scrive solo la CA delegata"
run4-tbt-3s/continentale,continentale,3,85,8,esg,ca,m2,26.46,punteggio ESG,"stream chiuso, scrive solo la CA delegata"
run4-tbt-3s/continentale,continentale,3,85,8,esg,ca,m3,24.17,punteggio ESG,"stream chiuso, scrive solo la CA delegata"
run4-tbt-3s/continentale,continentale,3,85,8,esg,ca,c1,17.5,punteggio ESG,"stream chiuso, scrive solo la CA delegata"
run4-tbt-3s/continentale,continentale,3,85,8,esg,ca,c2,77.16,punteggio ESG,"stream chiuso, scrive solo la CA delegata"
run4-tbt-3s/continentale,continentale,3,85,8,esg,ca,c3,99.26,punteggio ESG,"stream chiuso, scrive solo la CA delegata"
run4-tbt-3s/continentale,continentale,3,85,8,esg,ca,c4,92.76,punteggio ESG,"stream chiuso, scrive solo la CA delegata"
run4-tbt-3s/continentale,continentale,3,85,8,esg,ca,c5,70.53,punteggio ESG,"stream chiuso, scrive solo la CA delegata"
run4-tbt-3s/continentale,continentale,3,85,8,membership,m2,m2,,,auto-adesione del miner
run4-tbt-3s/continentale,continentale,3,85,8,membership,c3,m2,,,adesione
run4-tbt-3s/continentale,continentale,3,85,8,membership,m1,m1,,,auto-adesione del miner
run4-tbt-3s/continentale,continentale,3,85,8,membership,m3,m3,,,auto-adesione del miner
run4-tbt-3s/continentale,continentale,3,85,8,membership,c1,m1,,,adesione
run4-tbt-3s/continentale,continentale,3,85,8,membership,c5,m3,,,adesione
run4-tbt-3s/continentale,continentale,3,85,8,membership,c2,m1,,,adesione
run4-tbt-3s/continentale,continentale,3,85,8,membership,c4,m2,,,adesione
run4-tbt-3s/continentale,continentale,3,109,10,gas/refill,admin,m1,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,110,10,gas/reconcile,m2,treasury,29.7144,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,110,10,gas/reconcile,m3,treasury,9.5357,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,110,10,gas/reconcile,m1,treasury,45.2947,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,110,10,traffico,c5,stream applicativo,1,seq,ok
run4-tbt-3s/continentale,continentale,3,110,10,traffico,c1,stream applicativo,1,seq,ok
run4-tbt-3s/continentale,continentale,3,110,10,traffico,c4,stream applicativo,1,seq,ok
run4-tbt-3s/continentale,continentale,3,110,10,traffico,c2,stream applicativo,1,seq,ok
run4-tbt-3s/continentale,continentale,3,110,10,traffico,c3,stream applicativo,1,seq,ok
run4-tbt-3s/continentale,continentale,3,113,10,traffico,c1,stream applicativo,2,seq,ok
run4-tbt-3s/continentale,continentale,3,115,10,traffico,c2,stream applicativo,2,seq,ok
run4-tbt-3s/continentale,continentale,3,116,10,traffico,c3,stream applicativo,2,seq,ok
run4-tbt-3s/continentale,continentale,3,116,10,traffico,c1,stream applicativo,3,seq,ok
run4-tbt-3s/continentale,continentale,3,117,10,traffico,c4,stream applicativo,2,seq,ok
run4-tbt-3s/continentale,continentale,3,118,10,traffico,c2,stream applicativo,3,seq,ok
run4-tbt-3s/continentale,continentale,3,118,10,traffico,c1,stream applicativo,4,seq,ok
run4-tbt-3s/continentale,continentale,3,119,10,traffico,c5,stream applicativo,2,seq,ok
run4-tbt-3s/continentale,continentale,3,121,11,traffico,c3,stream applicativo,3,seq,ok
run4-tbt-3s/continentale,continentale,3,121,11,traffico,c1,stream applicativo,5,seq,ok
run4-tbt-3s/continentale,continentale,3,122,11,traffico,c2,stream applicativo,4,seq,ok
run4-tbt-3s/continentale,continentale,3,123,11,gas/reconcile,m2,treasury,11.813,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,123,11,gas/reconcile,m1,treasury,97.9795,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,123,11,gas/reconcile,m3,treasury,7.6043,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,124,11,traffico,c4,stream applicativo,3,seq,ok
run4-tbt-3s/continentale,continentale,3,124,11,traffico,c1,stream applicativo,6,seq,ok
run4-tbt-3s/continentale,continentale,3,126,11,traffico,c3,stream applicativo,4,seq,ok
run4-tbt-3s/continentale,continentale,3,126,11,traffico,c2,stream applicativo,5,seq,ok
run4-tbt-3s/continentale,continentale,3,126,11,traffico,c1,stream applicativo,7,seq,ok
run4-tbt-3s/continentale,continentale,3,127,11,traffico,c5,stream applicativo,3,seq,ok
run4-tbt-3s/continentale,continentale,3,129,11,traffico,c1,stream applicativo,8,seq,ok
run4-tbt-3s/continentale,continentale,3,130,11,gas/refill,admin,m1,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,130,11,gas/refill,admin,m2,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,130,11,traffico,c4,stream applicativo,4,seq,ok
run4-tbt-3s/continentale,continentale,3,130,11,traffico,c2,stream applicativo,6,seq,ok
run4-tbt-3s/continentale,continentale,3,131,11,traffico,c3,stream applicativo,5,seq,ok
run4-tbt-3s/continentale,continentale,3,131,11,traffico,c1,stream applicativo,9,seq,ok
run4-tbt-3s/continentale,continentale,3,133,12,gas/reconcile,m3,treasury,6.201,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,133,12,gas/reconcile,m2,treasury,64.6526,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,133,12,gas/reconcile,m1,treasury,99.7838,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,134,12,traffico,c2,stream applicativo,7,seq,ok
run4-tbt-3s/continentale,continentale,3,134,12,traffico,c1,stream applicativo,10,seq,ok
run4-tbt-3s/continentale,continentale,3,135,12,traffico,c5,stream applicativo,4,seq,ok
run4-tbt-3s/continentale,continentale,3,137,12,traffico,c4,stream applicativo,5,seq,ok
run4-tbt-3s/continentale,continentale,3,137,12,traffico,c3,stream applicativo,6,seq,ok
run4-tbt-3s/continentale,continentale,3,137,12,traffico,c1,stream applicativo,11,seq,ok
run4-tbt-3s/continentale,continentale,3,138,12,traffico,c2,stream applicativo,8,seq,ok
run4-tbt-3s/continentale,continentale,3,139,12,gas/refill,admin,m1,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,139,12,traffico,c1,stream applicativo,12,seq,ok
run4-tbt-3s/continentale,continentale,3,142,12,traffico,c3,stream applicativo,7,seq,ok
run4-tbt-3s/continentale,continentale,3,142,12,traffico,c2,stream applicativo,9,seq,ok
run4-tbt-3s/continentale,continentale,3,142,12,traffico,c1,stream applicativo,13,seq,ok
run4-tbt-3s/continentale,continentale,3,143,12,traffico,c5,stream applicativo,5,seq,ok
run4-tbt-3s/continentale,continentale,3,143,12,traffico,c4,stream applicativo,6,seq,ok
run4-tbt-3s/continentale,continentale,3,144,13,traffico,c1,stream applicativo,14,seq,ok
run4-tbt-3s/continentale,continentale,3,145,13,traffico,c2,stream applicativo,10,seq,ok
run4-tbt-3s/continentale,continentale,3,146,13,gas/reconcile,m3,treasury,5.0267,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,146,13,gas/reconcile,m2,treasury,25.9226,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,146,13,gas/reconcile,m1,treasury,100.0759,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,146,13,traffico,c3,stream applicativo,8,seq,ok
run4-tbt-3s/continentale,continentale,3,146,13,traffico,c1,stream applicativo,15,seq,ok
run4-tbt-3s/continentale,continentale,3,147,13,gas/refill,admin,m1,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,147,13,gas/refill,admin,m2,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,148,13,traffico,c4,stream applicativo,7,seq,ok
run4-tbt-3s/continentale,continentale,3,148,13,traffico,c2,stream applicativo,11,seq,ok
run4-tbt-3s/continentale,continentale,3,148,13,traffico,c1,stream applicativo,16,seq,ok
run4-tbt-3s/continentale,continentale,3,150,13,traffico,c5,stream applicativo,6,seq,ok
run4-tbt-3s/continentale,continentale,3,151,13,traffico,c3,stream applicativo,9,seq,ok
run4-tbt-3s/continentale,continentale,3,151,13,traffico,c1,stream applicativo,17,seq,ok
run4-tbt-3s/continentale,continentale,3,152,13,traffico,c2,stream applicativo,12,seq,ok
run4-tbt-3s/continentale,continentale,3,153,13,traffico,c1,stream applicativo,18,seq,ok
run4-tbt-3s/continentale,continentale,3,154,13,traffico,c4,stream applicativo,8,seq,ok
run4-tbt-3s/continentale,continentale,3,155,13,traffico,c3,stream applicativo,10,seq,ok
run4-tbt-3s/continentale,continentale,3,155,13,traffico,c2,stream applicativo,13,seq,ok
run4-tbt-3s/continentale,continentale,3,155,13,traffico,c1,stream applicativo,19,seq,ok
run4-tbt-3s/continentale,continentale,3,157,14,traffico,c5,stream applicativo,7,seq,ok
run4-tbt-3s/continentale,continentale,3,157,14,traffico,c1,stream applicativo,20,seq,ok
run4-tbt-3s/continentale,continentale,3,158,14,traffico,c2,stream applicativo,14,seq,ok
run4-tbt-3s/continentale,continentale,3,159,14,gas/reconcile,m3,treasury,3.9972,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,159,14,gas/reconcile,m2,treasury,70.785,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,159,14,gas/reconcile,m1,treasury,100.4489,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,159,14,traffico,c4,stream applicativo,9,seq,ok
run4-tbt-3s/continentale,continentale,3,159,14,traffico,c3,stream applicativo,11,seq,ok
run4-tbt-3s/continentale,continentale,3,159,14,traffico,c1,stream applicativo,21,seq,ok
run4-tbt-3s/continentale,continentale,3,161,14,traffico,c2,stream applicativo,15,seq,ok
run4-tbt-3s/continentale,continentale,3,161,14,traffico,c1,stream applicativo,22,seq,ok
run4-tbt-3s/continentale,continentale,3,163,14,traffico,c5,stream applicativo,8,seq,ok
run4-tbt-3s/continentale,continentale,3,163,14,traffico,c3,stream applicativo,12,seq,ok
run4-tbt-3s/continentale,continentale,3,163,14,traffico,c1,stream applicativo,23,seq,ok
run4-tbt-3s/continentale,continentale,3,164,14,gas/refill,admin,m1,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,164,14,gas/refill,admin,m3,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,165,14,traffico,c4,stream applicativo,10,seq,ok
run4-tbt-3s/continentale,continentale,3,165,14,traffico,c2,stream applicativo,16,seq,ok
run4-tbt-3s/continentale,continentale,3,166,14,traffico,c1,stream applicativo,24,seq,ok
run4-tbt-3s/continentale,continentale,3,169,15,traffico,c3,stream applicativo,13,seq,ok
run4-tbt-3s/continentale,continentale,3,169,15,traffico,c2,stream applicativo,17,seq,ok
run4-tbt-3s/continentale,continentale,3,169,15,traffico,c1,stream applicativo,25,seq,ok
run4-tbt-3s/continentale,continentale,3,171,15,gas/reconcile,m2,treasury,28.2572,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,171,15,gas/reconcile,m3,treasury,23.1736,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,171,15,gas/reconcile,m1,treasury,101.1102,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,171,15,traffico,c5,stream applicativo,9,seq,ok
run4-tbt-3s/continentale,continentale,3,171,15,traffico,c4,stream applicativo,11,seq,ok
run4-tbt-3s/continentale,continentale,3,171,15,traffico,c1,stream applicativo,26,seq,ok
run4-tbt-3s/continentale,continentale,3,172,15,traffico,c2,stream applicativo,18,seq,ok
