run_id,livello,tbt,height,epoca,categoria_evento,nodo_mittente,nodo_destinatario,importo,unita,note
run4-tbt-3s/continentale,continentale,3,173,15,gas/refill,admin,m1,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,173,15,traffico,c3,stream applicativo,14,seq,ok
run4-tbt-3s/continentale,continentale,3,173,15,traffico,c1,stream applicativo,27,seq,ok
run4-tbt-3s/continentale,continentale,3,175,15,traffico,c2,stream applicativo,19,seq,ok
run4-tbt-3s/continentale,continentale,3,175,15,traffico,c1,stream applicativo,28,seq,ok
run4-tbt-3s/continentale,continentale,3,176,15,traffico,c4,stream applicativo,12,seq,ok
run4-tbt-3s/continentale,continentale,3,177,15,traffico,c3,stream applicativo,15,seq,ok
run4-tbt-3s/continentale,continentale,3,177,15,traffico,c1,stream applicativo,29,seq,ok
run4-tbt-3s/continentale,continentale,3,177,15,traffico,c5,stream applicativo,10,seq,ok
run4-tbt-3s/continentale,continentale,3,177,15,traffico,c2,stream applicativo,20,seq,ok
run4-tbt-3s/continentale,continentale,3,179,15,traffico,c1,stream applicativo,30,seq,ok
run4-tbt-3s/continentale,continentale,3,180,16,gas/refill,admin,m1,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,180,16,gas/refill,admin,m2,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,181,16,gas/reconcile,m3,treasury,18.5087,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,181,16,gas/reconcile,m2,treasury,12.1222,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,181,16,gas/reconcile,m1,treasury,99.6881,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,181,16,traffico,c4,stream applicativo,13,seq,ok
run4-tbt-3s/continentale,continentale,3,181,16,traffico,c3,stream applicativo,16,seq,ok
run4-tbt-3s/continentale,continentale,3,181,16,traffico,c2,stream applicativo,21,seq,ok
run4-tbt-3s/continentale,continentale,3,181,16,traffico,c1,stream applicativo,31,seq,ok
run4-tbt-3s/continentale,continentale,3,184,16,traffico,c1,stream applicativo,32,seq,ok
run4-tbt-3s/continentale,continentale,3,184,16,traffico,c5,stream applicativo,11,seq,ok
run4-tbt-3s/continentale,continentale,3,185,16,traffico,c2,stream applicativo,22,seq,ok
run4-tbt-3s/continentale,continentale,3,186,16,traffico,c3,stream applicativo,17,seq,ok
run4-tbt-3s/continentale,continentale,3,186,16,traffico,c1,stream applicativo,33,seq,ok
run4-tbt-3s/continentale,continentale,3,187,16,traffico,c4,stream applicativo,14,seq,ok
run4-tbt-3s/continentale,continentale,3,188,16,traffico,c2,stream applicativo,23,seq,ok
run4-tbt-3s/continentale,continentale,3,188,16,traffico,c1,stream applicativo,34,seq,ok
run4-tbt-3s/continentale,continentale,3,190,16,traffico,c3,stream applicativo,18,seq,ok
run4-tbt-3s/continentale,continentale,3,190,16,traffico,c1,stream applicativo,35,seq,ok
run4-tbt-3s/continentale,continentale,3,191,16,traffico,c5,stream applicativo,12,seq,ok
run4-tbt-3s/continentale,continentale,3,191,16,traffico,c2,stream applicativo,24,seq,ok
run4-tbt-3s/continentale,continentale,3,193,17,traffico,c4,stream applicativo,15,seq,ok
run4-tbt-3s/continentale,continentale,3,193,17,traffico,c1,stream applicativo,36,seq,ok
run4-tbt-3s/continentale,continentale,3,194,17,traffico,c3,stream applicativo,19,seq,ok
run4-tbt-3s/continentale,continentale,3,194,17,traffico,c2,stream applicativo,25,seq,ok
run4-tbt-3s/continentale,continentale,3,194,17,traffico,c1,stream applicativo,37,seq,ok
run4-tbt-3s/continentale,continentale,3,195,17,gas/reconcile,m3,treasury,14.798,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,195,17,gas/reconcile,m2,treasury,64.599,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,195,17,gas/reconcile,m1,treasury,101.4652,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,196,17,traffico,c1,stream applicativo,38,seq,ok
run4-tbt-3s/continentale,continentale,3,197,17,gas/refill,admin,m1,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,197,17,traffico,c5,stream applicativo,13,seq,ok
run4-tbt-3s/continentale,continentale,3,197,17,traffico,c4,stream applicativo,16,seq,ok
run4-tbt-3s/continentale,continentale,3,197,17,traffico,c2,stream applicativo,26,seq,ok
run4-tbt-3s/continentale,continentale,3,198,17,traffico,c3,stream applicativo,20,seq,ok
run4-tbt-3s/continentale,continentale,3,198,17,traffico,c1,stream applicativo,39,seq,ok
run4-tbt-3s/continentale,continentale,3,200,17,traffico,c2,stream applicativo,27,seq,ok
run4-tbt-3s/continentale,continentale,3,200,17,traffico,c1,stream applicativo,40,seq,ok
run4-tbt-3s/continentale,continentale,3,202,17,traffico,c4,stream applicativo,17,seq,ok
run4-tbt-3s/continentale,continentale,3,202,17,traffico,c3,stream applicativo,21,seq,ok
run4-tbt-3s/continentale,continentale,3,202,17,traffico,c1,stream applicativo,41,seq,ok
run4-tbt-3s/continentale,continentale,3,203,17,traffico,c2,stream applicativo,28,seq,ok
run4-tbt-3s/continentale,continentale,3,203,17,traffico,c5,stream applicativo,14,seq,ok
run4-tbt-3s/continentale,continentale,3,204,18,traffico,c1,stream applicativo,42,seq,ok
run4-tbt-3s/continentale,continentale,3,206,18,traffico,c3,stream applicativo,22,seq,ok
run4-tbt-3s/continentale,continentale,3,206,18,traffico,c2,stream applicativo,29,seq,ok
run4-tbt-3s/continentale,continentale,3,206,18,traffico,c1,stream applicativo,43,seq,ok
run4-tbt-3s/continentale,continentale,3,207,18,gas/reconcile,m3,treasury,11.8142,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,207,18,gas/reconcile,m2,treasury,25.8125,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,207,18,gas/reconcile,m1,treasury,101.1781,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,207,18,traffico,c4,stream applicativo,18,seq,ok
run4-tbt-3s/continentale,continentale,3,209,18,traffico,c1,stream applicativo,44,seq,ok
run4-tbt-3s/continentale,continentale,3,210,18,traffico,c2,stream applicativo,30,seq,ok
run4-tbt-3s/continentale,continentale,3,211,18,traffico,c5,stream applicativo,15,seq,ok
run4-tbt-3s/continentale,continentale,3,211,18,traffico,c3,stream applicativo,23,seq,ok
run4-tbt-3s/continentale,continentale,3,211,18,traffico,c1,stream applicativo,45,seq,ok
run4-tbt-3s/continentale,continentale,3,213,18,traffico,c4,stream applicativo,19,seq,ok
run4-tbt-3s/continentale,continentale,3,213,18,traffico,c2,stream applicativo,31,seq,ok
run4-tbt-3s/continentale,continentale,3,213,18,traffico,c1,stream applicativo,46,seq,ok
run4-tbt-3s/continentale,continentale,3,214,18,gas/refill,admin,m1,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,214,18,gas/refill,admin,m2,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,216,19,traffico,c3,stream applicativo,24,seq,ok
run4-tbt-3s/continentale,continentale,3,216,19,traffico,c1,stream applicativo,47,seq,ok
run4-tbt-3s/continentale,continentale,3,217,19,traffico,c2,stream applicativo,32,seq,ok
run4-tbt-3s/continentale,continentale,3,218,19,traffico,c5,stream applicativo,16,seq,ok
run4-tbt-3s/continentale,continentale,3,219,19,gas/reconcile,m3,treasury,9.4212,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,219,19,gas/reconcile,m2,treasury,70.6273,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,219,19,gas/reconcile,m1,treasury,100.6052,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,219,19,traffico,c1,stream applicativo,48,seq,ok
run4-tbt-3s/continentale,continentale,3,219,19,traffico,c4,stream applicativo,20,seq,ok
run4-tbt-3s/continentale,continentale,3,221,19,traffico,c3,stream applicativo,25,seq,ok
run4-tbt-3s/continentale,continentale,3,221,19,traffico,c2,stream applicativo,33,seq,ok
run4-tbt-3s/continentale,continentale,3,221,19,traffico,c1,stream applicativo,49,seq,ok
run4-tbt-3s/continentale,continentale,3,222,19,gas/refill,admin,m1,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,223,19,traffico,c1,stream applicativo,50,seq,ok
run4-tbt-3s/continentale,continentale,3,224,19,traffico,c2,stream applicativo,34,seq,ok
run4-tbt-3s/continentale,continentale,3,225,19,traffico,c5,stream applicativo,17,seq,ok
run4-tbt-3s/continentale,continentale,3,225,19,traffico,c4,stream applicativo,21,seq,ok
run4-tbt-3s/continentale,continentale,3,225,19,traffico,c3,stream applicativo,26,seq,ok
run4-tbt-3s/continentale,continentale,3,225,19,traffico,c1,stream applicativo,51,seq,ok
run4-tbt-3s/continentale,continentale,3,228,20,traffico,c2,stream applicativo,35,seq,ok
run4-tbt-3s/continentale,continentale,3,228,20,traffico,c1,stream applicativo,52,seq,ok
run4-tbt-3s/continentale,continentale,3,230,20,traffico,c3,stream applicativo,27,seq,ok
run4-tbt-3s/continentale,continentale,3,230,20,traffico,c1,stream applicativo,53,seq,ok
run4-tbt-3s/continentale,continentale,3,231,20,gas/reconcile,m3,treasury,7.5128,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,231,20,gas/reconcile,m2,treasury,28.1941,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,231,20,gas/reconcile,m1,treasury,101.0224,GAS,il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita)
run4-tbt-3s/continentale,continentale,3,231,20,gas/refill,admin,m1,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run4-tbt-3s/continentale,continentale,3,231,20,traffico,c4,stream applicativo,22,seq,ok
run4-tbt-3s/continentale,continentale,3,231,20,traffico,c2,stream applicativo,36,seq,ok
run4-tbt-3s/continentale,continentale,3,232,20,traffico,c1,stream applicativo,54,seq,ok
run4-tbt-3s/continentale,continentale,3,232,20,traffico,c5,stream applicativo,18,seq,ok
