run_id,livello,tbt,epoca,host,indirizzo,esg_miner,esg_cluster_medio,esg_cluster_lista,attivita_miner_tau,attivita_cluster_tau_somma,attivita_cluster_tau_lista,contributi_c_i_lista,theta_epoca,peso_grezzo_epoca,allocazione_A_k,saldo_B_precedente,saldo_B_epoca,riconciliato_R_k,rho_epoca,rho_epoca_precedente,peso_pubblicato_epoca,peso_pubblicato_ricalcolato,scarto_ricalcolo,esito_ricalcolo,height_pubblicazione,malus_accumulatore_epoca,fattore_correzione_malus,peso_dopo_malus,dump_function_usata,peso_efficace_epoca,peso_effettivo_epoca,W_tot_epoca,quota_peso_epoca,blocchi_minati_epoca,blocchi_totali_epoca,quota_osservata_epoca,quota_attesa_vigenza,scostamento_quota,chi2_epoca,df_epoca,chi2_critico_5pct,compatibile_epoca,attesa_minima_epoca,campione_sufficiente_epoca,finestra_epoche,blocchi_finestra,chi2_finestra,df_finestra,compatibile_finestra,attesa_minima_finestra,campione_sufficiente_finestra
run4-tbt-3s/regionale,regionale,3,1,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,0.0,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,,non pubblicato in questa epoca,,0.0,1.0,,none,,,,,0,0,,,,,,,,,,5,,,,,,
run4-tbt-3s/regionale,regionale,3,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,0.0,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,,non pubblicato in questa epoca,,0.0,1.0,,none,,,,,0,0,,,,,,,,,,5,,,,,,
run4-tbt-3s/regionale,regionale,3,1,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,0.0,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,,non pubblicato in questa epoca,,0.0,1.0,,none,,,,,0,0,,,,,,,,,,5,,,,,,
run4-tbt-3s/regionale,regionale,3,2,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,0.0,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,non pubblicato in questa epoca,,0.0,1.0,,none,,,,,0,0,,,,,,,,,,5,,,,,,
run4-tbt-3s/regionale,regionale,3,2,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,0.0,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,non pubblicato in questa epoca,,0.0,1.0,,none,,,,,0,0,,,,,,,,,,5,,,,,,
run4-tbt-3s/regionale,regionale,3,2,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,0.0,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,non pubblicato in questa epoca,,0.0,1.0,,none,,,,,0,0,,,,,,,,,,5,,,,,,
run4-tbt-3s/regionale,regionale,3,3,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,0.0,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,non pubblicato in questa epoca,,0.0,1.0,,none,,,,,0,0,,,,,,,,,,5,,,,,,
run4-tbt-3s/regionale,regionale,3,3,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,0.0,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,non pubblicato in questa epoca,,0.0,1.0,,none,,,,,0,0,,,,,,,,,,5,,,,,,
run4-tbt-3s/regionale,regionale,3,3,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,0.0,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,non pubblicato in questa epoca,,0.0,1.0,,none,,,,,0,0,,,,,,,,,,5,,,,,,
run4-tbt-3s/regionale,regionale,3,4,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,0.0,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,non pubblicato in questa epoca,,0.0,1.0,,none,,,,,0,0,,,,,,,,,,5,,,,,,
run4-tbt-3s/regionale,regionale,3,4,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,0.0,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,non pubblicato in questa epoca,,0.0,1.0,,none,,,,,0,0,,,,,,,,,,5,,,,,,
run4-tbt-3s/regionale,regionale,3,4,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,0.0,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,non pubblicato in questa epoca,,0.0,1.0,,none,,,,,0,0,,,,,,,,,,5,,,,,,
run4-tbt-3s/regionale,regionale,3,5,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,0.0,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,non pubblicato in questa epoca,,0.0,1.0,,none,,,,,0,0,,,,,,,,,,5,,,,,,
run4-tbt-3s/regionale,regionale,3,5,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,0.0,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,non pubblicato in questa epoca,,0.0,1.0,,none,,,,,0,0,,,,,,,,,,5,,,,,,
run4-tbt-3s/regionale,regionale,3,5,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,0.0,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,non pubblicato in questa epoca,,0.0,1.0,,none,,,,,0,0,,,,,,,,,,5,,,,,,
