run_id,livello,tbt,epoca,n_host_con_peso,gini_peso_pubblicato,gini_peso_effettivo,entropia_normalizzata_peso,host_dominante,quota_host_dominante,gini_atteso_da_input,gini_contributi_c_i,delta_gini_pubblicato_input
run4-tbt-3s/regionale,regionale,3,1,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run4-tbt-3s/regionale,regionale,3,2,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run4-tbt-3s/regionale,regionale,3,3,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run4-tbt-3s/regionale,regionale,3,4,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run4-tbt-3s/regionale,regionale,3,5,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run4-tbt-3s/regionale,regionale,3,6,3,0.0,0.0,1.0,m3,0.333333,0.0,0.0,0.0
run4-tbt-3s/regionale,regionale,3,7,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run4-tbt-3s/regionale,regionale,3,8,3,0.295554,0.295554,0.856948,m1,0.598547,0.295524,0.208001,3e-05
run4-tbt-3s/regionale,regionale,3,9,3,0.300441,0.300441,0.834916,m1,0.628194,0.300512,0.0,-7.1e-05
run4-tbt-3s/regionale,regionale,3,10,3,0.346946,0.346946,0.801793,m1,0.644196,0.34696,0.184093,-1.3e-05
run4-tbt-3s/regionale,regionale,3,11,3,0.365724,0.365724,0.780933,m1,0.643322,0.365727,0.274277,-3e-06
run4-tbt-3s/regionale,regionale,3,12,3,0.346966,0.346966,0.80177,m1,0.644211,0.34696,0.184093,7e-06
run4-tbt-3s/regionale,regionale,3,13,2,0.371641,0.371641,0.552921,m1,0.871641,0.380194,0.223861,-0.008553
run4-tbt-3s/regionale,regionale,3,14,3,0.387328,0.387328,0.746952,m1,0.689197,0.387322,0.217341,6e-06
run4-tbt-3s/regionale,regionale,3,15,2,0.238297,0.238297,0.829305,m1,0.738297,0.36866,0.234787,-0.130363
run4-tbt-3s/regionale,regionale,3,16,2,0.400118,0.400118,0.46862,m1,0.900118,0.407249,0.217341,-0.007131
run4-tbt-3s/regionale,regionale,3,17,3,0.373123,0.373123,0.771489,m1,0.652661,0.37313,0.255437,-8e-06
run4-tbt-3s/regionale,regionale,3,18,3,0.381627,0.381627,0.755233,m1,0.682784,0.381621,0.216986,5e-06
run4-tbt-3s/regionale,regionale,3,19,2,0.243848,0.243848,0.820885,m1,0.743848,0.374321,0.217341,-0.130473
run4-tbt-3s/regionale,regionale,3,20,2,0.384014,0.384014,0.517713,m1,0.884014,0.376492,0.216668,0.007522
run4-tbt-3s/regionale,regionale,3,21,3,0.411444,0.411444,0.715647,m1,0.704965,0.411447,0.276598,-4e-06
run4-tbt-3s/regionale,regionale,3,22,3,0.353994,0.353994,0.792822,m1,0.652032,0.353989,0.163691,5e-06
run4-tbt-3s/regionale,regionale,3,23,2,0.212962,0.212962,0.864865,m1,0.712962,0.357319,0.215224,-0.144357
run4-tbt-3s/regionale,regionale,3,24,3,0.407256,0.407256,0.723747,m1,0.687131,0.407249,0.217341,6e-06
run4-tbt-3s/regionale,regionale,3,25,3,0.380188,0.380188,0.761535,m1,0.668765,0.380194,0.223861,-6e-06
run4-tbt-3s/regionale,regionale,3,26,2,0.186852,0.186852,0.896774,m2,0.686852,0.340844,0.216668,-0.153992
run4-tbt-3s/regionale,regionale,3,27,3,0.371501,0.371501,0.773316,m1,0.658722,0.371507,0.276118,-5e-06
run4-tbt-3s/regionale,regionale,3,28,3,0.340851,0.340851,0.811432,m1,0.627822,0.340844,0.216668,7e-06
run4-tbt-3s/regionale,regionale,3,29,1,0.0,0.0,0.0,m1,1.0,0.374321,0.217341,-0.374321
run4-tbt-3s/regionale,regionale,3,30,3,0.407987,0.407987,0.719743,m1,0.704401,0.407981,0.163691,6e-06
run4-tbt-3s/regionale,regionale,3,31,3,0.37967,0.37967,0.761963,m1,0.653253,0.379676,0.263347,-5e-06
run4-tbt-3s/regionale,regionale,3,32,3,0.374327,0.374327,0.768704,m1,0.666062,0.374321,0.217341,6e-06
run4-tbt-3s/regionale,regionale,3,33,0,0.0,0.0,0.0,,,0.374321,0.217341,-0.374321
run4-tbt-3s/regionale,regionale,3,34,3,0.367363,0.367363,0.778103,m1,0.657979,0.367357,0.163691,6e-06
run4-tbt-3s/regionale,regionale,3,35,3,0.397327,0.397327,0.738258,m1,0.680779,0.397331,0.276598,-4e-06
run4-tbt-3s/regionale,regionale,3,36,3,0.357323,0.357323,0.791773,m1,0.639301,0.357319,0.215224,4e-06
run4-tbt-3s/regionale,regionale,3,37,2,0.217416,0.217416,0.858948,m1,0.717416,0.347598,0.198152,-0.130182
run4-tbt-3s/regionale,regionale,3,38,3,0.416678,0.416678,0.708923,m1,0.705614,0.416673,0.216986,5e-06
run4-tbt-3s/regionale,regionale,3,39,3,0.374327,0.374327,0.768704,m1,0.666062,0.374321,0.217341,6e-06
run4-tbt-3s/regionale,regionale,3,40,2,0.258477,0.258477,0.797564,m2,0.758477,0.385076,0.252398,-0.126599
run4-tbt-3s/regionale,regionale,3,41,3,0.338732,0.338732,0.813942,m1,0.625402,0.338725,0.217341,6e-06
run4-tbt-3s/regionale,regionale,3,42,2,0.2352,0.2352,0.833904,m1,0.7352,0.34696,0.184093,-0.11176
run4-tbt-3s/regionale,regionale,3,43,3,0.407256,0.407256,0.723747,m1,0.687131,0.407249,0.217341,6e-06
run4-tbt-3s/regionale,regionale,3,44,0,0.0,0.0,0.0,,,0.365727,0.274277,-0.365727
run4-tbt-3s/regionale,regionale,3,45,0,0.0,0.0,0.0,,,0.367357,0.163691,-0.367357
