height,epoch,miner,balance,sent
23,2,m1,49.7838,45.3946
23,2,m3,49.784,9.5568
23,2,m2,49.7842,28.6705
24,3,m2,21.0685,11.4411
24,3,m3,40.182,7.6364
24,3,m1,104.3442,97.2270
36,4,m2,109.922,64.7532
36,4,m3,32.8962,6.1792
36,4,m1,107.7428,100.4557
48,5,m3,26.9302,4.9860
48,5,m2,46.781,26.8686
48,5,m1,107.1361,99.8793
60,6,m3,22.6032,4.1206
60,6,m1,107.1058,99.8505
60,6,m2,21.1844,11.5106
72,7,m3,118.772,23.3544
72,7,m1,110.0481,102.6457
72,7,m2,110.8528,65.3117
84,8,m3,95.2668,18.6534
84,8,m2,45.2729,25.9637
84,8,m1,111.6064,104.1261
96,9,m3,76.5086,14.9017
96,9,m2,121.5424,71.7254
96,9,m1,109.4605,102.0875
108,10,m3,61.7289,11.9458
108,10,m2,50.4288,29.0573
108,10,m1,110.6588,103.2259
120,11,m3,49.6621,9.5324
120,11,m2,23.9761,13.1857
120,11,m1,108.8069,101.4666
132,12,m3,40.4577,7.6915
132,12,m2,111.7844,65.8706
132,12,m1,109.4187,102.0478
144,13,m3,33.0578,6.2116
144,13,m2,47.4242,27.2545
144,13,m1,109.7663,102.3780
156,14,m3,27.2568,5.0514
156,14,m2,20.6925,11.2155
156,14,m1,110.1475,102.7401
168,15,m3,23.2884,4.2577
168,15,m2,109.0016,64.2010
168,15,m1,110.8196,103.3786
