experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,epoch,epoch_buried,epoch_start_height,epoch_end_height,epoch_measured_start_height,n_blocks_epoch,n_rounds_with_scores,validator_host,validator_address,O_i,E_i_expected,p_theoretical_blockweighted,p_theoretical_start,p_theoretical_end,share_changed_within_epoch,p_observed,w_raw_start,w_raw_end,w_eff_start,w_eff_end,n_delays_logged,delay_mean_s,delay_min_s,delay_max_s,delay_pos_in_band_mean,n_rounds_theoretical_argmin,n_rounds_theoretical_argmin_lost,n_rounds_won_not_argmin,n_forks_epoch,n_competing_blocks_epoch,n_rejects_epoch
run4-tbt-3s,1,regionale,3,none,true,12,13,1,144,155,145,11,11,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,0,1.187226,0.10793,0.094737,0.123761,1,0.0,6539,8243,6539.0,8243.0,11,3.9614,2.769,4.467,0.8205,2,2,0,3,3,0
run4-tbt-3s,1,regionale,3,none,true,12,13,1,144,155,145,11,11,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,10,7.080984,0.643726,0.643322,0.644211,1,0.909091,44404,42907,44404.0,42907.0,11,2.8219,1.53,4.381,0.4406,7,0,3,3,3,0
run4-tbt-3s,1,regionale,3,none,true,12,13,1,144,155,145,11,11,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,1,2.731791,0.248345,0.261942,0.232028,1,0.090909,18080,15454,18080.0,15454.0,11,3.7899,1.469,4.464,0.7633,2,1,0,3,3,0
run4-tbt-3s,1,regionale,3,none,true,12,14,1,156,167,156,12,12,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,0,1.358746,0.113229,0.123761,0.098483,1,0.0,8243,6539,8243.0,6539.0,12,4.1816,3.252,4.433,0.8939,0,0,0,2,2,0
run4-tbt-3s,1,regionale,3,none,true,12,14,1,156,167,156,12,12,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,11,7.8533,0.654442,0.644211,0.668765,1,0.916667,42907,44404,42907.0,44404.0,12,3.6112,2.239,4.382,0.7037,9,0,2,2,2,0
run4-tbt-3s,1,regionale,3,none,true,12,14,1,156,167,156,12,12,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,1,2.787954,0.23233,0.232028,0.232751,1,0.083333,15454,15454,15454.0,15454.0,12,3.8246,1.548,4.417,0.7749,3,2,0,2,2,0
run4-tbt-3s,1,regionale,3,none,true,12,15,1,168,179,168,12,12,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,0,1.230405,0.102534,0.098483,0.108204,1,0.0,6539,8243,6539.0,8243.0,12,4.0572,3.118,4.367,0.8524,2,2,0,1,1,0
run4-tbt-3s,1,regionale,3,none,true,12,15,1,168,179,168,12,12,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,11,8.127339,0.677278,0.668765,0.689197,1,0.916667,44404,52503,44404.0,52503.0,12,3.1747,1.819,4.334,0.5582,6,0,5,1,1,0
run4-tbt-3s,1,regionale,3,none,true,12,15,1,168,179,168,12,12,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,1,2.642256,0.220188,0.232751,0.202599,1,0.083333,15454,15434,15454.0,15434.0,12,3.6018,1.62,4.333,0.7006,4,3,0,1,1,0
run4-tbt-3s,1,regionale,3,none,true,12,16,1,180,191,180,12,12,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,1,1.290412,0.107534,0.108204,0.106596,1,0.083333,8243,8243,8243.0,8243.0,12,3.9326,2.291,4.4,0.8109,1,0,0,5,5,0
run4-tbt-3s,1,regionale,3,none,true,12,16,1,180,191,180,12,12,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,5,8.122363,0.676864,0.689197,0.659597,1,0.416667,52503,51006,52503.0,51006.0,12,3.3013,1.73,4.334,0.6004,6,3,2,5,5,0
run4-tbt-3s,1,regionale,3,none,true,12,16,1,180,191,180,12,12,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,6,2.587225,0.215602,0.202599,0.233806,1,0.5,15434,18080,15434.0,18080.0,12,3.4225,1.647,4.359,0.6408,5,2,3,5,5,0
run4-tbt-3s,1,regionale,3,none,true,12,17,1,192,203,192,12,12,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,0,1.127413,0.093951,0.106596,0.076248,1,0.0,8243,5826,8243.0,5826.0,12,4.1491,2.839,4.383,0.883,0,0,0,3,3,0
run4-tbt-3s,1,regionale,3,none,true,12,17,1,192,203,192,12,12,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,9,8.052837,0.67107,0.659597,0.687131,1,0.75,51006,52503,51006.0,52503.0,12,3.1687,1.424,4.253,0.5562,8,0,1,3,3,0
run4-tbt-3s,1,regionale,3,none,true,12,17,1,192,203,192,12,12,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,3,2.81975,0.234979,0.233806,0.236621,1,0.25,18080,18080,18080.0,18080.0,12,3.7134,2.631,4.358,0.7378,4,1,0,3,3,0
run4-tbt-3s,1,regionale,3,none,true,12,18,1,204,215,204,12,12,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,3,0.998619,0.083218,0.076248,0.092977,1,0.25,5826,6539,5826.0,6539.0,12,4.1535,3.161,4.366,0.8845,1,0,2,3,3,0
run4-tbt-3s,1,regionale,3,none,true,12,18,1,204,215,204,12,12,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,5,8.073223,0.672769,0.687131,0.652661,1,0.416667,52503,45901,52503.0,45901.0,12,3.5269,1.448,4.319,0.6756,7,3,1,3,3,0
run4-tbt-3s,1,regionale,3,none,true,12,18,1,204,215,204,12,12,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,4,2.928158,0.244013,0.236621,0.254362,1,0.333333,18080,17889,18080.0,17889.0,12,3.6934,2.187,4.356,0.7311,4,2,2,3,3,0
run4-tbt-3s,1,regionale,3,none,true,12,19,1,216,227,216,12,12,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,0,1.202559,0.100213,0.092977,0.110344,1,0.0,6539,8243,6539.0,8243.0,12,4.3222,4.206,4.367,0.9407,0,0,0,6,6,0
run4-tbt-3s,1,regionale,3,none,true,12,19,1,216,227,216,12,12,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,6,7.982547,0.665212,0.652661,0.682784,1,0.5,45901,51006,45901.0,51006.0,12,3.4958,1.931,4.339,0.6653,5,2,3,6,6,0
run4-tbt-3s,1,regionale,3,none,true,12,19,1,216,227,216,12,12,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,6,2.814894,0.234575,0.254362,0.206873,1,0.5,17889,15454,17889.0,15454.0,12,3.3782,1.597,4.302,0.6261,7,3,2,6,6,0
run4-tbt-3s,1,regionale,3,none,true,12,20,1,228,239,228,12,12,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,1,1.295266,0.107939,0.110344,0.104572,1,0.083333,8243,8243,8243.0,8243.0,12,4.227,3.264,4.433,0.909,0,0,1,4,4,0
run4-tbt-3s,1,regionale,3,none,true,12,20,1,228,239,228,12,12,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,9,8.109797,0.675816,0.682784,0.666062,1,0.75,51006,52503,51006.0,52503.0,12,3.1536,1.511,4.39,0.5512,8,0,1,4,4,0
run4-tbt-3s,1,regionale,3,none,true,12,20,1,228,239,228,12,12,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,2,2.594938,0.216245,0.206873,0.229366,1,0.166667,15454,18080,15454.0,18080.0,12,3.5242,2.194,4.377,0.6747,4,2,0,4,4,0
run4-tbt-3s,1,regionale,3,none,true,12,21,1,240,251,240,12,12,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,0,1.158443,0.096537,0.104572,0.085288,1,0.0,8243,5826,8243.0,5826.0,12,4.1129,3.637,4.4,0.871,2,2,0,0,0,0
run4-tbt-3s,1,regionale,3,none,true,12,21,1,240,251,240,12,12,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,12,7.912617,0.659385,0.666062,0.650037,1,1.0,52503,44404,52503.0,44404.0,12,2.9414,1.35,4.369,0.4805,9,0,3,0,0,0
run4-tbt-3s,1,regionale,3,none,true,12,21,1,240,251,240,12,12,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,0,2.92894,0.244078,0.229366,0.264676,1,0.0,18080,18080,18080.0,18080.0,12,4.0605,2.614,4.432,0.8535,1,1,0,0,0,0
run4-tbt-3s,1,regionale,3,none,true,12,22,1,252,263,252,12,12,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,0,1.036014,0.086335,0.085288,0.0878,1,0.0,5826,6539,5826.0,6539.0,12,4.3855,4.274,4.45,0.9618,0,0,0,1,1,0
run4-tbt-3s,1,regionale,3,none,true,12,22,1,252,263,252,12,12,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,8,8.075083,0.672924,0.650037,0.704965,1,0.666667,44404,52503,44404.0,52503.0,12,2.9896,1.465,4.325,0.4965,7,0,1,1,1,0
