experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,height,epoch,epoch_buried,n_candidates_logged,n_candidates_with_weight,all_candidates_logged,winner_observed_host,winner_observed_address,winner_observed_logged_score,winner_theoretical_argmin_delay_host,winner_theoretical_argmin_score_host,argmin_delay_equals_argmin_score,winner_matches_theoretical_argmin,inversion,observed_winner_rank_by_delay,delay_min_s,delay_winner_s,margin_G_logged_s,margin_G_recomputed_s,inversion_gap_s,score_min,score_gap_2_1,W_tot_effective,W_tot_minus_argmin_weff,weff_argmin_score,p_observed_winner,phi_s,phi_identical_across_nodes,block_time,parent_time,dt_prev_s,scheduler_residual_s,verify_delay_floor_s,time_bar_slack_s,time_bar_ok,verify_parent_matches_chain,fork_detected,n_competing_blocks,competing_hashes,n_rejects,txcount,streak_length_so_far,winner_repeats_previous,n_candidates_delay_recompute_mismatch
run4-tbt-3s,1,regionale,3,none,true,12,145,13,1,3,3,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,1,m2,m2,1,0,1,3,3.909,4.381,0.167,0.167,0.472,2.43690874e-05,5.151433799999999e-06,69023.0,50943.0,18080.0,0.643322,-0.167,1,946685250,946685246,4,-0.381,4,0,1,1,0,0,,0,5,1,,0
run4-tbt-3s,1,regionale,3,none,true,12,146,13,1,3,3,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,1,m1,m1,1,1,0,1,1.53,1.53,2.066,2.0656,0.0,4.7593789e-07,1.8011532610000002e-05,69023.0,24619.0,44404.0,0.643322,-0.333,1,946685252,946685250,2,0.47,1,1,1,1,0,0,,0,3,2,1,0
run4-tbt-3s,1,regionale,3,none,true,12,147,13,1,3,3,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,1,m1,m1,1,1,0,1,2.016,2.016,2.251,2.251,0.0,3.0299137e-06,3.74998689e-05,69023.0,24619.0,44404.0,0.643322,-0.25,1,946685254,946685252,2,-0.016,2,0,1,1,0,0,,0,1,3,1,0
run4-tbt-3s,1,regionale,3,none,true,12,148,13,1,3,3,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,1,m1,m1,1,1,0,1,3.968,3.968,0.394,0.3935,0.0,2.55226114e-05,2.0898497400000005e-05,69023.0,24619.0,44404.0,0.643322,-0.083,1,946685259,946685254,5,1.032,3,2,1,1,0,0,,0,1,4,1,0
run4-tbt-3s,1,regionale,3,none,true,12,149,13,1,3,3,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,1,m1,m1,1,1,0,1,1.885,1.885,0.07,0.0698,0.0,2.26778624e-06,3.9979893999999993e-07,69023.0,24619.0,44404.0,0.643322,-0.25,1,946685261,946685259,2,0.115,1,1,1,1,0,0,,0,6,5,1,0
run4-tbt-3s,1,regionale,3,none,true,12,150,13,1,3,3,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,1,m1,m1,1,1,0,1,2.561,2.561,1.888,1.8879,0.0,6.57750739e-06,6.811987301e-05,69023.0,24619.0,44404.0,0.643322,-0.167,1,946685264,946685261,3,0.439,2,1,1,1,0,0,,0,4,6,1,0
run4-tbt-3s,1,regionale,3,none,true,12,151,13,1,3,3,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,1,m1,m1,1,1,0,1,1.604,1.604,1.387,1.3868,0.0,7.01863367e-07,9.945768833e-06,66604.0,23697.0,42907.0,0.644211,-0.167,1,946685267,946685264,3,1.396,1,2,1,1,0,0,,0,2,7,1,0
run4-tbt-3s,1,regionale,3,none,true,12,152,13,1,3,3,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,1,m3,m3,1,0,1,2,2.769,4.053,1.284,1.2843,1.284,8.54785746e-06,2.1210844840000003e-05,66604.0,58361.0,8243.0,0.644211,-0.167,1,946685271,946685267,4,-0.053,4,0,1,1,1,1,00d7845e769e90e0198637341c7dd4e5cca28733c3fcaf95fdae1eedde58d0f1,0,3,8,1,0
run4-tbt-3s,1,regionale,3,none,true,12,153,13,1,3,3,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,1,m3,m3,1,0,1,2,2.844,3.013,0.169,0.1697,0.169,9.37809899e-06,1.6759843099999998e-06,66604.0,58361.0,8243.0,0.644211,-0.25,1,946685274,946685271,3,-0.013,3,0,1,1,1,1,0045d9dd0e093c587129748718afa76e298b3362bea95bf7e7276b552866f4e8,0,2,9,1,0
run4-tbt-3s,1,regionale,3,none,true,12,154,13,1,3,3,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,1,m1,m1,1,1,0,1,3.729,3.729,0.73,0.7305,0.0,2.10604384e-05,6.92133622e-05,66604.0,23697.0,42907.0,0.644211,-0.167,1,946685279,946685274,5,1.271,3,2,1,1,0,0,,0,2,10,1,0
run4-tbt-3s,1,regionale,3,none,true,12,155,13,1,3,3,1,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,1,m2,m2,1,1,0,1,1.469,1.469,0.832,0.8313,0.0,1.81744699e-07,4.941800431e-06,66604.0,51150.0,15454.0,0.232028,-0.333,1,946685282,946685279,3,1.531,1,2,1,1,1,1,00caa0fee40d962d56f992285409f6e5daafd72e2dd3ae963ce04a824ce21bbb,0,2,1,0,0
run4-tbt-3s,1,regionale,3,none,true,12,156,14,1,3,3,1,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,1,m2,m2,1,1,0,1,1.548,1.548,2.26,2.2598,0.0,6.71088258e-07,2.3267758142e-05,66604.0,51150.0,15454.0,0.232028,-0.417,1,946685284,946685282,2,0.452,1,1,1,1,0,0,,0,4,2,1,0
run4-tbt-3s,1,regionale,3,none,true,12,157,14,1,3,3,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,1,m1,m1,1,1,0,1,2.868,2.868,1.535,1.5358,0.0,9.44603823e-06,4.849627707e-05,66604.0,23697.0,42907.0,0.644211,-0.167,1,946685289,946685284,5,2.132,2,3,1,1,0,0,,0,1,1,0,0
run4-tbt-3s,1,regionale,3,none,true,12,158,14,1,3,3,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,1,m1,m1,1,1,0,1,2.573,2.573,0.749,0.7497,0.0,7.03839078e-06,7.652867619999998e-06,66604.0,23697.0,42907.0,0.644211,-0.25,1,946685292,946685289,3,0.427,2,1,1,1,0,0,,0,7,2,1,0
run4-tbt-3s,1,regionale,3,none,true,12,159,14,1,3,3,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,1,m1,m1,1,1,0,1,2.723,2.723,1.637,1.6371,0.0,8.43330814e-06,4.723040606e-05,66604.0,23697.0,42907.0,0.644211,-0.333,1,946685295,946685292,3,0.277,2,1,1,1,0,0,,0,2,3,1,0
run4-tbt-3s,1,regionale,3,none,true,12,160,14,1,3,3,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,1,m1,m1,1,1,0,1,4.382,4.382,0.035,0.035,0.0,6.68376822e-05,0.0001416565838,66604.0,23697.0,42907.0,0.644211,-0.417,1,946685300,946685295,5,0.618,4,1,1,1,0,0,,0,2,4,1,0
run4-tbt-3s,1,regionale,3,none,true,12,161,14,1,3,3,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,1,m2,m2,1,0,1,3,2.552,4.36,0.7,0.7007,1.808,7.13663903e-06,7.073601069999999e-06,66604.0,51150.0,15454.0,0.644211,-0.417,1,946685304,946685300,4,-0.36,4,0,1,1,1,1,00feb2869d446a535d48c2305a5e516aa19e67bc28ef78307f4d7d6653c36dab,0,4,5,1,0
run4-tbt-3s,1,regionale,3,none,true,12,162,14,1,3,3,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,1,m1,m1,1,1,0,1,3.988,3.988,0.388,0.3881,0.0,3.04256599e-05,5.9979264499999996e-05,66604.0,23697.0,42907.0,0.644211,-0.583,1,946685308,946685304,4,0.012,3,1,1,1,1,1,00017b84f8404acab6e5f82ff7b96eda619654f7bc1df87474250e31dc2f8718,0,5,6,1,0
run4-tbt-3s,1,regionale,3,none,true,12,163,14,1,3,3,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,1,m1,m1,1,1,0,1,3.299,3.299,0.857,0.8567,0.0,1.55618961e-05,2.44288396e-05,66397.0,21993.0,44404.0,0.668765,-0.667,1,946685312,946685308,4,0.701,3,1,1,1,0,0,,0,1,7,1,0
run4-tbt-3s,1,regionale,3,none,true,12,164,14,1,3,3,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,1,m1,m1,1,1,0,1,4.084,4.084,0.266,0.2656,0.0,3.65123405e-05,0.00030711396250000003,66397.0,21993.0,44404.0,0.668765,-0.75,1,946685316,946685312,4,-0.084,4,0,1,1,0,0,,0,4,8,1,0
run4-tbt-3s,1,regionale,3,none,true,12,165,14,1,3,3,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,1,m1,m1,1,1,0,1,2.239,2.239,2.109,2.1084,0.0,5.29531513e-06,0.00010249428387,66397.0,21993.0,44404.0,0.668765,-0.75,1,946685319,946685316,3,0.761,2,1,1,1,0,0,,0,1,9,1,0
run4-tbt-3s,1,regionale,3,none,true,12,166,14,1,3,3,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,1,m1,m1,1,1,0,1,4.311,4.311,0.036,0.0366,0.0,6.53125636e-05,4.060475539999999e-05,66397.0,21993.0,44404.0,0.668765,-0.75,1,946685324,946685319,5,0.689,4,1,1,1,0,0,,0,3,10,1,0
run4-tbt-3s,1,regionale,3,none,true,12,167,14,1,3,3,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,1,m2,m2,1,0,1,3,3.52,4.176,0.41,0.4105,0.656,1.93481319e-05,1.02740543e-05,66397.0,50943.0,15454.0,0.668765,-0.75,1,946685328,946685324,4,-0.176,4,0,1,1,0,0,,0,2,11,1,0
