experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,host,height,kind,balance_gas,epoch,sent_gas
run4-tbt-3s,1,regionale,3,none,true,12,c1,110,sample,99.8042,10,
run4-tbt-3s,1,regionale,3,none,true,12,c1,119,sample,99.6074,10,
run4-tbt-3s,1,regionale,3,none,true,12,c1,129,sample,99.3844,11,
run4-tbt-3s,1,regionale,3,none,true,12,c1,139,sample,99.161,12,
run4-tbt-3s,1,regionale,3,none,true,12,c1,148,sample,98.9374,13,
run4-tbt-3s,1,regionale,3,none,true,12,c1,157,sample,98.7696,14,
run4-tbt-3s,1,regionale,3,none,true,12,c1,165,sample,98.5458,14,
run4-tbt-3s,1,regionale,3,none,true,12,c1,172,sample,98.3222,15,
run4-tbt-3s,1,regionale,3,none,true,12,c1,181,sample,98.0986,16,
run4-tbt-3s,1,regionale,3,none,true,12,c1,189,sample,97.9306,16,
run4-tbt-3s,1,regionale,3,none,true,12,c1,197,sample,97.707,17,
run4-tbt-3s,1,regionale,3,none,true,12,c1,205,sample,97.4832,18,
run4-tbt-3s,1,regionale,3,none,true,12,c1,213,sample,97.2598,18,
run4-tbt-3s,1,regionale,3,none,true,12,c1,221,sample,97.0918,19,
run4-tbt-3s,1,regionale,3,none,true,12,c1,229,sample,96.868,20,
run4-tbt-3s,1,regionale,3,none,true,12,c1,238,sample,96.6444,20,
run4-tbt-3s,1,regionale,3,none,true,12,c1,246,sample,96.4206,21,
run4-tbt-3s,1,regionale,3,none,true,12,c1,255,sample,96.1966,22,
run4-tbt-3s,1,regionale,3,none,true,12,c1,263,sample,96.0288,22,
run4-tbt-3s,1,regionale,3,none,true,12,c1,272,sample,95.805,23,
run4-tbt-3s,1,regionale,3,none,true,12,c1,280,sample,95.581,24,
run4-tbt-3s,1,regionale,3,none,true,12,c1,288,sample,95.357,25,
run4-tbt-3s,1,regionale,3,none,true,12,c1,298,sample,95.1892,25,
run4-tbt-3s,1,regionale,3,none,true,12,c1,307,sample,94.9652,26,
run4-tbt-3s,1,regionale,3,none,true,12,c1,315,sample,94.7412,27,
run4-tbt-3s,1,regionale,3,none,true,12,c1,323,sample,94.5172,27,
run4-tbt-3s,1,regionale,3,none,true,12,c1,333,sample,94.3494,28,
run4-tbt-3s,1,regionale,3,none,true,12,c1,340,sample,94.125,29,
run4-tbt-3s,1,regionale,3,none,true,12,c1,349,sample,93.9006,30,
run4-tbt-3s,1,regionale,3,none,true,12,c1,358,sample,93.6762,30,
run4-tbt-3s,1,regionale,3,none,true,12,c1,365,sample,93.5078,31,
run4-tbt-3s,1,regionale,3,none,true,12,c1,374,sample,93.2836,32,
run4-tbt-3s,1,regionale,3,none,true,12,c1,382,sample,93.059,32,
run4-tbt-3s,1,regionale,3,none,true,12,c1,390,sample,92.8342,33,
run4-tbt-3s,1,regionale,3,none,true,12,c1,398,sample,92.6096,34,
run4-tbt-3s,1,regionale,3,none,true,12,c1,407,sample,92.4416,34,
run4-tbt-3s,1,regionale,3,none,true,12,c1,415,sample,92.2168,35,
run4-tbt-3s,1,regionale,3,none,true,12,c1,424,sample,91.9926,36,
run4-tbt-3s,1,regionale,3,none,true,12,c1,431,sample,91.7678,36,
run4-tbt-3s,1,regionale,3,none,true,12,c1,440,sample,91.5992,37,
run4-tbt-3s,1,regionale,3,none,true,12,c1,448,sample,91.3744,38,
run4-tbt-3s,1,regionale,3,none,true,12,c1,456,sample,91.1496,39,
run4-tbt-3s,1,regionale,3,none,true,12,c1,463,sample,90.9248,39,
run4-tbt-3s,1,regionale,3,none,true,12,c1,471,sample,90.7562,40,
run4-tbt-3s,1,regionale,3,none,true,12,c1,479,sample,90.5316,40,
