run_id,livello,tbt,height,epoca,nodo,indirizzo,tipo_movimento,importo_gas,controparte,motivo,saldo_gas_dopo,txid_o_riferimento,coerente_con_saldo
run5-tbt-2s/intercontinentale,intercontinentale,2,1,1,admin,1ZB18b6P44CXNLwxCA9qA6PFe6PdB3VVLZXpUw,mining_reward,1000000.0,coinbase,"premio di catena del blocco 1, ricostruito da params.dat (nessuna metrica lo registra)",1000000.0,006b28c2d37a07a8c0fc7b3d78e2f9c12d18b49db0c4c2f61162971897ec986a,1
run5-tbt-2s/intercontinentale,intercontinentale,2,28,3,admin,1ZB18b6P44CXNLwxCA9qA6PFe6PdB3VVLZXpUw,init,-100.0,c1,l'admin finanzia c1,999900.0,,1
run5-tbt-2s/intercontinentale,intercontinentale,2,28,3,admin,1ZB18b6P44CXNLwxCA9qA6PFe6PdB3VVLZXpUw,init,-100.0,c2,l'admin finanzia c2,999800.0,,1
run5-tbt-2s/intercontinentale,intercontinentale,2,28,3,admin,1ZB18b6P44CXNLwxCA9qA6PFe6PdB3VVLZXpUw,init,-100.0,c3,l'admin finanzia c3,999700.0,,1
run5-tbt-2s/intercontinentale,intercontinentale,2,28,3,admin,1ZB18b6P44CXNLwxCA9qA6PFe6PdB3VVLZXpUw,init,-100.0,c4,l'admin finanzia c4,999600.0,,1
run5-tbt-2s/intercontinentale,intercontinentale,2,28,3,admin,1ZB18b6P44CXNLwxCA9qA6PFe6PdB3VVLZXpUw,init,-100.0,c5,l'admin finanzia c5,999500.0,,1
run5-tbt-2s/intercontinentale,intercontinentale,2,28,3,admin,1ZB18b6P44CXNLwxCA9qA6PFe6PdB3VVLZXpUw,init,-50.0,m1,l'admin finanzia m1,999450.0,,1
run5-tbt-2s/intercontinentale,intercontinentale,2,28,3,admin,1ZB18b6P44CXNLwxCA9qA6PFe6PdB3VVLZXpUw,init,-50.0,m2,l'admin finanzia m2,999400.0,,1
run5-tbt-2s/intercontinentale,intercontinentale,2,28,3,admin,1ZB18b6P44CXNLwxCA9qA6PFe6PdB3VVLZXpUw,init,-50.0,m3,l'admin finanzia m3,999350.0,,1
run5-tbt-2s/intercontinentale,intercontinentale,2,28,3,admin,1ZB18b6P44CXNLwxCA9qA6PFe6PdB3VVLZXpUw,init,-50.0,ca,l'admin finanzia ca,999300.0,,1
