experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,validator_i,validator_j,log_ratio_observed,log_ratio_theoretical,O_i,O_j,B,note,validator_i_host,validator_j_host
run1-tbt-15s,continentale,1,15,none,true,7,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,,-1.30468942,0,4,12,not computable: a zero count in the epoch,m3,m2
run1-tbt-15s,continentale,1,15,none,true,7,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,,-1.98421269,0,8,12,not computable: a zero count in the epoch,m3,m1
run1-tbt-15s,continentale,1,15,none,true,7,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,-0.69314718,-0.67952326,4,8,12,,m2,m1
run1-tbt-15s,continentale,1,15,none,true,8,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,,-1.33887191,0,7,12,not computable: a zero count in the epoch,m3,m2
run1-tbt-15s,continentale,1,15,none,true,8,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,,-2.01566331,0,5,12,not computable: a zero count in the epoch,m3,m1
run1-tbt-15s,continentale,1,15,none,true,8,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,0.33647224,-0.67679141,7,5,12,,m2,m1
run1-tbt-15s,continentale,1,15,none,true,9,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,-1.09861229,-1.22048587,1,3,12,,m3,m2
run1-tbt-15s,continentale,1,15,none,true,9,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,-2.07944154,-1.9264456,1,8,12,,m3,m1
run1-tbt-15s,continentale,1,15,none,true,9,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,-0.98082925,-0.70595973,3,8,12,,m2,m1
run1-tbt-15s,continentale,1,15,none,true,10,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,,-1.24377865,0,0,12,not computable: a zero count in the epoch,m3,m2
run1-tbt-15s,continentale,1,15,none,true,10,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,,-1.95074105,0,12,12,not computable: a zero count in the epoch,m3,m1
