experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,model,H0,beta1,beta1_se,beta1_ci_low,beta1_ci_high,beta0,deviance,n_points,converged,note,beta1_ci_contains_1,pearson_r,pearson_p,spearman_rho,spearman_p
run4-tbt-3s,intercontinentale,1,3,none,true,logit(p_hat) ~ b0 + b1*log(w_eff),b1 = 1 (proportional selection),2.87618552,0.15631822,2.56980181,3.18256923,-29.5746359,257.69792281,93,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run4-tbt-3s,intercontinentale,1,3,none,true,logit(p_hat) ~ b0 + b1*log(p_theoretical),"b1 = 1, b0 = 0",2.89190108,0.15568282,2.58676276,3.19703941,2.62029275,255.24318496,93,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run4-tbt-3s,intercontinentale,1,3,none,true,log(p_hat_i/p_hat_j) ~ a + b*log(w_i/w_j) (pairs x epochs),"b = 1, a = 0",0.67694564,,,,-0.49951651,,27,,"H0 of proportionality: slope = 1, intercept = 0",,0.49319845,0.008948,0.31873,0.10514972
