experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,sigma_id,sigma_s,source,what_it_measures,n,median_s,p90_s,max_s,note
run3-tbt-5s,nazionale,1,5,none,true,S1_topology,0.005103,max one-way shortest-path latency between miners from the .gml (rtt/2),"propagation latency; deterministic (jitter 0 us), not a variance",3,,,,
run3-tbt-5s,nazionale,1,5,none,true,S2_scheduler_residual_sd,0.70719174,sd of block_time - parent_time - D_logged(observed winner) over measured rounds,quantisation of the 1 s time bar and block timestamps plus miner loop granularity: the noise that actually decides the race,317,0.799,1.588,2.665,PRIMARY estimate for the Prop. 5.18 bound
run3-tbt-5s,nazionale,1,5,none,true,S2b_inversion_gap,0.52455751,D_observed_winner - D_min on inverted rounds,size of the disadvantage overcome by the observed winner (only on inverted rounds; biased by selection),48,0.3985,1.507,1.725,"reported for comparison, not used in the bound"
run3-tbt-5s,nazionale,1,5,none,true,S3_packet_loss,,,,,,,,"not computable: packet loss is not observable from the archived logs (1 s resolution, no per-message trace)"
