experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,validator_i,validator_j,log_ratio_observed,log_ratio_theoretical,O_i,O_j,B,validator_i_host,validator_j_host,note
run3-tbt-5s,nazionale,1,5,none,true,17,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,1.79175947,1.99121613,6,1,12,m1,m3,
run3-tbt-5s,nazionale,1,5,none,true,17,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,1.60943791,1.05832928,5,1,12,m2,m3,
run3-tbt-5s,nazionale,1,5,none,true,18,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1.09861229,1.03671364,9,3,12,m1,m2,
run3-tbt-5s,nazionale,1,5,none,true,18,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,,1.94482795,9,0,12,m1,m3,not computable: a zero count in the epoch
run3-tbt-5s,nazionale,1,5,none,true,18,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,,0.90811431,3,0,12,m2,m3,not computable: a zero count in the epoch
run3-tbt-5s,nazionale,1,5,none,true,19,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,2.39789527,1.01043088,11,1,12,m1,m2,
run3-tbt-5s,nazionale,1,5,none,true,19,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,,2.01009839,11,0,12,m1,m3,not computable: a zero count in the epoch
run3-tbt-5s,nazionale,1,5,none,true,19,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,,0.99966751,1,0,12,m2,m3,not computable: a zero count in the epoch
run3-tbt-5s,nazionale,1,5,none,true,20,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1.5040774,0.9309434,9,2,12,m1,m2,
run3-tbt-5s,nazionale,1,5,none,true,20,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,2.19722458,2.07338018,9,1,12,m1,m3,
run3-tbt-5s,nazionale,1,5,none,true,20,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,0.69314718,1.14243678,2,1,12,m2,m3,
run3-tbt-5s,nazionale,1,5,none,true,21,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,0.0,1.02160763,6,6,12,m1,m2,
run3-tbt-5s,nazionale,1,5,none,true,21,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,,1.97736051,6,0,12,m1,m3,not computable: a zero count in the epoch
run3-tbt-5s,nazionale,1,5,none,true,21,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,,0.95575288,6,0,12,m2,m3,not computable: a zero count in the epoch
run3-tbt-5s,nazionale,1,5,none,true,22,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1.5040774,1.11272401,9,2,12,m1,m2,
run3-tbt-5s,nazionale,1,5,none,true,22,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,2.19722458,1.9983357,9,1,12,m1,m3,
run3-tbt-5s,nazionale,1,5,none,true,22,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,0.69314718,0.88561169,2,1,12,m2,m3,
run3-tbt-5s,nazionale,1,5,none,true,23,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1.60943791,1.06131552,10,2,12,m1,m2,
run3-tbt-5s,nazionale,1,5,none,true,23,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,,2.17792484,10,0,12,m1,m3,not computable: a zero count in the epoch
run3-tbt-5s,nazionale,1,5,none,true,23,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,,1.11660932,2,0,12,m2,m3,not computable: a zero count in the epoch
run3-tbt-5s,nazionale,1,5,none,true,24,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,2.39789527,0.9863933,11,1,12,m1,m2,
run3-tbt-5s,nazionale,1,5,none,true,24,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,,2.1659562,11,0,12,m1,m3,not computable: a zero count in the epoch
run3-tbt-5s,nazionale,1,5,none,true,24,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,,1.1795629,1,0,12,m2,m3,not computable: a zero count in the epoch
run3-tbt-5s,nazionale,1,5,none,true,25,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1.60943791,0.99277965,10,2,12,m1,m2,
run3-tbt-5s,nazionale,1,5,none,true,25,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,,1.94135265,10,0,12,m1,m3,not computable: a zero count in the epoch
run3-tbt-5s,nazionale,1,5,none,true,25,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,,0.948573,2,0,12,m2,m3,not computable: a zero count in the epoch
run3-tbt-5s,nazionale,1,5,none,true,26,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,-2.39789527,0.95198299,1,11,12,m1,m2,
run3-tbt-5s,nazionale,1,5,none,true,26,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,,2.01533078,1,0,12,m1,m3,not computable: a zero count in the epoch
run3-tbt-5s,nazionale,1,5,none,true,26,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,,1.06334779,11,0,12,m2,m3,not computable: a zero count in the epoch
run3-tbt-5s,nazionale,1,5,none,true,27,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,0.40546511,0.94114758,6,4,12,m1,m2,
run3-tbt-5s,nazionale,1,5,none,true,27,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,1.09861229,2.05061289,6,2,12,m1,m3,
run3-tbt-5s,nazionale,1,5,none,true,27,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,0.69314718,1.10946531,4,2,12,m2,m3,
run3-tbt-5s,nazionale,1,5,none,true,28,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,,1.01649922,12,0,12,m1,m2,not computable: a zero count in the epoch
run3-tbt-5s,nazionale,1,5,none,true,28,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,,2.04168718,12,0,12,m1,m3,not computable: a zero count in the epoch
run3-tbt-5s,nazionale,1,5,none,true,28,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,,1.02518796,0,0,12,m2,m3,not computable: a zero count in the epoch
run3-tbt-5s,nazionale,1,5,none,true,29,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,0.84729786,0.96728528,7,3,12,m1,m2,
run3-tbt-5s,nazionale,1,5,none,true,29,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,1.25276297,2.06118554,7,2,12,m1,m3,
run3-tbt-5s,nazionale,1,5,none,true,29,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,0.40546511,1.09390025,3,2,12,m2,m3,
run3-tbt-5s,nazionale,1,5,none,true,30,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,0.98082925,0.97950612,8,3,12,m1,m2,
run3-tbt-5s,nazionale,1,5,none,true,30,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,2.07944154,1.94183253,8,1,12,m1,m3,
run3-tbt-5s,nazionale,1,5,none,true,30,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,1.09861229,0.96232641,3,1,12,m2,m3,
run3-tbt-5s,nazionale,1,5,none,true,31,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,-0.40546511,0.99621656,4,6,12,m1,m2,
run3-tbt-5s,nazionale,1,5,none,true,31,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,0.69314718,1.99690256,4,2,12,m1,m3,
run3-tbt-5s,nazionale,1,5,none,true,31,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,1.09861229,1.00068601,6,2,12,m2,m3,
run3-tbt-5s,nazionale,1,5,none,true,32,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,2.39789527,0.92629773,11,1,12,m1,m2,
run3-tbt-5s,nazionale,1,5,none,true,32,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,,1.98417012,11,0,12,m1,m3,not computable: a zero count in the epoch
run3-tbt-5s,nazionale,1,5,none,true,32,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,,1.05787239,1,0,12,m2,m3,not computable: a zero count in the epoch
run3-tbt-5s,nazionale,1,5,none,true,33,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1.60943791,0.97275551,10,2,12,m1,m2,
run3-tbt-5s,nazionale,1,5,none,true,33,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,,1.89371305,10,0,12,m1,m3,not computable: a zero count in the epoch
run3-tbt-5s,nazionale,1,5,none,true,33,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,,0.92095753,2,0,12,m2,m3,not computable: a zero count in the epoch
run3-tbt-5s,nazionale,1,5,none,true,34,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,,0.97682069,11,0,12,m1,m2,not computable: a zero count in the epoch
run3-tbt-5s,nazionale,1,5,none,true,34,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,2.39789527,1.97323966,11,1,12,m1,m3,
run3-tbt-5s,nazionale,1,5,none,true,34,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,1Z8u3jdAAsLX6vgyujHKQGSGEEhYiELHoQV1ac,,0.99641898,0,1,12,m2,m3,not computable: a zero count in the epoch
