height,epoch,in_setup,host,address,score_raw,delay_logged_s,start_in_s,log_timestamp,duplicate_index,source_file,source_line
144,13,1,m1,1X6UMfyYAa2CneQRWw6ESrCuLmu9JzSVF142bA,2.13300916e-05,3.699,3.699,2000-01-01 00:07:22,0,run/data/m1/debug.log,675
144,13,1,m2,1EjTSBbBL4yFpTtoME9NpC8UpK1PLnzA3NnRS5,4.74028917e-05,4.312,4.312,2000-01-01 00:07:23,0,run/data/m2/debug.log,686
144,13,1,m3,1QgfFWVY65u3QeYVETh4jPoFqBBL2MwgpBFZvm,1.11978262e-05,3.000,3.000,2000-01-01 00:07:22,0,run/data/m3/debug.log,664
145,13,0,m1,1X6UMfyYAa2CneQRWw6ESrCuLmu9JzSVF142bA,2.6000952e-05,3.912,3.912,2000-01-01 00:07:27,0,run/data/m1/debug.log,704
145,13,0,m2,1EjTSBbBL4yFpTtoME9NpC8UpK1PLnzA3NnRS5,9.33112954e-06,2.829,2.829,2000-01-01 00:07:27,0,run/data/m2/debug.log,701
145,13,0,m3,1QgfFWVY65u3QeYVETh4jPoFqBBL2MwgpBFZvm,0.000280135876,4.467,4.467,2000-01-01 00:07:25,0,run/data/m3/debug.log,1026
146,13,0,m1,1X6UMfyYAa2CneQRWw6ESrCuLmu9JzSVF142bA,3.33451233e-06,2.017,2.017,2000-01-01 00:07:31,0,run/data/m1/debug.log,720
146,13,0,m2,1EjTSBbBL4yFpTtoME9NpC8UpK1PLnzA3NnRS5,0.000117878504,4.432,4.432,2000-01-01 00:07:30,0,run/data/m2/debug.log,1018
146,13,0,m3,1QgfFWVY65u3QeYVETh4jPoFqBBL2MwgpBFZvm,0.000108613011,4.431,4.431,2000-01-01 00:07:31,0,run/data/m3/debug.log,1042
147,13,0,m1,1X6UMfyYAa2CneQRWw6ESrCuLmu9JzSVF142bA,2.71535763e-05,3.935,3.935,2000-01-01 00:07:33,0,run/data/m1/debug.log,748
