epoch,verified,records,invalid,address,host,published,published_epoch,recomputed,verdict
43,True,3,0,1EjTSBbBL4yFpTtoME9NpC8UpK1PLnzA3NnRS5,m2,18080,43,18080,ok
43,True,3,0,1QgfFWVY65u3QeYVETh4jPoFqBBL2MwgpBFZvm,m3,8243,42,0,other-epoch
43,True,3,0,1X6UMfyYAa2CneQRWw6ESrCuLmu9JzSVF142bA,m1,52503,43,52503,ok
