tip_height,round_height,host,window,mean_spacing_s,tblock_s,phi_s,phi_bound_s,log_timestamp,n_occurrences,source_file,source_line
143,144,admin,12,3.250,3.000,-0.250,1.500,2000-01-01 00:07:27,2,run/data/admin/debug.log,804
143,144,m1,12,3.250,3.000,-0.250,1.500,2000-01-01 00:07:22,3,run/data/m1/debug.log,674
143,144,m2,12,3.250,3.000,-0.250,1.500,2000-01-01 00:07:23,3,run/data/m2/debug.log,685
143,144,m3,12,3.250,3.000,-0.250,1.500,2000-01-01 00:07:22,3,run/data/m3/debug.log,663
144,145,admin,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:31,2,run/data/admin/debug.log,818
144,145,m1,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:27,3,run/data/m1/debug.log,703
144,145,m2,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:27,3,run/data/m2/debug.log,700
144,145,m3,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:25,3,run/data/m3/debug.log,1025
145,146,admin,12,3.333,3.000,-0.333,1.500,2000-01-01 00:07:34,2,run/data/admin/debug.log,832
145,146,m1,12,3.333,3.000,-0.333,1.500,2000-01-01 00:07:31,3,run/data/m1/debug.log,719
145,146,m2,12,3.333,3.000,-0.333,1.500,2000-01-01 00:07:30,3,run/data/m2/debug.log,1017
145,146,m3,12,3.333,3.000,-0.333,1.500,2000-01-01 00:07:31,3,run/data/m3/debug.log,1041
146,147,admin,12,3.250,3.000,-0.250,1.500,2000-01-01 00:07:38,2,run/data/admin/debug.log,846
146,147,m1,12,3.250,3.000,-0.250,1.500,2000-01-01 00:07:33,3,run/data/m1/debug.log,747
146,147,m2,12,3.250,3.000,-0.250,1.500,2000-01-01 00:07:34,3,run/data/m2/debug.log,1032
146,147,m3,12,3.250,3.000,-0.250,1.500,2000-01-01 00:07:34,3,run/data/m3/debug.log,1056
147,148,admin,12,3.417,3.000,-0.417,1.500,2000-01-01 00:07:43,2,run/data/admin/debug.log,860
147,148,m1,12,3.417,3.000,-0.417,1.500,2000-01-01 00:07:38,3,run/data/m1/debug.log,859
147,148,m2,12,3.417,3.000,-0.417,1.500,2000-01-01 00:07:39,3,run/data/m2/debug.log,1047
147,148,m3,12,3.417,3.000,-0.417,1.500,2000-01-01 00:07:38,3,run/data/m3/debug.log,1071
148,149,admin,12,3.500,3.000,-0.500,1.500,2000-01-01 00:07:45,2,run/data/admin/debug.log,876
148,149,m1,12,3.500,3.000,-0.500,1.500,2000-01-01 00:07:42,3,run/data/m1/debug.log,928
148,149,m2,12,3.500,3.000,-0.500,1.500,2000-01-01 00:07:43,3,run/data/m2/debug.log,1062
148,149,m3,12,3.500,3.000,-0.500,1.500,2000-01-01 00:07:43,3,run/data/m3/debug.log,1086
149,150,admin,12,3.417,3.000,-0.417,1.500,2000-01-01 00:07:47,2,run/data/admin/debug.log,891
149,150,m1,12,3.417,3.000,-0.417,1.500,2000-01-01 00:07:44,3,run/data/m1/debug.log,1343
149,150,m2,12,3.417,3.000,-0.417,1.500,2000-01-01 00:07:45,3,run/data/m2/debug.log,1082
149,150,m3,12,3.417,3.000,-0.417,1.500,2000-01-01 00:07:45,3,run/data/m3/debug.log,1101
150,151,admin,12,3.417,3.000,-0.417,1.500,2000-01-01 00:07:50,2,run/data/admin/debug.log,905
150,151,m1,12,3.417,3.000,-0.417,1.500,2000-01-01 00:07:47,3,run/data/m1/debug.log,1519
150,151,m2,12,3.417,3.000,-0.417,1.500,2000-01-01 00:07:48,3,run/data/m2/debug.log,1097
150,151,m3,12,3.417,3.000,-0.417,1.500,2000-01-01 00:07:47,3,run/data/m3/debug.log,1121
151,152,admin,12,3.500,3.000,-0.500,1.500,2000-01-01 00:07:54,2,run/data/admin/debug.log,919
151,152,m1,12,3.500,3.000,-0.500,1.500,2000-01-01 00:07:50,3,run/data/m1/debug.log,1698
151,152,m2,12,3.500,3.000,-0.500,1.500,2000-01-01 00:07:51,3,run/data/m2/debug.log,1112
151,152,m3,12,3.500,3.000,-0.500,1.500,2000-01-01 00:07:51,3,run/data/m3/debug.log,1136
152,153,admin,12,3.333,3.000,-0.333,1.500,2000-01-01 00:07:58,2,run/data/admin/debug.log,933
152,153,m1,12,3.333,3.000,-0.333,1.500,2000-01-01 00:07:53,3,run/data/m1/debug.log,1751
152,153,m2,12,3.333,3.000,-0.333,1.500,2000-01-01 00:07:54,3,run/data/m2/debug.log,1127
152,153,m3,12,3.333,3.000,-0.333,1.500,2000-01-01 00:07:54,3,run/data/m3/debug.log,1151
153,154,admin,12,3.583,3.000,-0.583,1.500,2000-01-01 00:08:01,2,run/data/admin/debug.log,950
153,154,m1,12,3.583,3.000,-0.583,1.500,2000-01-01 00:07:58,3,run/data/m1/debug.log,1811
153,154,m2,12,3.583,3.000,-0.583,1.500,2000-01-01 00:07:59,3,run/data/m2/debug.log,1142
153,154,m3,12,3.583,3.000,-0.583,1.500,2000-01-01 00:07:58,3,run/data/m3/debug.log,1166
154,155,admin,12,3.500,3.000,-0.500,1.500,2000-01-01 00:08:05,5,run/data/admin/debug.log,964
154,155,m1,12,3.500,3.000,-0.500,1.500,2000-01-01 00:08:01,6,run/data/m1/debug.log,1876
154,155,m2,12,3.500,3.000,-0.500,1.500,2000-01-01 00:08:02,6,run/data/m2/debug.log,1157
154,155,m3,12,3.500,3.000,-0.500,1.500,2000-01-01 00:08:02,6,run/data/m3/debug.log,1181
155,156,admin,12,3.583,3.000,-0.583,1.500,2000-01-01 00:08:10,5,run/data/admin/debug.log,994
155,156,m1,12,3.583,3.000,-0.583,1.500,2000-01-01 00:08:05,6,run/data/m1/debug.log,2092
155,156,m2,12,3.583,3.000,-0.583,1.500,2000-01-01 00:08:06,6,run/data/m2/debug.log,1188
155,156,m3,12,3.583,3.000,-0.583,1.500,2000-01-01 00:08:05,6,run/data/m3/debug.log,1257
156,157,admin,12,3.667,3.000,-0.667,1.500,2000-01-01 00:08:14,9,run/data/admin/debug.log,1025
156,157,m1,12,3.667,3.000,-0.667,1.500,2000-01-01 00:08:10,10,run/data/m1/debug.log,2127
156,157,m2,12,3.750,3.000,-0.750,1.500,2000-01-01 00:08:10,10,run/data/m2/debug.log,1349
156,157,m3,12,3.667,3.000,-0.667,1.500,2000-01-01 00:08:09,10,run/data/m3/debug.log,2475
157,158,admin,12,3.667,3.000,-0.667,1.500,2000-01-01 00:08:17,2,run/data/admin/debug.log,1076
157,158,m1,12,3.667,3.000,-0.667,1.500,2000-01-01 00:08:14,3,run/data/m1/debug.log,2357
157,158,m2,12,3.667,3.000,-0.667,1.500,2000-01-01 00:08:14,3,run/data/m2/debug.log,1622
157,158,m3,12,3.667,3.000,-0.667,1.500,2000-01-01 00:08:14,3,run/data/m3/debug.log,2834
158,159,admin,12,3.583,3.000,-0.583,1.500,2000-01-01 00:08:19,2,run/data/admin/debug.log,1094
158,159,m1,12,3.583,3.000,-0.583,1.500,2000-01-01 00:08:16,3,run/data/m1/debug.log,3129
158,159,m2,12,3.583,3.000,-0.583,1.500,2000-01-01 00:08:17,3,run/data/m2/debug.log,1681
158,159,m3,12,3.583,3.000,-0.583,1.500,2000-01-01 00:08:17,3,run/data/m3/debug.log,2890
159,160,admin,12,3.417,3.000,-0.417,1.500,2000-01-01 00:08:23,2,run/data/admin/debug.log,1108
159,160,m1,12,3.417,3.000,-0.417,1.500,2000-01-01 00:08:19,3,run/data/m1/debug.log,3195
159,160,m2,12,3.417,3.000,-0.417,1.500,2000-01-01 00:08:20,3,run/data/m2/debug.log,1697
159,160,m3,12,3.417,3.000,-0.417,1.500,2000-01-01 00:08:19,3,run/data/m3/debug.log,2905
160,161,admin,12,3.417,3.000,-0.417,1.500,2000-01-01 00:08:26,2,run/data/admin/debug.log,1122
160,161,m1,12,3.417,3.000,-0.417,1.500,2000-01-01 00:08:23,3,run/data/m1/debug.log,3437
160,161,m2,12,3.417,3.000,-0.417,1.500,2000-01-01 00:08:24,3,run/data/m2/debug.log,1712
160,161,m3,12,3.417,3.000,-0.417,1.500,2000-01-01 00:08:24,3,run/data/m3/debug.log,2920
161,162,admin,12,3.500,3.000,-0.500,1.500,2000-01-01 00:08:29,2,run/data/admin/debug.log,1137
