send_height,epoch_harness,miner_host,balance_before_gas,sent_gas,assumed_confirm_height
110,10,m1,49.6786,45.2947,111
110,10,m3,49.9942,9.5988,111
110,10,m2,49.9952,28.7971,111
122,11,m1,105.0405,97.8885,123
122,11,m2,21.0769,11.4461,123
122,11,m3,40.2744,7.6549,123
132,12,m1,107.076,99.8222,133
132,12,m3,32.7001,6.14,133
132,12,m2,109.5096,64.5058,133
144,13,m1,107.1586,99.9007,145
144,13,m2,45.2816,25.969,145
144,13,m3,26.7341,4.9468,145
156,14,m3,21.8313,3.9663,157
159,14,m2,119.3376,70.4026,160
159,14,m1,108.4309,101.1094,160
170,15,m3,117.744,23.1488,171
170,15,m2,48.8898,28.1339,171
170,15,m1,108.2705,100.957,171
181,16,m3,95.0302,18.606,182
181,16,m2,20.6051,11.1631,182
181,16,m1,107.8575,100.5646,182
194,17,m3,76.379,14.8758,195
194,17,m2,110.2578,64.9547,195
194,17,m1,107.6195,100.3385,195
204,18,m3,61.3526,11.8705,205
204,18,m2,45.6465,26.1879,205
204,18,m1,107.9166,100.6208,205
218,19,m3,49.3315,9.4663,219
218,19,m2,119.3636,70.4182,219
218,19,m1,108.6384,101.3065,219
230,20,m3,39.744,7.5488,231
230,20,m2,49.0638,28.2383,231
230,20,m1,108.1625,100.8544,231
241,21,m3,32.318,6.0636,242
241,21,m2,20.8427,11.3056,242
241,21,m1,108.0531,100.7504,242
253,22,m3,26.216,4.8432,254
253,22,m2,109.1213,64.2728,254
253,22,m1,108.6305,101.299,254
264,23,m3,21.764,3.9528,265
264,23,m2,44.9211,25.7527,265
264,23,m1,107.7517,100.4641,265
276,24,m1,108.465,101.1418,277
278,24,m3,117.766,23.1532,279
278,24,m2,119.1232,70.2739,279
288,25,m3,94.4324,18.4865,289
288,25,m2,48.6983,28.019,289
288,25,m1,108.3714,101.0528,289
300,26,m3,75.7951,14.759,301
300,26,m2,20.5285,11.1171,301
300,26,m1,108.4484,101.126,301
312,27,m3,60.7967,11.7593,313
312,27,m2,109.3366,64.402,313
312,27,m1,108.5106,101.1851,313
325,28,m3,48.9162,9.3832,326
325,28,m2,44.9514,25.7708,326
325,28,m1,108.4821,101.158,326
338,29,m3,39.4116,7.4823,339
338,29,m2,119.5982,70.5589,339
338,29,m1,108.1815,100.8724,339
349,30,m3,32.3755,6.0751,350
349,30,m2,48.8887,28.1332,350
349,30,m1,107.8983,100.6034,350
360,31,m3,26.1494,4.8299,361
360,31,m2,20.6049,11.1629,361
360,31,m1,108.3703,101.0518,361
374,32,m3,21.1689,3.8338,375
374,32,m2,109.3148,64.3889,375
374,32,m1,108.6953,101.3605,375
386,33,m3,117.1841,23.0368,387
386,33,m2,44.8045,25.6827,387
386,33,m1,108.594,101.2643,387
398,34,m3,94.5163,18.5033,399
398,34,m2,119.4278,70.4567,399
398,34,m1,107.5295,100.253,399
409,35,m3,75.8916,14.7783,410
409,35,m2,49.2419,28.3451,410
409,35,m1,108.0123,100.7117,410
420,36,m3,60.9625,11.7925,421
420,36,m2,21.486,11.6916,421
420,36,m1,107.692,100.4074,421
433,37,m3,49.019,9.4038,434
433,37,m2,109.5258,64.5155,434
433,37,m1,108.7464,101.4091,434
444,38,m3,39.8954,7.5791,445
444,38,m2,44.8891,25.7335,445
444,38,m1,108.3331,101.0164,445
457,39,m3,31.8695,5.9739,458
457,39,m2,119.3908,70.4345,458
457,39,m1,108.3023,100.9872,458
468,40,m3,25.7744,4.7549,469
468,40,m2,48.7761,28.0657,469
469,40,m1,108.6145,101.2838,470
480,41,m3,20.9745,3.7949,481
480,41,m2,20.5596,11.1358,481
480,41,m1,108.2999,100.9849,481
492,42,m3,117.0582,23.0116,493
492,42,m2,109.155,64.293,493
492,42,m1,108.7372,101.4003,493
505,43,m3,93.9254,18.3851,506
505,43,m2,45.7054,26.2232,506
505,43,m1,107.6131,100.3324,506
516,44,m3,75.4751,14.695,517
516,44,m2,119.5898,70.5539,517
516,44,m1,108.1693,100.8608,517
530,45,m3,60.6787,11.7357,531
530,45,m2,48.8851,28.1311,531
530,45,m1,108.5585,101.2306,531
540,46,m3,48.7922,9.3584,541
541,46,m2,20.6326,11.1796,542
540,46,m1,108.4301,101.1086,541
552,47,m1,107.8389,100.547,553
554,47,m3,39.3126,7.4625,555
554,47,m2,109.9878,64.7927,555
565,48,m3,31.7289,5.9458,566
565,48,m2,45.1563,25.8938,566
565,48,m1,108.4499,101.1274,566
