experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,epoch,epoch_buried,epoch_start_height,epoch_end_height,epoch_measured_start_height,n_blocks_epoch,n_rounds_with_scores,validator_host,validator_address,O_i,E_i_expected,p_theoretical_blockweighted,p_theoretical_start,p_theoretical_end,share_changed_within_epoch,p_observed,w_raw_start,w_raw_end,w_eff_start,w_eff_end,n_delays_logged,delay_mean_s,delay_min_s,delay_max_s,delay_pos_in_band_mean,n_rounds_theoretical_argmin,n_rounds_theoretical_argmin_lost,n_rounds_won_not_argmin,n_forks_epoch,n_competing_blocks_epoch,n_rejects_epoch
run5-tbt-2s,1,continentale,2,none,true,12,17,1,192,203,201,3,3,m3,17T8kJfSiCizDdpFGYkHLao39XoWdGo3yaEjhJ,0,0.336495,0.112165,0.112165,0.112165,0,0.0,6539,6539,6539.0,6539.0,3,2.961,2.949,2.967,0.9805,0,0,0,3,3,0
run5-tbt-2s,1,continentale,2,none,true,12,17,1,192,203,201,3,3,m2,18GGauDrTeEJnuo5WxTDKBoNSryjXMhQvGRPjC,0,0.795259,0.265086,0.265086,0.265086,0,0.0,15454,15454,15454.0,15454.0,3,2.5453,2.112,2.95,0.7727,2,2,0,3,3,0
run5-tbt-2s,1,continentale,2,none,true,12,17,1,192,203,201,3,3,m1,1PsQyHWKH4xk2wTCB5JLwBYXPAAA9wdtm1u1pA,3,1.868246,0.622749,0.622749,0.622749,0,1.0,36305,36305,36305.0,36305.0,3,2.6663,2.369,2.924,0.8332,1,0,2,3,3,0
run5-tbt-2s,1,continentale,2,none,true,12,18,1,204,215,204,12,12,m3,17T8kJfSiCizDdpFGYkHLao39XoWdGo3yaEjhJ,0,1.203183,0.100265,0.112165,0.083605,1,0.0,6539,4122,6539.0,4122.0,12,2.6869,1.795,2.917,0.8435,1,1,0,5,5,0
run5-tbt-2s,1,continentale,2,none,true,12,18,1,204,215,204,12,12,m2,18GGauDrTeEJnuo5WxTDKBoNSryjXMhQvGRPjC,5,2.907568,0.242297,0.265086,0.210393,1,0.416667,15454,10373,15454.0,10373.0,12,2.0024,0.904,2.848,0.5012,7,3,1,5,5,0
run5-tbt-2s,1,continentale,2,none,true,12,18,1,204,215,204,12,12,m1,1PsQyHWKH4xk2wTCB5JLwBYXPAAA9wdtm1u1pA,7,7.889249,0.657437,0.622749,0.706002,1,0.583333,36305,34808,36305.0,34808.0,12,2.1441,1.067,2.867,0.572,4,1,4,5,5,0
run5-tbt-2s,1,continentale,2,none,true,12,19,1,216,227,216,12,12,m3,17T8kJfSiCizDdpFGYkHLao39XoWdGo3yaEjhJ,0,1.089013,0.090751,0.083605,0.100755,1,0.0,4122,6539,4122.0,6539.0,12,2.8418,2.236,2.95,0.9209,1,1,0,1,1,0
run5-tbt-2s,1,continentale,2,none,true,12,19,1,216,227,216,12,12,m2,18GGauDrTeEJnuo5WxTDKBoNSryjXMhQvGRPjC,0,2.663351,0.221946,0.210393,0.23812,1,0.0,10373,15454,10373.0,15454.0,12,2.6419,1.504,2.95,0.821,0,0,0,1,1,0
run5-tbt-2s,1,continentale,2,none,true,12,19,1,216,227,216,12,12,m1,1PsQyHWKH4xk2wTCB5JLwBYXPAAA9wdtm1u1pA,12,8.247636,0.687303,0.706002,0.661125,1,1.0,34808,42907,34808.0,42907.0,12,2.0757,0.955,2.68,0.5378,11,0,1,1,1,0
run5-tbt-2s,1,continentale,2,none,true,12,20,1,228,239,228,12,12,m3,17T8kJfSiCizDdpFGYkHLao39XoWdGo3yaEjhJ,1,1.378998,0.114916,0.100755,0.143239,1,0.083333,6539,8243,6539.0,8243.0,12,2.4974,1.017,2.9,0.7487,2,1,0,3,5,0
