experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,argmin_class_host,n,ks_stat,ks_p,mean_gap_x_rate,expected_mean,note
run3-tbt-5s,intercontinentale,1,5,none,true,9,m1,8,0.56649585,0.00593275,1.60592317,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,intercontinentale,1,5,none,true,9,m2,1,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,intercontinentale,1,5,none,true,10,m1,9,0.24647916,0.56452421,0.75542358,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,intercontinentale,1,5,none,true,10,m3,3,0.3602774,0.70470971,0.49595983,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,intercontinentale,1,5,none,true,11,m1,7,0.21524826,0.84022935,0.90711588,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,intercontinentale,1,5,none,true,11,m2,4,0.52489854,0.14979642,1.98454977,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,intercontinentale,1,5,none,true,11,m3,1,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,intercontinentale,1,5,none,true,12,m1,8,0.29021384,0.43051364,0.7976129,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,intercontinentale,1,5,none,true,12,m2,2,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,intercontinentale,1,5,none,true,12,m3,2,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,intercontinentale,1,5,none,true,13,m1,8,0.33816461,0.25540317,0.59463586,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,intercontinentale,1,5,none,true,13,m2,2,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,intercontinentale,1,5,none,true,13,m3,2,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,intercontinentale,1,5,none,true,14,m2,4,0.33426445,0.65887946,0.90463681,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,intercontinentale,1,5,none,true,14,m1,8,0.32387532,0.30132476,1.16425244,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,intercontinentale,1,5,none,true,15,m2,2,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,intercontinentale,1,5,none,true,15,m1,9,0.29245353,0.35370569,0.63636436,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
