experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,validator_host,validator_address,n_rounds_theoretical_argmin,n_rounds_theoretical_argmin_lost,MissedTurnRate,MissedTurnRate_note,n_rounds_won_not_argmin,blocks_won
run3-tbt-5s,intercontinentale,1,5,none,true,9,m2,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,1,1,1.0,,0,0
run3-tbt-5s,intercontinentale,1,5,none,true,9,m3,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run3-tbt-5s,intercontinentale,1,5,none,true,9,m1,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,8,0,0.0,,1,9
run3-tbt-5s,intercontinentale,1,5,none,true,10,m2,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run3-tbt-5s,intercontinentale,1,5,none,true,10,m3,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,3,1,0.33333333,,0,2
run3-tbt-5s,intercontinentale,1,5,none,true,10,m1,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,9,0,0.0,,1,10
run3-tbt-5s,intercontinentale,1,5,none,true,11,m2,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,4,1,0.25,,1,4
run3-tbt-5s,intercontinentale,1,5,none,true,11,m3,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,1,0,0.0,,0,1
run3-tbt-5s,intercontinentale,1,5,none,true,11,m1,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,7,1,0.14285714,,1,7
run3-tbt-5s,intercontinentale,1,5,none,true,12,m2,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,2,1,0.5,,1,2
run3-tbt-5s,intercontinentale,1,5,none,true,12,m3,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,2,0,0.0,,0,2
run3-tbt-5s,intercontinentale,1,5,none,true,12,m1,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,8,1,0.125,,1,8
run3-tbt-5s,intercontinentale,1,5,none,true,13,m2,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,2,1,0.5,,1,2
run3-tbt-5s,intercontinentale,1,5,none,true,13,m3,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,2,2,1.0,,0,0
run3-tbt-5s,intercontinentale,1,5,none,true,13,m1,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,8,0,0.0,,2,10
