tip_height,round_height,host,window,mean_spacing_s,tblock_s,phi_s,phi_bound_s,log_timestamp,n_occurrences,source_file,source_line
199,200,admin,12,2.083,2.000,-0.083,1.000,2000-01-01 00:07:04,5,run/data/admin/debug.log,1011
199,200,m1,12,2.083,2.000,-0.083,1.000,2000-01-01 00:07:00,6,run/data/m1/debug.log,860
199,200,m2,12,2.083,2.000,-0.083,1.000,2000-01-01 00:07:01,6,run/data/m2/debug.log,811
199,200,m3,12,2.083,2.000,-0.083,1.000,2000-01-01 00:07:01,6,run/data/m3/debug.log,821
200,201,admin,12,2.250,2.000,-0.250,1.000,2000-01-01 00:07:07,5,run/data/admin/debug.log,1045
200,201,m1,12,2.250,2.000,-0.250,1.000,2000-01-01 00:07:04,6,run/data/m1/debug.log,1410
200,201,m2,12,2.250,2.000,-0.250,1.000,2000-01-01 00:07:05,6,run/data/m2/debug.log,846
200,201,m3,12,2.250,2.000,-0.250,1.000,2000-01-01 00:07:04,6,run/data/m3/debug.log,1078
201,202,admin,12,2.333,2.000,-0.333,1.000,2000-01-01 00:07:11,5,run/data/admin/debug.log,1077
201,202,m1,12,2.333,2.000,-0.333,1.000,2000-01-01 00:07:07,6,run/data/m1/debug.log,1754
201,202,m2,12,2.333,2.000,-0.333,1.000,2000-01-01 00:07:08,6,run/data/m2/debug.log,877
201,202,m3,12,2.333,2.000,-0.333,1.000,2000-01-01 00:07:07,6,run/data/m3/debug.log,1144
202,203,admin,12,2.417,2.000,-0.417,1.000,2000-01-01 00:07:14,9,run/data/admin/debug.log,1107
202,203,m1,12,2.417,2.000,-0.417,1.000,2000-01-01 00:07:10,10,run/data/m1/debug.log,1951
202,203,m2,12,2.417,2.000,-0.417,1.000,2000-01-01 00:07:11,10,run/data/m2/debug.log,908
202,203,m3,12,2.417,2.000,-0.417,1.000,2000-01-01 00:07:10,10,run/data/m3/debug.log,1397
203,204,admin,12,2.500,2.000,-0.500,1.000,2000-01-01 00:07:16,2,run/data/admin/debug.log,1158
