sample_height,host,balance_gas
160,c1,99.804
160,c2,99.804
160,c3,99.8042
160,c4,99.804
160,c5,99.8042
160,m1,4.3463
160,m2,20.9959
160,m3,40.0368
160,ca,49.3564
174,c1,99.607
174,c2,99.6632
174,c3,99.7188
174,c4,99.7186
174,c5,99.7188
174,m1,6.9961
174,m2,9.9976
174,m3,32.545
174,ca,49.3564
188,c1,99.3842
188,c2,99.496
188,c3,99.6072
188,c4,99.607
188,c5,99.6632
188,m1,7.3332
188,m2,45.4537
188,m3,26.5356
188,ca,49.3564
201,c1,99.1608
201,c2,99.3846
201,c3,99.4956
201,c4,99.5512
201,c5,99.6074
201,m1,7.2764
201,m2,19.2334
201,m3,21.5835
201,ca,49.3564
213,c1,98.9372
213,c2,99.2168
213,c3,99.384
213,c4,99.44
213,c5,99.5516
213,m1,8.0187
213,m2,48.7724
213,m3,17.5456
213,ca,49.3564
224,c1,98.7694
224,c2,99.1048
224,c3,99.2722
224,c4,99.3844
224,c5,99.4404
224,m1,8.0652
224,m2,20.5582
224,m3,94.2859
224,ca,49.3564
235,c1,98.5456
235,c2,98.937
235,c3,99.1602
235,c4,99.2728
235,c5,99.3848
235,m1,7.0621
235,m2,10.0668
235,m3,75.7077
235,ca,49.3564
247,c1,98.3216
247,c2,98.825
247,c3,99.0484
247,c4,99.2168
247,c5,99.3292
247,m1,7.7567
247,m2,45.2097
247,m3,60.8452
247,ca,49.3564
257,c1,98.0976
257,c2,98.657
257,c3,98.9366
257,c4,99.105
257,c5,99.2732
257,m1,7.1433
257,m2,19.6635
257,m3,49.031
257,ca,49.3564
268,c1,97.9296
268,c2,98.545
268,c3,98.8808
268,c4,99.0492
268,c5,99.2172
268,m1,7.2779
268,m2,49.4328
268,m3,39.5796
268,ca,49.3564
278,c1,97.7056
278,c2,98.3772
278,c3,98.7688
278,c4,98.9372
278,c5,99.1052
278,m1,7.0734
278,m2,20.9081
278,m3,32.506
278,ca,49.3564
291,c1,97.482
291,c2,98.2652
291,c3,98.657
291,c4,98.8812
291,c5,99.0494
291,m1,7.1212
291,m2,9.2575
291,m3,26.2986
291,ca,49.3564
303,c1,97.2582
303,c2,98.0972
303,c3,98.545
303,c4,98.7692
303,c5,98.9934
303,m1,7.0384
303,m2,44.8036
303,m3,21.3937
303,ca,49.3564
315,c1,97.0902
315,c2,97.9852
315,c3,98.433
315,c4,98.7132
315,c5,98.9374
315,m1,7.1295
315,m2,19.2284
315,m3,17.3851
315,ca,49.3564
327,c1,96.8662
327,c2,97.8174
327,c3,98.3212
327,c4,98.6014
327,c5,98.8814
327,m1,7.0576
327,m2,48.8464
327,m3,94.1784
327,ca,49.3564
340,c1,96.6424
340,c2,97.7054
340,c3,98.2094
340,c4,98.5454
340,c5,98.7694
340,m1,7.2108
340,m2,21.0776
340,m3,75.6366
340,ca,49.3564
352,c1,96.4188
352,c2,97.5374
352,c3,98.0978
352,c4,98.4338
352,c5,98.7136
352,m1,6.9666
352,m2,9.5904
352,m3,60.8345
352,ca,49.3564
363,c1,96.1948
363,c2,97.4256
363,c3,97.9858
363,c4,98.3778
363,c5,98.6576
363,m1,7.0402
363,m2,44.9936
363,m3,48.938
363,ca,49.3564
374,c1,96.027
374,c2,97.2576
374,c3,97.9298
374,c4,98.266
374,c5,98.6016
374,m1,7.0823
374,m2,19.1522
374,m3,39.4444
374,ca,49.3564
385,c1,95.8032
385,c2,97.1458
385,c3,97.818
385,c4,98.21
385,c5,98.5456
385,m1,7.0825
385,m2,48.8526
385,m3,31.8494
385,ca,49.3564
399,c1,95.5794
399,c2,96.9782
399,c3,97.706
399,c4,98.0982
399,c5,98.4338
399,m1,7.611
399,m2,20.7208
399,m3,25.8343
399,ca,49.3564
412,c1,95.3554
412,c2,96.8664
412,c3,97.594
412,c4,98.0422
412,c5,98.3778
412,m1,7.0651
412,m2,9.2829
412,m3,20.9615
412,ca,49.3564
426,c1,95.1876
426,c2,96.6986
426,c3,97.482
426,c4,97.9302
426,c5,98.3218
426,m1,7.6753
426,m2,44.8497
426,m3,17.063
426,ca,49.3564
437,c1,94.9638
437,c2,96.587
437,c3,97.3702
437,c4,97.8744
437,c5,98.2658
437,m1,7.4579
437,m2,18.9891
437,m3,93.9292
437,ca,49.3564
450,c1,94.7402
450,c2,96.4194
450,c3,97.2582
450,c4,97.7624
450,c5,98.2098
450,m1,7.4102
450,m2,48.6742
450,m3,75.4222
450,ca,49.3564
461,c1,94.5162
461,c2,96.3074
461,c3,97.1462
461,c4,97.7064
461,c5,98.0978
461,m1,7.4474
461,m2,20.5637
461,m3,60.8507
461,ca,49.3564
472,c1,94.3484
472,c2,96.1394
472,c3,97.0902
472,c4,97.5944
472,c5,98.042
472,m1,7.0854
472,m2,9.5585
472,m3,49.1696
472,ca,49.3564
483,c1,94.124
483,c2,96.0276
483,c3,96.9782
483,c4,97.5386
483,c5,97.986
483,m1,7.0908
483,m2,44.936
483,m3,39.6297
483,ca,49.3564
493,c1,93.8992
493,c2,95.8596
493,c3,96.8664
493,c4,97.4268
493,c5,97.93
493,m1,7.0581
493,m2,19.0869
493,m3,31.9976
493,ca,49.3564
503,c1,93.6746
503,c2,95.7476
503,c3,96.7544
503,c4,97.3708
503,c5,97.874
503,m1,106.9519
503,m2,120.1799
503,m3,32.1158
503,ca,49.3564
516,c1,93.506
516,c2,95.5796
516,c3,96.6426
516,c4,97.2588
516,c5,97.7624
516,m1,7.488
516,m2,49.6986
516,m3,26.0474
516,ca,49.3564
526,c1,93.2814
526,c2,95.4678
526,c3,96.5308
526,c4,97.2028
526,c5,97.7066
526,m1,6.8925
526,m2,21.0342
526,m3,22.0619
526,ca,49.3564
538,c1,93.0566
538,c2,95.3
538,c3,96.419
538,c4,97.091
538,c5,97.6508
538,m1,8.2149
538,m2,9.1383
538,m3,17.9883
538,ca,49.3564
549,c1,92.8318
549,c2,95.188
549,c3,96.307
549,c4,97.035
549,c5,97.5948
549,m1,7.7493
549,m2,44.9285
549,m3,94.7454
549,ca,49.3564
560,c1,92.6072
560,c2,95.02
560,c3,96.195
560,c4,96.923
560,c5,97.5388
560,m1,7.9213
560,m2,18.9616
560,m3,76.0157
560,ca,49.3564
572,c1,92.4386
572,c2,94.908
572,c3,96.139
572,c4,96.867
572,c5,97.4268
572,m1,7.6148
572,m2,49.085
572,m3,60.9736
572,ca,49.3564
584,c1,92.214
584,c2,94.7404
584,c3,96.027
584,c4,96.7552
584,c5,97.3708
584,m1,7.8769
584,m2,20.6645
584,m3,49.0281
584,ca,49.3564
596,c1,91.9894
596,c2,94.6286
596,c3,95.9152
596,c4,96.6992
596,c5,97.3148
596,m1,7.68
596,m2,9.5546
596,m3,39.5773
596,ca,49.3564
607,c1,91.7646
607,c2,94.461
607,c3,95.8032
607,c4,96.5874
607,c5,97.259
607,m1,7.4549
607,m2,45.0888
607,m3,31.9404
607,ca,49.3564
619,c1,91.5964
619,c2,94.349
619,c3,95.6912
619,c4,96.5314
619,c5,97.1472
619,m1,7.836
619,m2,19.2429
619,m3,25.8311
619,ca,49.3564
631,c1,91.3718
631,c2,94.1808
631,c3,95.5794
631,c4,96.4194
631,c5,97.0914
631,m1,7.9594
631,m2,48.9433
631,m3,20.9139
631,ca,49.3564
641,c1,91.147
641,c2,94.0684
641,c3,95.4678
641,c4,96.3634
641,c5,97.0354
641,m1,7.6264
641,m2,20.5381
641,m3,17.0859
641,ca,49.3564
653,c1,90.9224
653,c2,93.9
653,c3,95.356
653,c4,96.2514
653,c5,96.9794
653,m1,7.7147
653,m2,8.9692
653,m3,93.9473
653,ca,49.3564
664,c1,90.6976
664,c2,93.7314
664,c3,95.2442
664,c4,96.1956
664,c5,96.9234
664,m1,7.105
664,m2,45.1562
664,m3,75.5126
664,ca,49.3564
676,c1,90.529
676,c2,93.619
676,c3,95.1882
676,c4,96.0838
676,c5,96.8114
676,m1,7.2018
676,m2,19.5338
676,m3,61.0077
676,ca,49.3564
688,c1,90.3042
688,c2,93.4504
688,c3,95.0762
688,c4,96.0278
688,c5,96.7554
688,m1,7.2951
688,m2,49.1287
688,m3,49.161
688,ca,49.3564
699,c1,90.0796
699,c2,93.338
699,c3,94.9642
699,c4,95.9158
699,c5,96.6994
699,m1,7.4814
699,m2,20.904
699,m3,39.7036
699,ca,49.3564
