experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,epoch,epoch_buried,epoch_start_height,epoch_end_height,epoch_measured_start_height,n_blocks_epoch,n_rounds_with_scores,validator_host,validator_address,O_i,E_i_expected,p_theoretical_blockweighted,p_theoretical_start,p_theoretical_end,share_changed_within_epoch,p_observed,w_raw_start,w_raw_end,w_eff_start,w_eff_end,n_delays_logged,delay_mean_s,delay_min_s,delay_max_s,delay_pos_in_band_mean,n_rounds_theoretical_argmin,n_rounds_theoretical_argmin_lost,n_rounds_won_not_argmin,n_forks_epoch,n_competing_blocks_epoch,n_rejects_epoch
run1-tbt-15s,1,continentale,15,none,true,12,6,1,60,71,61,11,11,m3,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,1,0.95109,0.086463,0.083617,0.089878,1,0.090909,12849,12849,12849.0,12849.0,11,20.8826,9.052,22.65,0.8922,1,0,0,0,0,0
run1-tbt-15s,1,continentale,15,none,true,12,6,1,60,71,61,11,11,m2,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,3,3.32591,0.302355,0.302886,0.301719,1,0.272727,46543,43134,46543.0,43134.0,11,19.4538,8.962,22.475,0.7969,4,1,0,0,0,0
run1-tbt-15s,1,continentale,15,none,true,12,6,1,60,71,61,11,11,m1,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,7,6.723,0.611182,0.613497,0.608404,1,0.636364,94273,86978,94273.0,86978.0,11,18.5564,14.06,21.875,0.7371,6,0,1,0,0,0
run1-tbt-15s,1,continentale,15,none,true,12,7,1,72,83,72,12,12,m3,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,0,1.003356,0.083613,0.089878,0.074842,1,0.0,12849,12435,12849.0,12435.0,12,21.8381,20.852,22.222,0.9559,0,0,0,0,0,0
run1-tbt-15s,1,continentale,15,none,true,12,7,1,72,83,72,12,12,m2,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,4,3.698919,0.308243,0.301719,0.317378,1,0.333333,43134,52732,43134.0,52732.0,12,19.7067,15.32,22.15,0.8138,2,0,2,0,0,0
run1-tbt-15s,1,continentale,15,none,true,12,7,1,72,83,72,12,12,m1,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,8,7.297725,0.608144,0.608404,0.60778,1,0.666667,86978,100982,86978.0,100982.0,12,15.6162,8.169,21.945,0.5411,10,2,0,0,0,0
run1-tbt-15s,1,continentale,15,none,true,12,8,1,84,95,84,12,12,m3,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,0,0.973986,0.081166,0.074842,0.090018,1,0.0,12435,14185,12435.0,14185.0,12,21.1657,13.563,22.583,0.911,0,0,0,1,1,0
run1-tbt-15s,1,continentale,15,none,true,12,8,1,84,95,84,12,12,m2,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,7,3.715521,0.309627,0.317378,0.298775,1,0.583333,52732,47081,52732.0,47081.0,12,17.2728,8.414,22.554,0.6515,8,1,0,1,1,0
run1-tbt-15s,1,continentale,15,none,true,12,8,1,84,95,84,12,12,m1,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,5,7.310493,0.609208,0.60778,0.611207,1,0.416667,100982,96314,100982.0,96314.0,12,17.5875,9.093,22.333,0.6725,4,0,1,1,1,0
run1-tbt-15s,1,continentale,15,none,true,12,9,1,96,107,96,12,12,m3,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,1,1.066299,0.088858,0.090018,0.087235,1,0.083333,14185,12849,14185.0,12849.0,12,21.2742,14.839,22.499,0.9183,1,0,0,1,1,0
run1-tbt-15s,1,continentale,15,none,true,12,9,1,96,107,96,12,12,m2,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,3,3.613505,0.301125,0.298775,0.304416,1,0.25,47081,44838,47081.0,44838.0,12,19.2076,9.655,22.333,0.7805,3,0,0,1,1,0
