height,epoch,in_setup,host,address,score_raw,delay_logged_s,start_in_s,log_timestamp,duplicate_index,source_file,source_line
200,17,1,m1,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,1.91672621e-05,2.312,2.312,2000-01-01 00:07:03,0,run/data/m1/debug.log,759
200,17,1,m2,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,4.9631718e-05,2.856,2.856,2000-01-01 00:07:03,0,run/data/m2/debug.log,802
200,17,1,m3,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,9.9862282e-05,2.961,2.961,2000-01-01 00:07:03,0,run/data/m3/debug.log,783
201,17,0,m1,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,2.60174329e-05,2.478,2.478,2000-01-01 00:07:06,0,run/data/m1/debug.log,888
201,17,0,m2,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,0.00013262685,2.916,2.916,2000-01-01 00:07:06,0,run/data/m2/debug.log,916
201,17,0,m3,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,0.000165738341,2.917,2.917,2000-01-01 00:07:06,0,run/data/m3/debug.log,921
202,17,0,m1,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,5.3279501e-06,1.451,1.451,2000-01-01 00:07:09,0,run/data/m1/debug.log,1104
202,17,0,m2,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,7.18951219e-05,2.886,2.886,2000-01-01 00:07:09,0,run/data/m2/debug.log,983
202,17,0,m3,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,0.000287948882,2.917,2.917,2000-01-01 00:07:09,0,run/data/m3/debug.log,1020
203,17,0,m1,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,1.81845333e-05,2.224,2.224,2000-01-01 00:07:11,0,run/data/m1/debug.log,1363
203,17,0,m2,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,2.25310125e-05,2.379,2.379,2000-01-01 00:07:13,0,run/data/m2/debug.log,1042
203,17,0,m3,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,0.000180520834,2.917,2.917,2000-01-01 00:07:13,0,run/data/m3/debug.log,1079
204,18,0,m1,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,1.07943431e-05,1.817,1.817,2000-01-01 00:07:15,0,run/data/m1/debug.log,1520
204,18,0,m2,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1.55749982e-05,2.077,2.077,2000-01-01 00:07:16,0,run/data/m2/debug.log,1057
204,18,0,m3,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,0.000412832843,2.883,2.883,2000-01-01 00:07:16,0,run/data/m3/debug.log,1094
205,18,0,m1,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,3.62331017e-05,2.641,2.641,2000-01-01 00:07:17,0,run/data/m1/debug.log,1785
205,18,0,m2,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,2.94823357e-05,2.525,2.525,2000-01-01 00:07:18,0,run/data/m2/debug.log,1072
205,18,0,m3,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,0.000208342763,2.883,2.883,2000-01-01 00:07:18,0,run/data/m3/debug.log,1109
206,18,0,m1,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,2.21602124e-05,2.317,2.317,2000-01-01 00:07:20,0,run/data/m1/debug.log,2172
206,18,0,m2,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,4.47206869e-05,2.719,2.719,2000-01-01 00:07:21,0,run/data/m2/debug.log,1088
206,18,0,m3,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,0.000224011806,2.867,2.867,2000-01-01 00:07:21,0,run/data/m3/debug.log,1125
207,18,0,m1,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,1.35128374e-05,1.907,1.907,2000-01-01 00:07:24,0,run/data/m1/debug.log,2603
