epoch,verified,records,invalid,address,host,published,published_epoch,recomputed,verdict
53,True,3,0,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,m2,12999,53,12999,ok
53,True,3,0,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,m3,6539,52,0,other-epoch
53,True,3,0,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,m1,42907,53,42907,ok
