run_id,livello,tbt,epoca,n_host_con_peso,gini_peso_pubblicato,gini_peso_effettivo,entropia_normalizzata_peso,host_dominante,quota_host_dominante,gini_atteso_da_input,gini_contributi_c_i,delta_gini_pubblicato_input
run1-tbt-15s/nazionale,nazionale,15,1,3,0.0,0.0,1.0,m3,0.333333,0.0,0.0,0.0
run1-tbt-15s/nazionale,nazionale,15,2,3,0.154553,0.154553,0.956329,m1,0.42821,0.154569,0.071053,-1.6e-05
run1-tbt-15s/nazionale,nazionale,15,3,3,0.345684,0.345684,0.80138,m1,0.608404,0.345684,0.242179,0.0
run1-tbt-15s/nazionale,nazionale,15,4,2,0.177794,0.177794,0.906765,m1,0.677794,0.352776,0.240823,-0.174983
run1-tbt-15s/nazionale,nazionale,15,5,2,0.30923,0.30923,0.70308,m2,0.80923,0.354144,0.232653,-0.044914
run1-tbt-15s/nazionale,nazionale,15,6,3,0.342513,0.342513,0.804121,m1,0.603164,0.342514,0.236775,-1e-06
run1-tbt-15s/nazionale,nazionale,15,7,3,0.345897,0.345897,0.802255,m1,0.611221,0.345901,0.238133,-4e-06
run1-tbt-15s/nazionale,nazionale,15,8,3,0.341612,0.341612,0.804643,m1,0.601237,0.34161,0.233595,2e-06
run1-tbt-15s/nazionale,nazionale,15,9,2,0.160621,0.160621,0.924223,m1,0.660621,0.346568,0.240547,-0.185947
run1-tbt-15s/nazionale,nazionale,15,10,3,0.369145,0.369145,0.769829,m1,0.627608,0.369142,0.247416,3e-06
run1-tbt-15s/nazionale,nazionale,15,11,3,0.343742,0.343742,0.802813,m1,0.604668,0.343744,0.22937,-2e-06
run1-tbt-15s/nazionale,nazionale,15,12,0,0.0,0.0,0.0,,,0.343744,0.22937,-0.343744
run1-tbt-15s/nazionale,nazionale,15,13,3,0.36424,0.36424,0.775578,m1,0.621664,0.364239,0.243351,1e-06
run1-tbt-15s/nazionale,nazionale,15,14,3,0.351773,0.351773,0.79367,m1,0.613702,0.351771,0.244639,2e-06
run1-tbt-15s/nazionale,nazionale,15,15,0,0.0,0.0,0.0,,,0.33833,0.226435,-0.33833
