run_id,livello,tbt,height,epoca,nodo,indirizzo,tipo_movimento,importo_gas,controparte,motivo,saldo_gas_dopo,txid_o_riferimento,coerente_con_saldo
run1-tbt-15s/nazionale,nazionale,15,1,1,admin,178YcKNrBS74JFtDEHasjPF5n79EskqvQRXdhX,mining_reward,1000000.0,coinbase,"premio di catena del blocco 1, ricostruito da params.dat (nessuna metrica lo registra)",1000000.0,001d1c2799ff2046b74c8b2c111eda869cbea510dc19c18687b656d2d7abc2f3,1
run1-tbt-15s/nazionale,nazionale,15,5,1,admin,178YcKNrBS74JFtDEHasjPF5n79EskqvQRXdhX,init,-100.0,c1,l'admin finanzia c1,999900.0,,1
run1-tbt-15s/nazionale,nazionale,15,5,1,admin,178YcKNrBS74JFtDEHasjPF5n79EskqvQRXdhX,init,-100.0,c2,l'admin finanzia c2,999800.0,,1
run1-tbt-15s/nazionale,nazionale,15,5,1,admin,178YcKNrBS74JFtDEHasjPF5n79EskqvQRXdhX,init,-100.0,c3,l'admin finanzia c3,999700.0,,1
run1-tbt-15s/nazionale,nazionale,15,5,1,admin,178YcKNrBS74JFtDEHasjPF5n79EskqvQRXdhX,init,-100.0,c4,l'admin finanzia c4,999600.0,,1
run1-tbt-15s/nazionale,nazionale,15,5,1,admin,178YcKNrBS74JFtDEHasjPF5n79EskqvQRXdhX,init,-100.0,c5,l'admin finanzia c5,999500.0,,1
run1-tbt-15s/nazionale,nazionale,15,5,1,admin,178YcKNrBS74JFtDEHasjPF5n79EskqvQRXdhX,init,-50.0,m1,l'admin finanzia m1,999450.0,,1
run1-tbt-15s/nazionale,nazionale,15,5,1,admin,178YcKNrBS74JFtDEHasjPF5n79EskqvQRXdhX,init,-50.0,m2,l'admin finanzia m2,999400.0,,1
run1-tbt-15s/nazionale,nazionale,15,5,1,admin,178YcKNrBS74JFtDEHasjPF5n79EskqvQRXdhX,init,-50.0,m3,l'admin finanzia m3,999350.0,,1
run1-tbt-15s/nazionale,nazionale,15,5,1,admin,178YcKNrBS74JFtDEHasjPF5n79EskqvQRXdhX,init,-50.0,ca,l'admin finanzia ca,999300.0,,1
run1-tbt-15s/nazionale,nazionale,15,22,2,admin,178YcKNrBS74JFtDEHasjPF5n79EskqvQRXdhX,refill,-100.0,m1,l'admin finanzia m1,999200.0,,1
run1-tbt-15s/nazionale,nazionale,15,25,3,admin,178YcKNrBS74JFtDEHasjPF5n79EskqvQRXdhX,refill,-100.0,m1,l'admin finanzia m1,999100.0,,1
