experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,model,H0,beta1,beta1_se,beta1_ci_low,beta1_ci_high,beta0,deviance,n_points,converged,note,beta1_ci_contains_1,pearson_r,pearson_p,spearman_rho,spearman_p
run6-tbt-10s,intercontinentale,1,10,none,true,logit(p_hat) ~ b0 + b1*log(w_eff),b1 = 1 (proportional selection),1.85322556,0.11376029,1.63025539,2.07619574,-24.35821582,32.24099112,12,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run6-tbt-10s,intercontinentale,1,10,none,true,logit(p_hat) ~ b0 + b1*log(p_theoretical),"b1 = 1, b0 = 0",1.85797144,0.11401683,1.63449844,2.08144443,1.56313101,31.67846557,12,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run6-tbt-10s,intercontinentale,1,10,none,true,log(p_hat_i/p_hat_j) ~ a + b*log(w_i/w_j) (pairs x epochs),"b = 1, a = 0",1.18874662,,,,0.11012779,,12,,"H0 of proportionality: slope = 1, intercept = 0",,0.965174,3.8e-07,0.91608392,2.843e-05
