experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,cluster_head_host,cluster_head_address,n_epoch_pairs,n_distinct_rho_values,n_pairs_rho_equal_1,spearman_rho_e_vs_w_next,spearman_p,spearman_rho_e_vs_w_next_over_W_raw_next,spearman_p_control,spearman_R_k_vs_rho_k,spearman_p_R_vs_rho,note
run6-tbt-10s,intercontinentale,1,10,none,true,m3,12FC8Zks2JqRt2BTkbvcKztQFVkCRaMjVC9Tu7,3,1,3,,,,,,,the control against w(e+1)/W_k(e+1) = kappa[rho lambda_w + 1 - lambda_w] is deterministic by Def. 6.9 (tautological check); with many ties at rho = 1 the coefficient is driven by the few epochs with incomplete reconciliation
run6-tbt-10s,intercontinentale,1,10,none,true,m1,1MR23ACVa8yHLyXnyiCzuh5NNcyYPcVjABvQX7,4,1,4,,,,,,,the control against w(e+1)/W_k(e+1) = kappa[rho lambda_w + 1 - lambda_w] is deterministic by Def. 6.9 (tautological check); with many ties at rho = 1 the coefficient is driven by the few epochs with incomplete reconciliation
run6-tbt-10s,intercontinentale,1,10,none,true,m2,1Snjm1ipv6bNrYBJg7akJXwLCy8JeNnkNx1L2x,4,2,3,0.774597,0.225403,0.774597,0.225403,0.774597,0.225403,the control against w(e+1)/W_k(e+1) = kappa[rho lambda_w + 1 - lambda_w] is deterministic by Def. 6.9 (tautological check); with many ties at rho = 1 the coefficient is driven by the few epochs with incomplete reconciliation
run6-tbt-10s,intercontinentale,1,10,none,true,all clusters pooled,,11,2,10,0.2,0.555445,0.5,0.117307,0.2,0.555445,"pooled across clusters: w_k(e+1) mixes cluster sizes, so the pooled coefficient is dominated by the between-cluster ESG x activity differences, not by rho"
