send_height,epoch_harness,miner_host,balance_before_gas,sent_gas,assumed_confirm_height
23,2,m1,49.7838,45.3946,24
23,2,m3,49.784,9.5568,24
23,2,m2,49.7842,28.6705,24
24,3,m2,21.0685,11.4411,25
24,3,m3,40.182,7.6364,25
24,3,m1,104.3442,97.227,25
36,4,m2,109.922,64.7532,37
36,4,m3,32.8962,6.1792,37
36,4,m1,107.7428,100.4557,37
48,5,m3,26.9302,4.986,49
48,5,m2,46.781,26.8686,49
48,5,m1,107.1361,99.8793,49
60,6,m3,22.6032,4.1206,61
60,6,m1,107.1058,99.8505,61
60,6,m2,21.1844,11.5106,61
72,7,m3,118.772,23.3544,73
72,7,m1,110.0481,102.6457,73
72,7,m2,110.8528,65.3117,73
84,8,m3,95.2668,18.6534,85
84,8,m2,45.2729,25.9637,85
84,8,m1,111.6064,104.1261,85
96,9,m3,76.5086,14.9017,97
96,9,m2,121.5424,71.7254,97
96,9,m1,109.4605,102.0875,97
108,10,m3,61.7289,11.9458,109
108,10,m2,50.4288,29.0573,109
108,10,m1,110.6588,103.2259,109
120,11,m3,49.6621,9.5324,121
120,11,m2,23.9761,13.1857,121
120,11,m1,108.8069,101.4666,121
132,12,m3,40.4577,7.6915,133
132,12,m2,111.7844,65.8706,133
132,12,m1,109.4187,102.0478,133
144,13,m3,33.0578,6.2116,145
144,13,m2,47.4242,27.2545,145
144,13,m1,109.7663,102.378,145
156,14,m3,27.2568,5.0514,157
156,14,m2,20.6925,11.2155,157
156,14,m1,110.1475,102.7401,157
168,15,m3,23.2884,4.2577,169
168,15,m2,109.0016,64.201,169
168,15,m1,110.8196,103.3786,169
