height,signer_address,signer_host,score,delay_floor_s,ntime,parent_ntime,n_hosts_seen,hosts_seen,n_lines,first_log_timestamp,first_source_file,first_source_line
60,126zpQGvcdYaSuvkAvrpLoXoNrPtK4JEbekAiJ,m3,5.35940896e-06,15,946685702,946685686,4,admin m1 m2 m3,8,2000-01-01 00:15:02,run/data/admin/debug.log,527
61,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,5.90814346e-06,16,946685720,946685702,4,admin m1 m2 m3,8,2000-01-01 00:15:20,run/data/admin/debug.log,544
62,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,7.34506112e-06,17,946685737,946685720,4,admin m1 m2 m3,8,2000-01-01 00:15:38,run/data/admin/debug.log,558
63,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,3.66480024e-06,13,946685753,946685737,4,admin m1 m2 m3,8,2000-01-01 00:15:53,run/data/admin/debug.log,572
64,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,4.1228831e-06,14,946685767,946685753,4,admin m1 m2 m3,8,2000-01-01 00:16:07,run/data/admin/debug.log,589
65,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,8.87463929e-06,18,946685786,946685767,4,admin m1 m2 m3,8,2000-01-01 00:16:26,run/data/admin/debug.log,603
66,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,6.64426165e-06,16,946685803,946685786,4,admin m1 m2 m3,8,2000-01-01 00:16:44,run/data/admin/debug.log,618
67,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,1.61705171e-06,10,946685814,946685803,4,admin m1 m2 m3,8,2000-01-01 00:16:55,run/data/admin/debug.log,632
68,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,2.06464078e-06,11,946685827,946685814,4,admin m1 m2 m3,8,2000-01-01 00:17:08,run/data/admin/debug.log,646
69,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,1.67301724e-05,21,946685851,946685827,4,admin m1 m2 m3,10,2000-01-01 00:17:31,run/data/admin/debug.log,660
69,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,3.18831284e-05,22,946685851,946685827,4,admin m1 m2 m3,10,2000-01-01 00:17:31,run/data/admin/debug.log,671
70,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,1.14432101e-05,19,946685870,946685851,4,admin m1 m2 m3,8,2000-01-01 00:17:51,run/data/admin/debug.log,690
71,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,3.15856906e-06,13,946685884,946685870,4,admin m1 m2 m3,10,2000-01-01 00:18:04,run/data/admin/debug.log,707
71,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,2.48901396e-06,12,946685884,946685870,4,admin m1 m2 m3,10,2000-01-01 00:18:04,run/data/admin/debug.log,718
72,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,1.95676011e-05,21,946685906,946685884,4,admin m1 m2 m3,11,2000-01-01 00:18:26,run/data/admin/debug.log,737
72,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,1.65267201e-05,21,946685906,946685884,4,admin m1 m2 m3,9,2000-01-01 00:18:26,run/data/admin/debug.log,748
73,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,1.49729636e-05,20,946685926,946685906,4,admin m1 m2 m3,10,2000-01-01 00:18:47,run/data/admin/debug.log,768
73,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,1.49155453e-05,20,946685927,946685906,4,admin m1 m2 m3,10,2000-01-01 00:18:47,run/data/admin/debug.log,779
74,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,4.30580893e-06,14,946685942,946685926,4,admin m1 m2 m3,8,2000-01-01 00:19:02,run/data/admin/debug.log,798
75,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,3.38370479e-05,22,946685965,946685942,4,admin m1 m2 m3,10,2000-01-01 00:19:25,run/data/admin/debug.log,812
75,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,2.88267002e-05,21,946685965,946685942,4,admin m1 m2 m3,10,2000-01-01 00:19:25,run/data/admin/debug.log,823
76,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,1.20408915e-05,19,946685985,946685965,4,admin m1 m2 m3,8,2000-01-01 00:19:45,run/data/admin/debug.log,842
77,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,6.29106853e-07,8,946685994,946685985,4,admin m1 m2 m3,8,2000-01-01 00:19:54,run/data/admin/debug.log,856
78,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,1.80728755e-06,10,946686005,946685994,4,admin m1 m2 m3,8,2000-01-01 00:20:05,run/data/admin/debug.log,874
79,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,1.30526991e-05,20,946686026,946686005,4,admin m1 m2 m3,10,2000-01-01 00:20:26,run/data/admin/debug.log,888
79,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,1.02370722e-05,19,946686026,946686005,4,admin m1 m2 m3,10,2000-01-01 00:20:26,run/data/admin/debug.log,899
80,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,6.93499268e-06,16,946686043,946686026,4,admin m1 m2 m3,10,2000-01-01 00:20:44,run/data/admin/debug.log,918
80,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,6.70506696e-06,16,946686043,946686026,4,admin m1 m2 m3,10,2000-01-01 00:20:44,run/data/admin/debug.log,929
81,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,2.12000119e-06,11,946686055,946686043,4,admin m1 m2 m3,8,2000-01-01 00:20:56,run/data/admin/debug.log,948
82,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,2.32357731e-06,11,946686067,946686055,4,admin m1 m2 m3,8,2000-01-01 00:21:08,run/data/admin/debug.log,962
83,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,2.30593204e-06,11,946686079,946686067,4,admin m1 m2 m3,8,2000-01-01 00:21:20,run/data/admin/debug.log,976
84,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,3.92763991e-06,14,946686094,946686079,4,admin m1 m2 m3,8,2000-01-01 00:21:34,run/data/admin/debug.log,990
85,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,6.43007391e-07,8,946686105,946686094,4,admin m1 m2 m3,8,2000-01-01 00:21:45,run/data/admin/debug.log,1006
86,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,5.30110759e-06,16,946686122,946686105,4,admin m1 m2 m3,10,2000-01-01 00:22:03,run/data/admin/debug.log,1023
86,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,6.59104876e-06,17,946686122,946686105,4,admin m1 m2 m3,10,2000-01-01 00:22:03,run/data/admin/debug.log,1034
87,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,5.39331331e-05,22,946686145,946686122,4,admin m1 m2 m3,11,2000-01-01 00:22:26,run/data/admin/debug.log,1053
87,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,3.38593153e-05,22,946686146,946686122,4,admin m1 m2 m3,9,2000-01-01 00:22:26,run/data/admin/debug.log,1068
88,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,1.19807857e-05,20,946686166,946686146,4,admin m1 m2 m3,8,2000-01-01 00:22:47,run/data/admin/debug.log,1087
89,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,6.91337584e-06,17,946686185,946686166,4,admin m1 m2 m3,8,2000-01-01 00:23:05,run/data/admin/debug.log,1108
90,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,1.24978475e-05,20,946686206,946686185,4,admin m1 m2 m3,8,2000-01-01 00:23:26,run/data/admin/debug.log,1123
91,126zpQGvcdYaSuvkAvrpLoXoNrPtK4JEbekAiJ,m3,7.02268441e-07,8,946686216,946686206,4,admin m1 m2 m3,8,2000-01-01 00:23:36,run/data/admin/debug.log,1137
92,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,1.14975405e-05,19,946686238,946686216,4,admin m1 m2 m3,8,2000-01-01 00:23:58,run/data/admin/debug.log,1151
93,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,3.06287071e-06,12,946686252,946686238,4,admin m1 m2 m3,8,2000-01-01 00:24:13,run/data/admin/debug.log,1168
94,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,2.40929865e-06,11,946686264,946686252,4,admin m1 m2 m3,8,2000-01-01 00:24:25,run/data/admin/debug.log,1182
95,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,4.46980931e-06,14,946686280,946686264,4,admin m1 m2 m3,8,2000-01-01 00:24:40,run/data/admin/debug.log,1196
96,126zpQGvcdYaSuvkAvrpLoXoNrPtK4JEbekAiJ,m3,3.48259025e-07,7,946686289,946686280,4,admin m1 m2 m3,8,2000-01-01 00:24:50,run/data/admin/debug.log,1210
97,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,3.59250754e-06,13,946686305,946686289,4,admin m1 m2 m3,8,2000-01-01 00:25:05,run/data/admin/debug.log,1224
98,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,1.27855756e-05,20,946686327,946686305,4,admin m1 m2 m3,8,2000-01-01 00:25:27,run/data/admin/debug.log,1239
99,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,1.46682128e-06,10,946686338,946686327,4,admin m1 m2 m3,8,2000-01-01 00:25:39,run/data/admin/debug.log,1253
100,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,4.79995078e-06,15,946686353,946686338,4,admin m1 m2 m3,8,2000-01-01 00:25:54,run/data/admin/debug.log,1267
101,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,2.41794752e-06,12,946686367,946686353,4,admin m1 m2 m3,8,2000-01-01 00:26:07,run/data/admin/debug.log,1284
102,126zpQGvcdYaSuvkAvrpLoXoNrPtK4JEbekAiJ,m3,7.33825077e-06,17,946686386,946686367,4,admin m1 m2 m3,11,2000-01-01 00:26:27,run/data/admin/debug.log,1299
