epoch,verified,records,invalid,address,host,published,published_epoch,recomputed,verdict
12,True,3,0,126zpQGvcdYaSuvkAvrpLoXoNrPtK4JEbekAiJ,m3,12435,12,12435,ok
12,True,3,0,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,51027,12,51027,ok
12,True,3,0,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,103024,12,103024,ok
