txid,publisher_address,publisher_host,node_address,node_host,weight,epoch_tag,height_payload,timestamp_payload,blocktime,confirmations,confirm_height,confirm_height_source
af415d168141de7e79e4194e3ac2117f615665776c43fdd6c01d4740758d7a12,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,1,1,18,946685067,946685084,149,19,txs.log UpdateTx
b68201a8d4eac94b0b79762abb182c7fae44c6b5325ba8c246e8c6255a68ad87,126zpQGvcdYaSuvkAvrpLoXoNrPtK4JEbekAiJ,m3,126zpQGvcdYaSuvkAvrpLoXoNrPtK4JEbekAiJ,m3,1,1,18,946685067,946685084,149,19,txs.log UpdateTx
346115bf5808bdcc1af47ba14b367f2f86cf691a127a04092c745037b2e6102f,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,1,1,18,946685067,946685084,149,19,txs.log UpdateTx
f3072b9d77d7a994daa69bc4f5c4141eb2a496308feb6665a708c0f3a6336042,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,4980,2,29,946685235,946685252,138,30,txs.log UpdateTx
69ec44b3e80f27b051fb5defaf89415bd2fd5873974f7c830d05bfbddaedcaef,126zpQGvcdYaSuvkAvrpLoXoNrPtK4JEbekAiJ,m3,126zpQGvcdYaSuvkAvrpLoXoNrPtK4JEbekAiJ,m3,2418,2,29,946685235,946685252,138,30,txs.log UpdateTx
83f46671c5d0b70866da8f3897d57e85b39a18f81c53058db13598a384f25528,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,4390,2,29,946685235,946685252,138,30,txs.log UpdateTx
134df209c20edd2ca533941b5ba30a6a359a3ec8c4935f8d55150cbf9392218c,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,m2,24749,3,41,946685412,946685423,126,42,txs.log UpdateTx
2fe6218ebf182bbb57667f8003fd02119f20471ef32fa8e6be74f6e81fc1d568,126zpQGvcdYaSuvkAvrpLoXoNrPtK4JEbekAiJ,m3,126zpQGvcdYaSuvkAvrpLoXoNrPtK4JEbekAiJ,m3,7967,3,41,946685412,946685423,126,42,txs.log UpdateTx
0485c91a2e4b7a046fbb6deb42c24746961c0f333cce938ac15ff88d29b48a4a,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,47146,3,41,946685412,946685423,126,42,txs.log UpdateTx
3d70d0c1e03c0879cb489a3c591b48bb4d10554a83e68244987e9f91eb22706b,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,m1,89605,4,53,946685589,946685601,114,54,txs.log UpdateTx
