experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,validator_i,validator_j,log_ratio_observed,log_ratio_theoretical,O_i,O_j,B,note,validator_i_host,validator_j_host
run3-tbt-5s,continentale,1,5,none,true,10,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,,-0.9959777,2,0,12,not computable: a zero count in the epoch,m3,m2
run3-tbt-5s,continentale,1,5,none,true,10,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,-1.60943791,-1.98237258,2,10,12,,m3,m1
run3-tbt-5s,continentale,1,5,none,true,10,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,,-0.98639488,0,10,12,not computable: a zero count in the epoch,m2,m1
run3-tbt-5s,continentale,1,5,none,true,11,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,0.40546511,-0.94867305,3,2,12,,m3,m2
run3-tbt-5s,continentale,1,5,none,true,11,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,-0.84729786,-1.90003607,3,7,12,,m3,m1
run3-tbt-5s,continentale,1,5,none,true,11,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,-1.25276297,-0.95136302,2,7,12,,m2,m1
run3-tbt-5s,continentale,1,5,none,true,12,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,0.0,-1.13648671,1,1,12,,m3,m2
run3-tbt-5s,continentale,1,5,none,true,12,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,-2.30258509,-2.08371832,1,10,12,,m3,m1
run3-tbt-5s,continentale,1,5,none,true,12,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,-2.30258509,-0.94723161,1,10,12,,m2,m1
run3-tbt-5s,continentale,1,5,none,true,13,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,0.40546511,-1.1820126,3,2,12,,m3,m2
