experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,model,H0,beta1,beta1_se,beta1_ci_low,beta1_ci_high,beta0,deviance,n_points,converged,note,beta1_ci_contains_1,pearson_r,pearson_p,spearman_rho,spearman_p
run3-tbt-5s,continentale,1,5,none,true,logit(p_hat) ~ b0 + b1*log(w_eff),b1 = 1 (proportional selection),2.03476191,0.13435235,1.77143131,2.2980925,-21.67843174,120.61689116,78,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run3-tbt-5s,continentale,1,5,none,true,logit(p_hat) ~ b0 + b1*log(p_theoretical),"b1 = 1, b0 = 0",2.01640753,0.13315717,1.75541948,2.27739558,1.72222291,125.48396901,78,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run3-tbt-5s,continentale,1,5,none,true,log(p_hat_i/p_hat_j) ~ a + b*log(w_i/w_j) (pairs x epochs),"b = 1, a = 0",0.60710238,,,,-0.45526885,,45,,"H0 of proportionality: slope = 1, intercept = 0",,0.36018803,0.01508145,0.15314022,0.31522083
