experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,argmin_class_host,n,ks_stat,ks_p,mean_gap_x_rate,expected_mean,note
run3-tbt-5s,continentale,1,5,none,true,9,m2,3,0.52910833,0.26890172,1.8730922,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,continentale,1,5,none,true,9,m1,4,0.38814501,0.47573924,1.26475485,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,continentale,1,5,none,true,9,m3,2,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,continentale,1,5,none,true,10,m1,9,0.19305664,0.83065837,1.13296334,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,continentale,1,5,none,true,10,m3,3,0.49287591,0.35015489,0.50935364,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,continentale,1,5,none,true,11,m2,3,0.45666888,0.44097334,1.0188792,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,continentale,1,5,none,true,11,m3,2,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,continentale,1,5,none,true,11,m1,7,0.31711848,0.3991479,0.67444199,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,continentale,1,5,none,true,12,m1,8,0.15080584,0.98007364,1.06323663,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,continentale,1,5,none,true,12,m2,2,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,continentale,1,5,none,true,12,m3,2,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,continentale,1,5,none,true,13,m1,8,0.1579836,0.96994552,1.03148582,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,continentale,1,5,none,true,13,m2,3,0.42603366,0.52294947,1.17019397,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,continentale,1,5,none,true,13,m3,1,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,continentale,1,5,none,true,14,m1,12,0.26703245,0.30245837,0.71379576,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,continentale,1,5,none,true,15,m1,9,0.34199495,0.19238306,0.45125348,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,continentale,1,5,none,true,15,m3,2,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,continentale,1,5,none,true,15,m2,1,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,continentale,1,5,none,true,16,m3,1,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,continentale,1,5,none,true,16,m1,11,0.28387988,0.28113279,0.86057376,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,continentale,1,5,none,true,17,m1,8,0.20753283,0.8165001,0.74899894,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,continentale,1,5,none,true,17,m2,3,0.35933438,0.70730047,1.21703395,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,continentale,1,5,none,true,17,m3,1,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,continentale,1,5,none,true,18,m2,2,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,continentale,1,5,none,true,18,m1,9,0.17191999,0.91402691,0.84275481,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,continentale,1,5,none,true,18,m3,1,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,continentale,1,5,none,true,19,m2,6,0.20642163,0.91679063,0.95376925,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,continentale,1,5,none,true,19,m1,5,0.21828455,0.92803226,0.93751501,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,continentale,1,5,none,true,19,m3,1,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,continentale,1,5,none,true,20,m1,6,0.62950131,0.00786569,1.46029343,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,continentale,1,5,none,true,20,m2,5,0.5408907,0.06727783,1.47913477,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,continentale,1,5,none,true,20,m3,1,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,continentale,1,5,none,true,21,m1,9,0.24713953,0.56121133,0.67088318,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,continentale,1,5,none,true,21,m2,2,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,continentale,1,5,none,true,21,m3,1,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,continentale,1,5,none,true,22,m1,8,0.23832341,0.6699198,1.10609721,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,continentale,1,5,none,true,22,m2,3,0.34514153,0.74603014,0.90790007,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,continentale,1,5,none,true,22,m3,1,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,continentale,1,5,none,true,23,m1,8,0.19787647,0.8569138,1.05921781,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run3-tbt-5s,continentale,1,5,none,true,23,m3,2,,,,,not computable: n < 3 or W - w_i <= 0
run3-tbt-5s,continentale,1,5,none,true,23,m2,2,,,,,not computable: n < 3 or W - w_i <= 0
