experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,validator_host,validator_address,n_rounds_theoretical_argmin,n_rounds_theoretical_argmin_lost,MissedTurnRate,MissedTurnRate_note,n_rounds_won_not_argmin,blocks_won
run3-tbt-5s,continentale,1,5,none,true,9,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,2,1,0.5,,1,2
run3-tbt-5s,continentale,1,5,none,true,9,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,3,0,0.0,,1,4
run3-tbt-5s,continentale,1,5,none,true,9,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,4,2,0.5,,1,3
run3-tbt-5s,continentale,1,5,none,true,10,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,3,1,0.33333333,,0,2
run3-tbt-5s,continentale,1,5,none,true,10,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run3-tbt-5s,continentale,1,5,none,true,10,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,9,0,0.0,,1,10
run3-tbt-5s,continentale,1,5,none,true,11,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,2,0,0.0,,1,3
run3-tbt-5s,continentale,1,5,none,true,11,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,3,1,0.33333333,,0,2
run3-tbt-5s,continentale,1,5,none,true,11,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,7,1,0.14285714,,1,7
run3-tbt-5s,continentale,1,5,none,true,12,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,2,1,0.5,,0,1
run3-tbt-5s,continentale,1,5,none,true,12,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,2,1,0.5,,0,1
run3-tbt-5s,continentale,1,5,none,true,12,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,8,0,0.0,,2,10
run3-tbt-5s,continentale,1,5,none,true,13,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,1,0,0.0,,2,3
run3-tbt-5s,continentale,1,5,none,true,13,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,3,1,0.33333333,,0,2
run3-tbt-5s,continentale,1,5,none,true,13,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,8,2,0.25,,1,7
run3-tbt-5s,continentale,1,5,none,true,14,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run3-tbt-5s,continentale,1,5,none,true,14,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run3-tbt-5s,continentale,1,5,none,true,14,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,12,0,0.0,,0,12
run3-tbt-5s,continentale,1,5,none,true,15,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,2,2,1.0,,0,0
run3-tbt-5s,continentale,1,5,none,true,15,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,1,0,0.0,,0,1
run3-tbt-5s,continentale,1,5,none,true,15,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,9,0,0.0,,2,11
run3-tbt-5s,continentale,1,5,none,true,16,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,1,0,0.0,,0,1
run3-tbt-5s,continentale,1,5,none,true,16,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,0,0,,not computable: never the theoretical argmin in this epoch,1,1
run3-tbt-5s,continentale,1,5,none,true,16,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,11,1,0.09090909,,0,10
run3-tbt-5s,continentale,1,5,none,true,17,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,1,0,0.0,,0,1
run3-tbt-5s,continentale,1,5,none,true,17,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,3,0,0.0,,0,3
run3-tbt-5s,continentale,1,5,none,true,17,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,8,0,0.0,,0,8
run3-tbt-5s,continentale,1,5,none,true,18,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,1,0,0.0,,0,1
run3-tbt-5s,continentale,1,5,none,true,18,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,2,0,0.0,,1,3
run3-tbt-5s,continentale,1,5,none,true,18,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,9,1,0.11111111,,0,8
run3-tbt-5s,continentale,1,5,none,true,19,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,1,1,1.0,,0,0
run3-tbt-5s,continentale,1,5,none,true,19,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,6,2,0.33333333,,2,6
run3-tbt-5s,continentale,1,5,none,true,19,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,5,2,0.4,,3,6
run3-tbt-5s,continentale,1,5,none,true,20,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,1,0,0.0,,0,1
run3-tbt-5s,continentale,1,5,none,true,20,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,5,0,0.0,,0,5
run3-tbt-5s,continentale,1,5,none,true,20,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,6,0,0.0,,0,6
run3-tbt-5s,continentale,1,5,none,true,21,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,1,1,1.0,,0,0
run3-tbt-5s,continentale,1,5,none,true,21,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,2,0,0.0,,0,2
run3-tbt-5s,continentale,1,5,none,true,21,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,9,0,0.0,,1,10
run3-tbt-5s,continentale,1,5,none,true,22,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,1,0,0.0,,0,1
run3-tbt-5s,continentale,1,5,none,true,22,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,3,1,0.33333333,,0,2
run3-tbt-5s,continentale,1,5,none,true,22,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,8,0,0.0,,1,9
run3-tbt-5s,continentale,1,5,none,true,23,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,2,1,0.5,,1,2
run3-tbt-5s,continentale,1,5,none,true,23,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,2,2,1.0,,0,0
run3-tbt-5s,continentale,1,5,none,true,23,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,8,1,0.125,,3,10
run3-tbt-5s,continentale,1,5,none,true,24,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run3-tbt-5s,continentale,1,5,none,true,24,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,5,1,0.2,,1,5
run3-tbt-5s,continentale,1,5,none,true,24,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,7,1,0.14285714,,1,7
run3-tbt-5s,continentale,1,5,none,true,25,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run3-tbt-5s,continentale,1,5,none,true,25,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,3,2,0.66666667,,0,1
run3-tbt-5s,continentale,1,5,none,true,25,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,9,0,0.0,,2,11
run3-tbt-5s,continentale,1,5,none,true,26,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,2,1,0.5,,0,1
run3-tbt-5s,continentale,1,5,none,true,26,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,3,1,0.33333333,,1,3
