experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,epoch_buried,validator_host,validator_address,w_raw_start,w_raw_end,w_eff_start,w_eff_end,psi,p_theoretical_blockweighted,n_blocks,O_i,E_i,p_hat,wilson95_low,wilson95_high,p_theoretical_inside_wilson95,abs_error_p,share_changed_within_epoch
run3-tbt-5s,continentale,1,5,none,true,9,1,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,7531,8243,7531.0,8243.0,1.0,0.08672556,9,2,0.78053,0.22222222,0.06322511,0.54741103,1,0.13549667,1
run3-tbt-5s,continentale,1,5,none,true,9,1,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,20535,23161,20535.0,23161.0,1.0,0.24054344,9,4,2.164891,0.44444444,0.18877852,0.73334871,1,0.203901,1
run3-tbt-5s,continentale,1,5,none,true,9,1,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,60602,62099,60602.0,62099.0,1.0,0.672731,9,3,6.054579,0.33333333,0.12058382,0.64579786,0,0.33939767,1
run3-tbt-5s,continentale,1,5,none,true,10,1,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,8243,9948,8243.0,9948.0,1.0,0.0911805,12,2,1.094166,0.16666667,0.04696514,0.44803086,1,0.07548617,1
run3-tbt-5s,continentale,1,5,none,true,10,1,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,23161,25615,23161.0,25615.0,1.0,0.24685758,12,0,2.962291,0.0,0.0,0.24249401,0,0.24685758,1
run3-tbt-5s,continentale,1,5,none,true,10,1,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,62099,68701,62099.0,68701.0,1.0,0.66196192,12,10,7.943543,0.83333333,0.55196914,0.95303486,1,0.17137142,1
run3-tbt-5s,continentale,1,5,none,true,11,1,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,9948,9948,9948.0,9948.0,1.0,0.09738575,12,3,1.168629,0.25,0.08894167,0.53230533,1,0.15261425,1
run3-tbt-5s,continentale,1,5,none,true,11,1,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,25615,25787,25615.0,25787.0,1.0,0.25147817,12,2,3.017738,0.16666667,0.04696514,0.44803086,1,0.0848115,1
run3-tbt-5s,continentale,1,5,none,true,11,1,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,68701,63597,68701.0,63597.0,1.0,0.65113608,12,7,7.813633,0.58333333,0.31951131,0.80673969,1,0.06780275,1
run3-tbt-5s,continentale,1,5,none,true,12,1,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,9948,5826,9948.0,5826.0,1.0,0.08230358,12,1,0.987643,0.08333333,0.01486509,0.35387991,1,0.00102975,1
