epoch,verified,records,invalid,address,host,published,published_epoch,recomputed,verdict
42,True,3,0,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,m1,44404,43,0,other-epoch
42,True,3,0,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,m3,8243,42,8243,ok
42,True,3,0,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,m2,18080,42,18080,ok
