send_height,epoch_harness,miner_host,balance_before_gas,sent_gas,assumed_confirm_height
110,10,m3,49.6786,9.5357,111
110,10,m2,49.6786,28.6072,111
110,10,m1,49.6788,45.2949,111
122,11,m3,40.0217,7.6043,123
122,11,m2,21.9798,11.9879,123
122,11,m1,104.2629,97.1498,123
132,12,m3,32.2964,6.0593,133
132,12,m1,106.9919,99.7423,133
132,12,m2,109.9265,64.7559,133
144,13,m3,26.1159,4.8232,145
144,13,m2,45.0198,25.8119,145
144,13,m1,107.5428,100.2657,145
157,14,m3,21.1717,3.8343,158
157,14,m2,119.0867,70.252,158
157,14,m1,108.6155,101.2847,158
168,15,m3,117.8856,23.1771,169
168,15,m2,49.0367,28.222,169
168,15,m1,107.5096,100.2341,169
180,16,m3,94.5579,18.5116,181
180,16,m2,22.0929,12.0557,181
180,16,m1,107.2007,99.9407,181
194,17,m3,75.9811,14.7962,195
194,17,m2,110.1046,64.8628,195
194,17,m1,108.355,101.0373,195
204,18,m2,45.0324,25.8194,205
204,18,m1,108.2887,100.9743,205
206,18,m3,61.1397,11.8279,207
217,19,m3,49.1612,9.4322,218
217,19,m2,119.2862,70.3717,218
217,19,m1,108.377,101.0581,218
230,20,m3,39.5784,7.5157,231
230,20,m2,49.4881,28.4929,231
230,20,m1,108.0041,100.7039,231
241,21,m3,31.9121,5.9824,242
241,21,m2,20.8414,11.3048,242
241,21,m1,108.3766,101.0578,242
252,22,m3,25.8847,4.7769,253
252,22,m2,110.9812,65.3887,253
252,22,m1,106.961,99.7129,253
265,23,m3,20.9866,3.7973,266
265,23,m2,45.6889,26.2133,266
265,23,m1,108.1573,100.8494,266
277,24,m3,117.0387,23.0077,278
277,24,m2,119.4864,70.4918,278
277,24,m1,108.4787,101.1548,278
289,25,m3,93.9548,18.391,290
289,25,m2,49.4976,28.4986,290
289,25,m1,107.9495,100.652,290
300,26,m1,108.4071,101.0867,301
302,26,m3,75.5186,14.7037,303
302,26,m2,20.819,11.2914,303
314,27,m3,61.3473,11.8695,315
314,27,m2,109.3758,64.4255,315
314,27,m1,107.9812,100.6821,315
325,28,m3,49.4686,9.4937,326
325,28,m2,44.8151,25.6891,326
325,28,m1,108.3277,101.0113,326
336,29,m3,39.8537,7.5707,337
336,29,m2,119.0808,70.2485,337
336,29,m1,108.3012,100.9861,337
348,30,m1,107.9331,100.6364,349
350,30,m3,32.2178,6.0436,351
350,30,m2,49.2769,28.3661,351
362,31,m3,26.2194,4.8439,363
362,31,m2,20.7598,11.2559,363
362,31,m1,108.3999,101.0799,363
373,32,m3,21.2247,3.8449,374
373,32,m2,109.2347,64.3408,374
373,32,m1,108.67,101.3365,374
384,33,m3,117.285,23.057,385
384,33,m2,45.4309,26.0585,385
384,33,m1,107.7101,100.4246,385
399,34,m3,94.295,18.459,400
399,34,m2,119.534,70.5204,400
399,34,m1,108.2123,100.9017,400
409,35,m3,75.6852,14.737,410
409,35,m2,48.8628,28.1177,410
409,35,m1,108.4418,101.1197,410
420,36,m3,60.7384,11.7477,421
420,36,m2,21.0533,11.432,421
421,36,m1,108.0529,100.7503,422
434,37,m3,48.9251,9.385,435
434,37,m2,109.4099,64.4459,435
434,37,m1,108.734,101.3973,435
444,38,m3,39.4951,7.499,445
444,38,m2,45.4686,26.0812,445
444,38,m1,108.0433,100.7411,445
456,39,m2,118.9272,70.1563,457
459,39,m3,31.8453,5.9691,460
459,39,m1,108.5532,101.2255,460
470,40,m3,25.9388,4.7878,471
470,40,m2,49.0391,28.2235,471
470,40,m1,107.8947,100.6,471
481,41,m3,21.0002,3.8,482
481,41,m2,20.833,11.2998,482
481,41,m1,108.3705,101.052,482
492,42,m3,117.2904,23.0581,493
492,42,m2,110.0872,64.8523,493
492,42,m1,107.5391,100.2621,493
506,43,m3,94.1111,18.4222,507
506,43,m2,45.0843,25.8506,507
506,43,m1,108.7152,101.3794,507
518,44,m3,76.1389,14.8278,519
518,44,m2,119.7111,70.6267,519
518,44,m1,107.3396,100.0726,519
529,45,m3,61.4341,11.8868,530
529,45,m2,49.1966,28.318,530
529,45,m1,107.9174,100.6215,530
541,46,m3,49.3965,9.4793,542
541,46,m2,20.7546,11.2528,542
541,46,m1,108.2891,100.9746,542
554,47,m3,39.7664,7.5533,555
554,47,m2,109.1148,64.2689,555
554,47,m1,108.7271,101.3907,555
565,48,m3,32.0917,6.0183,566
565,48,m2,45.8065,26.2839,566
565,48,m1,107.3836,100.1144,566
