height,epoch,in_setup,host,address,score_raw,delay_logged_s,start_in_s,log_timestamp,duplicate_index,source_file,source_line
144,13,1,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,3.90864101e-05,4.229,4.229,2000-01-01 00:07:23,0,run/data/m1/debug.log,661
144,13,1,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,5.05623882e-05,4.354,4.354,2000-01-01 00:07:23,0,run/data/m2/debug.log,660
144,13,1,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,4.31168731e-05,4.284,4.284,2000-01-01 00:07:24,0,run/data/m3/debug.log,660
145,13,0,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,6.81762215e-06,2.506,2.506,2000-01-01 00:07:28,0,run/data/m1/debug.log,1479
145,13,0,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,0.000171065402,4.433,4.433,2000-01-01 00:07:28,0,run/data/m2/debug.log,1413
145,13,0,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,0.000425418133,4.433,4.433,2000-01-01 00:07:28,0,run/data/m3/debug.log,855
146,13,0,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,0.000113961887,4.448,4.448,2000-01-01 00:07:31,0,run/data/m1/debug.log,1681
146,13,0,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,0.00017769687,4.450,4.450,2000-01-01 00:07:32,0,run/data/m2/debug.log,1470
146,13,0,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,0.000202640697,4.450,4.450,2000-01-01 00:07:32,0,run/data/m3/debug.log,912
147,13,0,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,2.20607744e-05,3.683,3.683,2000-01-01 00:07:37,0,run/data/m1/debug.log,2102
147,13,0,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,6.20001539e-05,4.346,4.346,2000-01-01 00:07:38,0,run/data/m2/debug.log,1485
147,13,0,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,8.93541529e-05,4.391,4.391,2000-01-01 00:07:38,0,run/data/m3/debug.log,927
148,13,0,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,1.36391289e-06,1.621,1.621,2000-01-01 00:07:41,0,run/data/m1/debug.log,2236
148,13,0,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,5.80489824e-05,4.297,4.297,2000-01-01 00:07:42,0,run/data/m2/debug.log,1500
148,13,0,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,1.26784324e-05,3.049,3.049,2000-01-01 00:07:42,0,run/data/m3/debug.log,942
149,13,0,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,6.25754987e-05,4.332,4.332,2000-01-01 00:07:43,0,run/data/m1/debug.log,2441
149,13,0,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,0.000194177127,4.383,4.383,2000-01-01 00:07:44,0,run/data/m2/debug.log,1515
149,13,0,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,0.000299232498,4.383,4.383,2000-01-01 00:07:44,0,run/data/m3/debug.log,957
150,13,0,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,8.46936577e-05,4.338,4.338,2000-01-01 00:07:48,0,run/data/m1/debug.log,2488
150,13,0,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,5.61822273e-05,4.272,4.272,2000-01-01 00:07:49,0,run/data/m2/debug.log,1535
150,13,0,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,9.89572716e-05,4.345,4.345,2000-01-01 00:07:49,0,run/data/m3/debug.log,977
