experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,epoch,epoch_buried,epoch_start_height,epoch_end_height,epoch_measured_start_height,n_blocks_epoch,n_rounds_with_scores,validator_host,validator_address,O_i,E_i_expected,p_theoretical_blockweighted,p_theoretical_start,p_theoretical_end,share_changed_within_epoch,p_observed,w_raw_start,w_raw_end,w_eff_start,w_eff_end,n_delays_logged,delay_mean_s,delay_min_s,delay_max_s,delay_pos_in_band_mean,n_rounds_theoretical_argmin,n_rounds_theoretical_argmin_lost,n_rounds_won_not_argmin,n_forks_epoch,n_competing_blocks_epoch,n_rejects_epoch
run4-tbt-3s,1,continentale,3,none,true,12,13,1,144,155,145,11,11,m1,1PJJAyxet5ARk1XH3GjK9tVTPH3keFUewkjkfi,6,7.080984,0.643726,0.643322,0.644211,1,0.545455,44404,42907,44404.0,42907.0,11,3.4469,1.745,4.326,0.649,5,1,2,2,3,0
run4-tbt-3s,1,continentale,3,none,true,12,13,1,144,155,145,11,11,m2,1VAcJXZ4zmVYXXG3RSh25pvJNoJdBeVy9ChdT6,5,2.731791,0.248345,0.261942,0.232028,1,0.454545,18080,15454,18080.0,15454.0,11,3.4068,1.923,4.417,0.6356,6,2,1,2,3,0
run4-tbt-3s,1,continentale,3,none,true,12,13,1,144,155,145,11,11,m3,1VuBTTQVFkVMQoHen4dKPJgUfqJY1ta899xaf7,0,1.187226,0.10793,0.094737,0.123761,1,0.0,6539,8243,6539.0,8243.0,11,4.2235,3.286,4.421,0.9078,0,0,0,2,3,0
run4-tbt-3s,1,continentale,3,none,true,12,14,1,156,167,156,12,12,m1,1PJJAyxet5ARk1XH3GjK9tVTPH3keFUewkjkfi,9,7.913366,0.659447,0.644211,0.680779,1,0.75,42907,52503,42907.0,52503.0,12,3.0578,1.637,4.309,0.5193,8,1,2,1,1,0
run4-tbt-3s,1,continentale,3,none,true,12,14,1,156,167,156,12,12,m2,1VAcJXZ4zmVYXXG3RSh25pvJNoJdBeVy9ChdT6,3,2.796366,0.23303,0.232028,0.234434,1,0.25,15454,18080,15454.0,18080.0,12,3.7038,1.46,4.381,0.7346,3,1,1,1,1,0
run4-tbt-3s,1,continentale,3,none,true,12,14,1,156,167,156,12,12,m3,1VuBTTQVFkVMQoHen4dKPJgUfqJY1ta899xaf7,0,1.290268,0.107522,0.123761,0.084788,1,0.0,8243,6539,8243.0,6539.0,12,4.1399,3.172,4.4,0.88,1,1,0,1,1,0
run4-tbt-3s,1,continentale,3,none,true,12,15,1,168,179,168,12,12,m1,1PJJAyxet5ARk1XH3GjK9tVTPH3keFUewkjkfi,3,8.025607,0.668801,0.680779,0.652032,1,0.25,52503,44404,52503.0,44404.0,12,3.5551,1.654,4.361,0.685,8,5,0,3,3,0
run4-tbt-3s,1,continentale,3,none,true,12,15,1,168,179,168,12,12,m2,1VAcJXZ4zmVYXXG3RSh25pvJNoJdBeVy9ChdT6,9,2.775675,0.231306,0.234434,0.226928,1,0.75,18080,15454,18080.0,15454.0,12,3.7103,2.35,4.4,0.7368,4,0,5,3,3,0
run4-tbt-3s,1,continentale,3,none,true,12,15,1,168,179,168,12,12,m3,1VuBTTQVFkVMQoHen4dKPJgUfqJY1ta899xaf7,0,1.198718,0.099893,0.084788,0.121041,1,0.0,6539,8243,6539.0,8243.0,12,4.2696,3.795,4.433,0.9232,0,0,0,3,3,0
run4-tbt-3s,1,continentale,3,none,true,12,16,1,180,191,180,12,12,m1,1PJJAyxet5ARk1XH3GjK9tVTPH3keFUewkjkfi,12,7.894531,0.657878,0.652032,0.666062,1,1.0,44404,52503,44404.0,52503.0,12,2.8568,1.715,4.232,0.4523,9,0,3,2,2,0
run4-tbt-3s,1,continentale,3,none,true,12,16,1,180,191,180,12,12,m2,1VAcJXZ4zmVYXXG3RSh25pvJNoJdBeVy9ChdT6,0,2.735323,0.227944,0.226928,0.229366,1,0.0,15454,18080,15454.0,18080.0,12,3.9083,2.914,4.401,0.8028,2,2,0,2,2,0
run4-tbt-3s,1,continentale,3,none,true,12,16,1,180,191,180,12,12,m3,1VuBTTQVFkVMQoHen4dKPJgUfqJY1ta899xaf7,0,1.370146,0.114179,0.121041,0.104572,1,0.0,8243,8243,8243.0,8243.0,12,4.1524,2.464,4.428,0.8841,1,1,0,2,2,0
run4-tbt-3s,1,continentale,3,none,true,12,17,1,192,203,192,12,12,m1,1PJJAyxet5ARk1XH3GjK9tVTPH3keFUewkjkfi,12,8.066828,0.672236,0.666062,0.680879,1,1.0,52503,51006,52503.0,51006.0,12,3.7543,3.142,4.156,0.7514,5,0,7,5,6,0
