experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,height,epoch,epoch_buried,n_candidates_logged,n_candidates_with_weight,all_candidates_logged,winner_observed_host,winner_observed_address,winner_observed_logged_score,winner_theoretical_argmin_delay_host,winner_theoretical_argmin_score_host,argmin_delay_equals_argmin_score,winner_matches_theoretical_argmin,inversion,observed_winner_rank_by_delay,delay_min_s,delay_winner_s,margin_G_logged_s,margin_G_recomputed_s,inversion_gap_s,score_min,score_gap_2_1,W_tot_effective,W_tot_minus_argmin_weff,weff_argmin_score,p_observed_winner,phi_s,phi_identical_across_nodes,block_time,parent_time,dt_prev_s,scheduler_residual_s,verify_delay_floor_s,time_bar_slack_s,time_bar_ok,verify_parent_matches_chain,fork_detected,n_competing_blocks,competing_hashes,n_rejects,txcount,streak_length_so_far,winner_repeats_previous,n_candidates_delay_recompute_mismatch
run4-tbt-3s,1,continentale,3,none,true,12,145,13,1,3,3,1,m1,1PJJAyxet5ARk1XH3GjK9tVTPH3keFUewkjkfi,1,m1,m1,1,1,0,1,1.745,1.745,2.131,2.1306,0.0,1.67993576e-06,2.314072484e-05,69023.0,24619.0,44404.0,0.643322,-0.417,1,946685249,946685247,2,0.255,1,1,1,1,0,0,,0,2,1,,0
run4-tbt-3s,1,continentale,3,none,true,12,146,13,1,3,3,1,m2,1VAcJXZ4zmVYXXG3RSh25pvJNoJdBeVy9ChdT6,1,m2,m2,1,1,0,1,1.923,1.923,1.73,1.7303,0.0,2.48556532e-06,1.672335538e-05,69023.0,50943.0,18080.0,0.261942,-0.25,1,946685252,946685249,3,1.077,1,2,1,1,0,0,,0,6,1,0,0
run4-tbt-3s,1,continentale,3,none,true,12,147,13,1,3,3,1,m2,1VAcJXZ4zmVYXXG3RSh25pvJNoJdBeVy9ChdT6,1,m2,m2,1,1,0,1,3.542,3.542,0.423,0.4236,0.0,1.75756938e-05,9.335606000000002e-06,69023.0,50943.0,18080.0,0.261942,-0.333,1,946685257,946685252,5,1.458,3,2,1,1,0,0,,0,1,2,1,0
run4-tbt-3s,1,continentale,3,none,true,12,148,13,1,3,3,1,m2,1VAcJXZ4zmVYXXG3RSh25pvJNoJdBeVy9ChdT6,1,m1,m1,1,0,1,3,4.047,4.417,0.27,0.2703,0.37,3.03340179e-05,1.9023196000000004e-05,69023.0,24619.0,44404.0,0.261942,-0.417,1,946685262,946685257,5,0.583,4,1,1,1,1,2,009ae5c944db154216dcaa8da69d8e70473fe7b529dcd6b9137c215c574b47a6 00ba887258af88c23ef1f6597b0d0b83419c3ea841b94e61d7029171e484146e,0,6,3,1,0
run4-tbt-3s,1,continentale,3,none,true,12,149,13,1,3,3,1,m2,1VAcJXZ4zmVYXXG3RSh25pvJNoJdBeVy9ChdT6,1,m2,m2,1,1,0,1,2.046,2.046,1.83,1.8294,0.0,3.51426461e-06,2.1753124790000002e-05,69023.0,50943.0,18080.0,0.261942,-0.5,1,946685264,946685262,2,-0.046,2,0,1,1,0,0,,0,1,4,1,0
run4-tbt-3s,1,continentale,3,none,true,12,150,13,1,3,3,1,m1,1PJJAyxet5ARk1XH3GjK9tVTPH3keFUewkjkfi,1,m1,m1,1,1,0,1,2.128,2.128,2.268,2.2673,0.0,4.03001849e-06,9.102128021e-05,69023.0,24619.0,44404.0,0.643322,-0.5,1,946685268,946685264,4,1.872,2,2,1,1,0,0,,0,5,1,0,0
run4-tbt-3s,1,continentale,3,none,true,12,151,13,1,3,3,1,m1,1PJJAyxet5ARk1XH3GjK9tVTPH3keFUewkjkfi,1,m1,m1,1,1,0,1,2.845,2.845,1.243,1.2429,0.0,1.00270221e-05,2.4769508500000004e-05,66604.0,23697.0,42907.0,0.644211,-0.583,1,946685271,946685268,3,0.155,2,1,1,1,0,0,,0,3,2,1,0
run4-tbt-3s,1,continentale,3,none,true,12,152,13,1,3,3,1,m1,1PJJAyxet5ARk1XH3GjK9tVTPH3keFUewkjkfi,1,m1,m1,1,1,0,1,4.326,4.326,0.074,0.0742,0.0,5.55254748e-05,9.56756152e-05,66604.0,23697.0,42907.0,0.644211,-0.5,1,946685275,946685271,4,-0.326,4,0,1,1,0,0,,0,2,3,1,0
run4-tbt-3s,1,continentale,3,none,true,12,153,13,1,3,3,1,m1,1PJJAyxet5ARk1XH3GjK9tVTPH3keFUewkjkfi,1,m2,m2,1,0,1,2,2.593,3.232,0.639,0.6385,0.639,7.75319236e-06,6.623019139999999e-06,66604.0,51150.0,15454.0,0.644211,-0.583,1,946685279,946685275,4,0.768,3,1,1,1,0,0,,0,2,4,1,0
run4-tbt-3s,1,continentale,3,none,true,12,154,13,1,3,3,1,m1,1PJJAyxet5ARk1XH3GjK9tVTPH3keFUewkjkfi,1,m2,m2,1,0,1,2,3.854,4.068,0.214,0.2143,0.214,2.60458947e-05,7.795201900000003e-06,66604.0,51150.0,15454.0,0.644211,-0.583,1,946685283,946685279,4,-0.068,4,0,1,1,0,0,,0,2,5,1,0
