experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,model,H0,beta1,beta1_se,beta1_ci_low,beta1_ci_high,beta0,deviance,n_points,converged,note,beta1_ci_contains_1,pearson_r,pearson_p,spearman_rho,spearman_p
run4-tbt-3s,regionale,1,3,none,true,logit(p_hat) ~ b0 + b1*log(w_eff),b1 = 1 (proportional selection),2.23750413,0.12853864,1.98556841,2.48943986,-23.08868833,265.11790865,93,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run4-tbt-3s,regionale,1,3,none,true,logit(p_hat) ~ b0 + b1*log(p_theoretical),"b1 = 1, b0 = 0",2.26036848,0.12882291,2.00787559,2.51286138,1.98611738,263.56488622,93,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run4-tbt-3s,regionale,1,3,none,true,log(p_hat_i/p_hat_j) ~ a + b*log(w_i/w_j) (pairs x epochs),"b = 1, a = 0",0.85441392,,,,0.34496309,,41,,"H0 of proportionality: slope = 1, intercept = 0",,0.7747794,0.0,0.63654407,7.69e-06
