experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,epoch_buried,validator_host,validator_address,w_raw_start,w_raw_end,w_eff_start,w_eff_end,psi,p_theoretical_blockweighted,n_blocks,O_i,E_i,p_hat,wilson95_low,wilson95_high,p_theoretical_inside_wilson95,abs_error_p,share_changed_within_epoch
run4-tbt-3s,regionale,1,3,none,true,13,1,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,6539,8243,6539.0,8243.0,1.0,0.10792973,11,0,1.187227,0.0,0.0,0.25883297,1,0.10792973,1
run4-tbt-3s,regionale,1,3,none,true,13,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,44404,42907,44404.0,42907.0,1.0,0.64372609,11,10,7.080987,0.90909091,0.62264156,0.98376783,1,0.26536482,1
run4-tbt-3s,regionale,1,3,none,true,13,1,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,18080,15454,18080.0,15454.0,1.0,0.24834473,11,1,2.731792,0.09090909,0.01623217,0.37735844,1,0.15743564,1
run4-tbt-3s,regionale,1,3,none,true,14,1,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,8243,6539,8243.0,6539.0,1.0,0.1132285,12,0,1.358742,0.0,0.0,0.24249401,1,0.1132285,1
run4-tbt-3s,regionale,1,3,none,true,14,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,42907,44404,42907.0,44404.0,1.0,0.65444183,12,11,7.853302,0.91666667,0.64612009,0.98513491,1,0.26222483,1
run4-tbt-3s,regionale,1,3,none,true,14,1,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,15454,15454,15454.0,15454.0,1.0,0.23232925,12,1,2.787951,0.08333333,0.01486509,0.35387991,1,0.14899592,1
run4-tbt-3s,regionale,1,3,none,true,15,1,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,6539,8243,6539.0,8243.0,1.0,0.10253342,12,0,1.230401,0.0,0.0,0.24249401,1,0.10253342,1
run4-tbt-3s,regionale,1,3,none,true,15,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,44404,52503,44404.0,52503.0,1.0,0.67727833,12,11,8.12734,0.91666667,0.64612009,0.98513491,1,0.23938833,1
run4-tbt-3s,regionale,1,3,none,true,15,1,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,15454,15434,15454.0,15434.0,1.0,0.22018767,12,1,2.642252,0.08333333,0.01486509,0.35387991,1,0.13685433,1
run4-tbt-3s,regionale,1,3,none,true,16,1,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,8243,8243,8243.0,8243.0,1.0,0.107534,12,1,1.290408,0.08333333,0.01486509,0.35387991,1,0.02420067,1
