experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,model,H0,beta1,beta1_se,beta1_ci_low,beta1_ci_high,beta0,deviance,n_points,converged,note,beta1_ci_contains_1,pearson_r,pearson_p,spearman_rho,spearman_p
run2-tbt-10s,nazionale,1,10,none,true,logit(p_hat) ~ b0 + b1*log(w_eff),b1 = 1 (proportional selection),1.7740861,0.1373305,1.50491833,2.04325387,-19.84796302,88.55434955,63,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run2-tbt-10s,nazionale,1,10,none,true,logit(p_hat) ~ b0 + b1*log(p_theoretical),"b1 = 1, b0 = 0",1.77780457,0.13754975,1.50820705,2.04740208,1.47491368,88.6118669,63,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run2-tbt-10s,nazionale,1,10,none,true,log(p_hat_i/p_hat_j) ~ a + b*log(w_i/w_j) (pairs x epochs),"b = 1, a = 0",0.6496479,,,,-0.56943019,,45,,"H0 of proportionality: slope = 1, intercept = 0",,0.7358664,1e-08,0.58414346,2.523e-05
