experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,validator_i,validator_j,log_ratio_observed,log_ratio_theoretical,O_i,O_j,B,note,validator_i_host,validator_j_host
run2-tbt-10s,nazionale,1,10,none,true,7,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,,1.13411444,1,0,12,not computable: a zero count in the epoch,m2,m3
run2-tbt-10s,nazionale,1,10,none,true,7,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,-2.39789527,-1.00301842,1,11,12,,m2,m1
run2-tbt-10s,nazionale,1,10,none,true,7,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,,-2.13713287,0,11,12,not computable: a zero count in the epoch,m3,m1
run2-tbt-10s,nazionale,1,10,none,true,8,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,,1.08273651,7,0,12,not computable: a zero count in the epoch,m2,m3
run2-tbt-10s,nazionale,1,10,none,true,8,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,0.33647224,-1.02029759,7,5,12,,m2,m1
run2-tbt-10s,nazionale,1,10,none,true,8,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,,-2.1030341,0,5,12,not computable: a zero count in the epoch,m3,m1
run2-tbt-10s,nazionale,1,10,none,true,9,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,1.38629436,1.17614557,4,1,12,,m2,m3
run2-tbt-10s,nazionale,1,10,none,true,9,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,-0.55961579,-1.02377135,4,7,12,,m2,m1
run2-tbt-10s,nazionale,1,10,none,true,9,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,-1.94591015,-2.19991692,1,7,12,,m3,m1
run2-tbt-10s,nazionale,1,10,none,true,10,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,0.0,1.19456677,1,1,12,,m2,m3
run2-tbt-10s,nazionale,1,10,none,true,10,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,-2.30258509,-0.9713125,1,10,12,,m2,m1
run2-tbt-10s,nazionale,1,10,none,true,10,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,-2.30258509,-2.16587927,1,10,12,,m3,m1
run2-tbt-10s,nazionale,1,10,none,true,11,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,-0.69314718,1.09388173,1,2,12,,m2,m3
run2-tbt-10s,nazionale,1,10,none,true,11,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,-2.19722458,-0.97952802,1,9,12,,m2,m1
run2-tbt-10s,nazionale,1,10,none,true,11,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,-1.5040774,-2.07340975,2,9,12,,m3,m1
run2-tbt-10s,nazionale,1,10,none,true,12,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,,1.10969449,2,0,12,not computable: a zero count in the epoch,m2,m3
