height,epoch,miner,balance,sent
34,3,m2,49.784,28.6704
34,3,m1,51.3122,46.8466
34,3,m3,50.1002,9.6200
37,4,m3,40.831,7.7662
37,4,m2,21.0686,11.4412
37,4,m1,104.4206,97.2996
49,5,m3,33.1358,6.2272
49,5,m1,106.9704,99.7219
49,5,m2,110.8682,65.3209
60,6,m2,45.3963,26.0378
60,6,m3,27.8816,5.1763
60,6,m1,108.4775,101.1536
72,7,m2,119.4043,70.4426
72,7,m3,23.2815,4.2563
72,7,m1,108.8763,101.5325
84,8,m2,50.4367,29.0620
84,8,m1,108.5898,101.2603
84,8,m3,118.904,23.3808
96,9,m3,95.3726,18.6745
96,9,m2,21.6989,11.8193
96,9,m1,109.7643,102.3761
108,10,m3,76.4465,14.8893
108,10,m2,111.6698,65.8019
108,10,m1,108.4532,101.1305
120,11,m3,61.4064,11.8813
120,11,m2,46.7185,26.8311
120,11,m1,109.1311,101.7745
132,12,m3,49.9425,9.5885
132,12,m2,21.3032,11.5819
132,12,m1,108.1462,100.8389
144,13,m3,40.309,7.6618
144,13,m2,109.1871,64.3123
144,13,m1,110.4409,103.0189
156,14,m3,32.526,6.1052
156,14,m2,45.9898,26.3939
156,14,m1,109.1086,101.7532
168,15,m3,26.4674,4.8935
168,15,m2,119.9429,70.7657
168,15,m1,109.6308,102.2493
180,16,m3,21.7533,3.9507
180,16,m2,49.3334,28.4000
180,16,m1,109.8949,102.5002
192,17,m3,117.6814,23.1363
192,17,m2,21.5116,11.7070
192,17,m1,109.5523,102.1747
204,18,m3,94.4241,18.4848
204,18,m2,110.1838,64.9103
204,18,m1,109.678,102.2941
216,19,m3,75.8941,14.7788
216,19,m2,46.5863,26.7518
216,19,m1,108.9659,101.6176
228,20,m3,61.3919,11.8784
228,20,m2,119.8815,70.7289
228,20,m1,109.4157,102.0449
240,21,m3,49.3923,9.4785
240,21,m2,49.822,28.6932
240,21,m1,109.5614,102.1833
252,22,m3,40.2124,7.6425
252,22,m2,21.858,11.9148
252,22,m1,108.6965,101.3617
264,23,m3,32.4485,6.0897
264,23,m2,110.5862,65.1517
264,23,m1,109.7084,102.3230
276,24,m3,26.646,4.9292
276,24,m2,45.6755,26.2053
276,24,m1,109.5962,102.2164
288,25,m3,21.5958,3.9192
288,25,m2,20.805,11.2830
288,25,m1,109.1308,101.7743
300,26,m3,117.7798,23.1560
300,26,m2,109.353,64.4118
300,26,m1,110.1399,102.7329
312,27,m2,46.6126,26.7676
312,27,m3,94.4732,18.4946
312,27,m1,108.6822,101.3481
324,28,m3,75.9334,14.7867
324,28,m2,120.5238,71.1143
324,28,m1,109.4295,102.0580
336,29,m3,61.1321,11.8264
336,29,m2,49.2879,28.3727
336,29,m1,109.7993,102.4093
