height,epoch,in_setup,host,address,score_raw,delay_logged_s,start_in_s,log_timestamp,duplicate_index,source_file,source_line
200,17,1,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,5.49668388e-06,1.512,1.512,2000-01-01 00:07:02,0,run/data/m1/debug.log,764
200,17,1,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,2.20219223e-05,2.399,2.399,2000-01-01 00:07:02,0,run/data/m2/debug.log,788
200,17,1,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,3.01103465e-06,1.293,1.293,2000-01-01 00:07:01,0,run/data/m3/debug.log,761
201,17,0,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,4.43022577e-06,1.422,1.422,2000-01-01 00:07:04,0,run/data/m1/debug.log,1308
201,17,0,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,4.29990467e-05,2.820,2.820,2000-01-01 00:07:04,0,run/data/m2/debug.log,804
201,17,0,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,8.76059447e-05,2.971,2.971,2000-01-01 00:07:03,0,run/data/m3/debug.log,876
202,17,0,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,5.01205876e-06,1.457,1.457,2000-01-01 00:07:06,0,run/data/m1/debug.log,1851
202,17,0,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,4.74753908e-05,2.824,2.824,2000-01-01 00:07:07,0,run/data/m2/debug.log,839
202,17,0,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.00049446414,2.950,2.950,2000-01-01 00:07:07,0,run/data/m3/debug.log,911
203,17,0,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,7.82094423e-06,1.699,1.699,2000-01-01 00:07:08,0,run/data/m1/debug.log,2098
203,17,0,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,7.96314373e-05,2.947,2.947,2000-01-01 00:07:09,0,run/data/m2/debug.log,854
203,17,0,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.000128537056,2.966,2.966,2000-01-01 00:07:09,0,run/data/m3/debug.log,926
204,18,0,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,5.09791528e-06,1.498,1.498,2000-01-01 00:07:10,0,run/data/m1/debug.log,2296
204,18,0,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,3.81731167e-05,2.767,2.767,2000-01-01 00:07:12,0,run/data/m2/debug.log,869
204,18,0,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,8.03767635e-05,2.965,2.965,2000-01-01 00:07:11,0,run/data/m3/debug.log,941
205,18,0,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,2.3690497e-05,2.447,2.447,2000-01-01 00:07:13,0,run/data/m1/debug.log,2369
205,18,0,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,6.17501016e-05,2.895,2.895,2000-01-01 00:07:14,0,run/data/m2/debug.log,884
205,18,0,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.000239095737,2.950,2.950,2000-01-01 00:07:13,0,run/data/m3/debug.log,956
206,18,0,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,1.81374669e-05,2.255,2.255,2000-01-01 00:07:16,0,run/data/m1/debug.log,2440
206,18,0,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,3.67009289e-05,2.715,2.715,2000-01-01 00:07:17,0,run/data/m2/debug.log,899
206,18,0,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,5.45478507e-05,2.867,2.867,2000-01-01 00:07:16,0,run/data/m3/debug.log,971
207,18,0,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,1.39911785e-05,2.065,2.065,2000-01-01 00:07:19,0,run/data/m1/debug.log,2504
207,18,0,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0.000224381242,2.950,2.950,2000-01-01 00:07:20,0,run/data/m2/debug.log,915
