sample_height,host,balance_gas
160,c1,99.8042
160,c2,99.8044
160,c3,99.8038
160,c4,99.8042
160,c5,99.8038
160,m1,4.3349
160,m2,21.0262
160,m3,40.0372
160,ca,49.357
175,c1,99.6072
175,c2,99.6632
175,c3,99.7184
175,c4,99.7192
175,c5,99.7186
175,m1,7.0586
175,m2,10.0281
175,m3,32.3086
175,ca,49.357
189,c1,99.3844
189,c2,99.4958
189,c3,99.607
189,c4,99.6078
189,c5,99.663
189,m1,7.0824
189,m2,45.3332
189,m3,26.1259
189,ca,49.357
203,c1,99.1608
203,c2,99.3842
203,c3,99.4954
203,c4,99.5522
203,c5,99.6072
203,m1,7.4877
203,m2,19.4241
203,m3,21.4229
203,ca,49.357
213,c1,98.9372
213,c2,99.2168
213,c3,99.3838
213,c4,99.4406
213,c5,99.5514
213,m1,8.0527
213,m2,48.8192
213,m3,17.4173
213,ca,49.357
226,c1,98.7132
226,c2,99.1048
226,c3,99.272
226,c4,99.385
226,c5,99.44
226,m1,8.0931
226,m2,20.5771
226,m3,94.2126
226,ca,49.357
237,c1,98.4892
237,c2,98.9368
237,c3,99.1602
237,c4,99.2734
237,c5,99.3844
237,m1,7.4343
237,m2,10.533
237,m3,75.6193
237,ca,49.357
248,c1,98.3212
248,c2,98.8248
248,c3,99.0482
248,c4,99.2176
248,c5,99.3288
248,m1,7.8244
248,m2,45.0119
248,m3,60.8502
248,ca,49.357
259,c1,98.0974
259,c2,98.6572
259,c3,98.9364
259,c4,99.1056
259,c5,99.2728
259,m1,7.8123
259,m2,19.1596
259,m3,48.9588
259,ca,49.357
272,c1,97.8734
272,c2,98.4892
272,c3,98.8244
272,c4,99.0496
272,c5,99.1612
272,m1,7.3493
272,m2,49.1128
272,m3,39.4458
272,ca,49.357
284,c1,97.6496
284,c2,98.3774
284,c3,98.7124
284,c4,98.9376
284,c5,99.1052
284,m1,7.9019
284,m2,20.7237
284,m3,32.14
284,ca,49.357
296,c1,97.426
296,c2,98.2098
296,c3,98.6006
296,c4,98.8816
296,c5,99.0492
296,m1,7.9583
296,m2,9.2207
296,m3,26.0668
296,ca,49.357
308,c1,97.202
308,c2,98.098
308,c3,98.489
