host,address,esg
m1,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,26.46
m2,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,24.17
m3,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,17.50
c1,1D6PJV75UTxj8dgm531atGexacCGEWfyMmy77a,77.16
c2,15HZnWPZSNEEfD441Fp18f5CFLmHAebH9Etao8,99.26
c3,1Hi5s8Rww46YtnHuDvgJhomtaW9DDqgYPMbF5m,92.76
c4,1KLJEbmB4XPjt4kR62F7CTatfoBVmQuSJHsqA4,70.53
c5,1Rdfp1jsXm439C5pmQy5Unm4Dgv7365vr4KK6U,76.32
