experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,model,H0,beta1,beta1_se,beta1_ci_low,beta1_ci_high,beta0,deviance,n_points,converged,note,beta1_ci_contains_1,pearson_r,pearson_p,spearman_rho,spearman_p
run4-tbt-3s,nazionale,1,3,none,true,logit(p_hat) ~ b0 + b1*log(w_eff),b1 = 1 (proportional selection),2.00594334,0.11992275,1.77089474,2.24099193,-20.73546846,290.31467207,93,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run4-tbt-3s,nazionale,1,3,none,true,logit(p_hat) ~ b0 + b1*log(p_theoretical),"b1 = 1, b0 = 0",1.99826832,0.11911687,1.76479925,2.23173739,1.71342347,295.53929844,93,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run4-tbt-3s,nazionale,1,3,none,true,log(p_hat_i/p_hat_j) ~ a + b*log(w_i/w_j) (pairs x epochs),"b = 1, a = 0",0.79363089,,,,0.38133646,,56,,"H0 of proportionality: slope = 1, intercept = 0",,0.69775814,0.0,0.57306569,3.92e-06
