experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,validator_host,validator_address,n_rounds_theoretical_argmin,n_rounds_theoretical_argmin_lost,MissedTurnRate,MissedTurnRate_note,n_rounds_won_not_argmin,blocks_won
run4-tbt-3s,nazionale,1,3,none,true,13,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,8,0,0.0,,3,11
run4-tbt-3s,nazionale,1,3,none,true,13,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,1,1,1.0,,0,0
run4-tbt-3s,nazionale,1,3,none,true,13,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,2,2,1.0,,0,0
run4-tbt-3s,nazionale,1,3,none,true,14,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,6,3,0.5,,2,5
run4-tbt-3s,nazionale,1,3,none,true,14,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,3,0,0.0,,2,5
run4-tbt-3s,nazionale,1,3,none,true,14,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,3,2,0.66666667,,1,2
run4-tbt-3s,nazionale,1,3,none,true,15,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,7,7,1.0,,0,0
run4-tbt-3s,nazionale,1,3,none,true,15,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,1,0,0.0,,0,1
run4-tbt-3s,nazionale,1,3,none,true,15,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,4,0,0.0,,7,11
run4-tbt-3s,nazionale,1,3,none,true,16,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,9,1,0.11111111,,1,9
run4-tbt-3s,nazionale,1,3,none,true,16,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,1,0,0.0,,0,1
run4-tbt-3s,nazionale,1,3,none,true,16,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,2,1,0.5,,1,2
run4-tbt-3s,nazionale,1,3,none,true,17,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,9,0,0.0,,3,12
run4-tbt-3s,nazionale,1,3,none,true,17,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run4-tbt-3s,nazionale,1,3,none,true,17,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,3,3,1.0,,0,0
run4-tbt-3s,nazionale,1,3,none,true,18,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,8,0,0.0,,3,11
run4-tbt-3s,nazionale,1,3,none,true,18,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,1,1,1.0,,0,0
run4-tbt-3s,nazionale,1,3,none,true,18,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,3,2,0.66666667,,0,1
run4-tbt-3s,nazionale,1,3,none,true,19,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,10,3,0.3,,0,7
run4-tbt-3s,nazionale,1,3,none,true,19,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run4-tbt-3s,nazionale,1,3,none,true,19,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,2,0,0.0,,3,5
run4-tbt-3s,nazionale,1,3,none,true,20,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,8,0,0.0,,3,11
run4-tbt-3s,nazionale,1,3,none,true,20,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,1,1,1.0,,0,0
run4-tbt-3s,nazionale,1,3,none,true,20,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,3,2,0.66666667,,0,1
run4-tbt-3s,nazionale,1,3,none,true,21,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,6,5,0.83333333,,0,1
run4-tbt-3s,nazionale,1,3,none,true,21,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,1,1,1.0,,0,0
run4-tbt-3s,nazionale,1,3,none,true,21,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,5,0,0.0,,6,11
run4-tbt-3s,nazionale,1,3,none,true,22,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,8,1,0.125,,3,10
run4-tbt-3s,nazionale,1,3,none,true,22,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run4-tbt-3s,nazionale,1,3,none,true,22,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,4,3,0.75,,1,2
run4-tbt-3s,nazionale,1,3,none,true,23,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,9,0,0.0,,2,11
run4-tbt-3s,nazionale,1,3,none,true,23,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run4-tbt-3s,nazionale,1,3,none,true,23,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,3,2,0.66666667,,0,1
run4-tbt-3s,nazionale,1,3,none,true,24,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,7,0,0.0,,2,9
run4-tbt-3s,nazionale,1,3,none,true,24,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,1,0,0.0,,0,1
run4-tbt-3s,nazionale,1,3,none,true,24,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,4,2,0.5,,0,2
run4-tbt-3s,nazionale,1,3,none,true,25,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,8,0,0.0,,4,12
run4-tbt-3s,nazionale,1,3,none,true,25,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,1,1,1.0,,0,0
run4-tbt-3s,nazionale,1,3,none,true,25,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,3,3,1.0,,0,0
run4-tbt-3s,nazionale,1,3,none,true,26,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,7,1,0.14285714,,1,7
run4-tbt-3s,nazionale,1,3,none,true,26,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,3,1,0.33333333,,1,3
run4-tbt-3s,nazionale,1,3,none,true,26,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,2,0,0.0,,0,2
run4-tbt-3s,nazionale,1,3,none,true,27,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,7,0,0.0,,3,10
run4-tbt-3s,nazionale,1,3,none,true,27,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,2,1,0.5,,0,1
run4-tbt-3s,nazionale,1,3,none,true,27,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,3,2,0.66666667,,0,1
run4-tbt-3s,nazionale,1,3,none,true,28,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,7,0,0.0,,5,12
run4-tbt-3s,nazionale,1,3,none,true,28,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,1,1,1.0,,0,0
run4-tbt-3s,nazionale,1,3,none,true,28,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,4,4,1.0,,0,0
run4-tbt-3s,nazionale,1,3,none,true,29,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,7,0,0.0,,1,8
run4-tbt-3s,nazionale,1,3,none,true,29,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,2,1,0.5,,0,1
run4-tbt-3s,nazionale,1,3,none,true,29,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,3,0,0.0,,0,3
run4-tbt-3s,nazionale,1,3,none,true,30,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,10,0,0.0,,1,11
run4-tbt-3s,nazionale,1,3,none,true,30,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,2,1,0.5,,0,1
run4-tbt-3s,nazionale,1,3,none,true,30,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run4-tbt-3s,nazionale,1,3,none,true,31,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,9,0,0.0,,2,11
run4-tbt-3s,nazionale,1,3,none,true,31,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,1,1,1.0,,0,0
run4-tbt-3s,nazionale,1,3,none,true,31,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,2,1,0.5,,0,1
run4-tbt-3s,nazionale,1,3,none,true,32,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,7,2,0.28571429,,1,6
run4-tbt-3s,nazionale,1,3,none,true,32,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,1,1,1.0,,2,2
run4-tbt-3s,nazionale,1,3,none,true,32,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,4,1,0.25,,1,4
run4-tbt-3s,nazionale,1,3,none,true,33,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,10,1,0.1,,0,9
run4-tbt-3s,nazionale,1,3,none,true,33,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,0,0,,not computable: never the theoretical argmin in this epoch,1,1
