experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,height,epoch,epoch_buried,n_candidates_logged,n_candidates_with_weight,all_candidates_logged,winner_observed_host,winner_observed_address,winner_observed_logged_score,winner_theoretical_argmin_delay_host,winner_theoretical_argmin_score_host,argmin_delay_equals_argmin_score,winner_matches_theoretical_argmin,inversion,observed_winner_rank_by_delay,delay_min_s,delay_winner_s,margin_G_logged_s,margin_G_recomputed_s,inversion_gap_s,score_min,score_gap_2_1,W_tot_effective,W_tot_minus_argmin_weff,weff_argmin_score,p_observed_winner,phi_s,phi_identical_across_nodes,block_time,parent_time,dt_prev_s,scheduler_residual_s,verify_delay_floor_s,time_bar_slack_s,time_bar_ok,verify_parent_matches_chain,fork_detected,n_competing_blocks,competing_hashes,n_rejects,txcount,streak_length_so_far,winner_repeats_previous,n_candidates_delay_recompute_mismatch
run1-tbt-15s,1,regionale,15,none,true,12,61,6,1,3,3,1,m2,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,1,m2,m2,1,1,0,1,16.034,16.034,4.14,4.1406,0.0,5.90814346e-06,7.304872339999999e-06,147292.0,102454.0,44838.0,0.304416,-0.917,1,946685720,946685702,18,1.966,16,2,1,1,0,0,,0,13,1,,0
run1-tbt-15s,1,regionale,15,none,true,12,62,6,1,3,3,1,m2,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,1,m2,m2,1,1,0,1,17.182,17.182,4.733,4.7329,0.0,7.34506112e-06,1.813848558e-05,147292.0,102454.0,44838.0,0.304416,-1.167,1,946685737,946685720,17,-0.182,17,0,1,1,0,0,,0,6,2,1,0
run1-tbt-15s,1,regionale,15,none,true,12,63,6,1,3,3,1,m1,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,1,m1,m1,1,1,0,1,13.524,13.524,6.139,6.1393,0.0,3.66480024e-06,8.22398356e-06,147292.0,57687.0,89605.0,0.608349,-1.167,1,946685753,946685737,16,2.476,13,3,1,1,0,0,,0,8,1,0,0
run1-tbt-15s,1,regionale,15,none,true,12,64,6,1,3,3,1,m1,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,1,m1,m1,1,1,0,1,14.027,14.027,6.811,6.8105,0.0,4.1228831e-06,1.2164683000000002e-05,147292.0,57687.0,89605.0,0.608349,-1.5,1,946685767,946685753,14,-0.027,14,0,1,1,0,0,,0,7,2,1,0
run1-tbt-15s,1,regionale,15,none,true,12,65,6,1,3,3,1,m1,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,1,m1,m1,1,1,0,1,18.175,18.175,4.058,4.0586,0.0,8.87463929e-06,6.850866671e-05,147292.0,57687.0,89605.0,0.608349,-1.333,1,946685786,946685767,19,0.825,18,1,1,1,0,0,,0,6,3,1,0
run1-tbt-15s,1,regionale,15,none,true,12,66,6,1,3,3,1,m1,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,1,m1,m1,1,1,0,1,16.546,16.546,5.629,5.6288,0.0,6.64426165e-06,4.412355695e-05,147292.0,57687.0,89605.0,0.608349,-1.583,1,946685803,946685786,17,0.454,16,1,1,1,0,0,,0,10,4,1,0
run1-tbt-15s,1,regionale,15,none,true,12,67,6,1,3,3,1,m1,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,1,m1,m1,1,1,0,1,10.514,10.514,2.167,2.1672,0.0,1.61705171e-06,1.30695744e-06,157948.0,61634.0,96314.0,0.609783,-1.833,1,946685814,946685803,11,0.486,10,1,1,1,0,0,,0,5,5,1,0
run1-tbt-15s,1,regionale,15,none,true,12,68,6,1,3,3,1,m2,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,1,m2,m2,1,1,0,1,11.407,11.407,8.314,8.3134,0.0,2.06464078e-06,9.24765062e-06,157948.0,109163.0,48785.0,0.308867,-1.333,1,946685827,946685814,13,1.593,11,2,1,1,0,0,,0,5,1,0,0
run1-tbt-15s,1,regionale,15,none,true,12,69,6,1,3,3,1,m1,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,1,m1,m1,1,1,0,1,21.216,21.216,0.97,0.9702,0.0,1.67301724e-05,1.5152956000000002e-05,157948.0,61634.0,96314.0,0.609783,-1.083,1,946685851,946685827,24,2.784,21,3,1,1,1,1,00996430777e4a12f30b1e64693df91e7ba8c6dee5b46df7341dd4ee1462a824,0,10,1,0,0
run1-tbt-15s,1,regionale,15,none,true,12,70,6,1,3,3,1,m1,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,1,m1,m1,1,1,0,1,19.689,19.689,2.349,2.3488,0.0,1.14432101e-05,1.9547387200000003e-05,157948.0,61634.0,96314.0,0.609783,-1.75,1,946685870,946685851,19,-0.689,19,0,1,1,0,0,,0,8,2,1,0
