experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,host,height,kind,balance_gas,epoch,sent_gas
run2-tbt-10s,1,regionale,10,none,true,12,c1,34,sample,99.8044,3,
run2-tbt-10s,1,regionale,10,none,true,12,c1,37,sample,99.6082,4,
run2-tbt-10s,1,regionale,10,none,true,12,c1,40,sample,99.3858,4,
run2-tbt-10s,1,regionale,10,none,true,12,c1,42,sample,99.1632,4,
run2-tbt-10s,1,regionale,10,none,true,12,c1,46,sample,98.9402,4,
run2-tbt-10s,1,regionale,10,none,true,12,c1,49,sample,98.7732,5,
run2-tbt-10s,1,regionale,10,none,true,12,c1,52,sample,98.5504,5,
run2-tbt-10s,1,regionale,10,none,true,12,c1,55,sample,98.3272,5,
run2-tbt-10s,1,regionale,10,none,true,12,c1,58,sample,98.1044,5,
run2-tbt-10s,1,regionale,10,none,true,12,c1,61,sample,97.9374,6,
run2-tbt-10s,1,regionale,10,none,true,12,c1,63,sample,97.7144,6,
run2-tbt-10s,1,regionale,10,none,true,12,c1,66,sample,97.4916,6,
run2-tbt-10s,1,regionale,10,none,true,12,c1,68,sample,97.2688,6,
run2-tbt-10s,1,regionale,10,none,true,12,c1,71,sample,97.1016,6,
run2-tbt-10s,1,regionale,10,none,true,12,c1,74,sample,96.8784,7,
run2-tbt-10s,1,regionale,10,none,true,12,c1,78,sample,96.6554,7,
run2-tbt-10s,1,regionale,10,none,true,12,c1,80,sample,96.4322,7,
run2-tbt-10s,1,regionale,10,none,true,12,c1,83,sample,96.2648,7,
run2-tbt-10s,1,regionale,10,none,true,12,c1,85,sample,96.0422,8,
run2-tbt-10s,1,regionale,10,none,true,12,c1,88,sample,95.8194,8,
run2-tbt-10s,1,regionale,10,none,true,12,c1,91,sample,95.5966,8,
run2-tbt-10s,1,regionale,10,none,true,12,c1,93,sample,95.3734,8,
run2-tbt-10s,1,regionale,10,none,true,12,c1,96,sample,95.206,9,
run2-tbt-10s,1,regionale,10,none,true,12,c1,100,sample,94.983,9,
