experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,epoch,epoch_buried,epoch_start_height,epoch_end_height,epoch_measured_start_height,n_blocks_epoch,n_rounds_with_scores,validator_host,validator_address,O_i,E_i_expected,p_theoretical_blockweighted,p_theoretical_start,p_theoretical_end,share_changed_within_epoch,p_observed,w_raw_start,w_raw_end,w_eff_start,w_eff_end,n_delays_logged,delay_mean_s,delay_min_s,delay_max_s,delay_pos_in_band_mean,n_rounds_theoretical_argmin,n_rounds_theoretical_argmin_lost,n_rounds_won_not_argmin,n_forks_epoch,n_competing_blocks_epoch,n_rejects_epoch
run2-tbt-10s,1,regionale,10,none,true,12,6,1,60,71,65,7,7,m1,1KzW2ShtUjCJuvMCFeYJrHKrcGfjEj2t77aQAv,7,4.671455,0.667351,0.667881,0.667138,1,1.0,104092,105590,104092.0,105590.0,7,10.7704,6.565,14.251,0.577,6,0,1,0,0,0
run2-tbt-10s,1,regionale,10,none,true,12,6,1,60,71,65,7,7,m2,1S5cgrFXRwv4CuTTTJy8S9h42X7UwwZUUN52kq,0,1.788998,0.255571,0.24641,0.259236,1,0.0,38404,41030,38404.0,41030.0,7,13.234,8.142,14.855,0.8234,1,1,0,0,0,0
run2-tbt-10s,1,regionale,10,none,true,12,6,1,60,71,65,7,7,m3,1ddHuTA1GMyEmio87QhyJBkR7WPUSwnavqqzM,0,0.539547,0.077078,0.085708,0.073626,1,0.0,13358,11653,13358.0,11653.0,7,14.4704,12.318,14.917,0.947,0,0,0,0,0,0
run2-tbt-10s,1,regionale,10,none,true,12,7,1,72,83,72,12,12,m1,1KzW2ShtUjCJuvMCFeYJrHKrcGfjEj2t77aQAv,9,8.011787,0.667649,0.667138,0.668364,1,0.75,105590,123285,105590.0,123285.0,12,10.6863,5.644,14.867,0.5686,9,0,0,1,1,0
run2-tbt-10s,1,regionale,10,none,true,12,7,1,72,83,72,12,12,m2,1S5cgrFXRwv4CuTTTJy8S9h42X7UwwZUUN52kq,3,3.064554,0.25538,0.259236,0.249981,1,0.25,41030,46111,41030.0,46111.0,12,11.755,4.948,14.969,0.6755,3,0,0,1,1,0
run2-tbt-10s,1,regionale,10,none,true,12,7,1,72,83,72,12,12,m3,1ddHuTA1GMyEmio87QhyJBkR7WPUSwnavqqzM,0,0.923659,0.076972,0.073626,0.081655,1,0.0,11653,15062,11653.0,15062.0,12,14.3147,10.873,14.966,0.9315,0,0,0,1,1,0
run2-tbt-10s,1,regionale,10,none,true,12,8,1,84,95,84,12,12,m1,1KzW2ShtUjCJuvMCFeYJrHKrcGfjEj2t77aQAv,9,8.033761,0.66948,0.668364,0.671043,1,0.75,123285,105590,123285.0,105590.0,12,11.4105,5.407,14.187,0.641,7,0,2,3,3,0
run2-tbt-10s,1,regionale,10,none,true,12,8,1,84,95,84,12,12,m2,1S5cgrFXRwv4CuTTTJy8S9h42X7UwwZUUN52kq,1,2.970188,0.247516,0.249981,0.244064,1,0.083333,46111,38404,46111.0,38404.0,12,13.1721,6.37,14.798,0.8172,3,2,0,3,3,0
run2-tbt-10s,1,regionale,10,none,true,12,8,1,84,95,84,12,12,m3,1ddHuTA1GMyEmio87QhyJBkR7WPUSwnavqqzM,2,0.99605,0.083004,0.081655,0.084892,1,0.166667,15062,13358,15062.0,13358.0,12,13.636,5.185,14.983,0.8636,2,0,0,3,3,0
run2-tbt-10s,1,regionale,10,none,true,12,9,1,96,107,96,12,12,m1,1KzW2ShtUjCJuvMCFeYJrHKrcGfjEj2t77aQAv,11,7.994832,0.666236,0.671043,0.659506,1,0.916667,105590,115186,105590.0,115186.0,12,9.6847,4.986,12.857,0.4685,11,0,0,0,0,0
run2-tbt-10s,1,regionale,10,none,true,12,9,1,96,107,96,12,12,m2,1S5cgrFXRwv4CuTTTJy8S9h42X7UwwZUUN52kq,0,3.028509,0.252376,0.244064,0.264012,1,0.0,38404,46111,38404.0,46111.0,12,13.4916,8.247,15.083,0.8492,0,0,0,0,0,0
run2-tbt-10s,1,regionale,10,none,true,12,9,1,96,107,96,12,12,m3,1ddHuTA1GMyEmio87QhyJBkR7WPUSwnavqqzM,1,0.976658,0.081388,0.084892,0.076482,1,0.083333,13358,13358,13358.0,13358.0,12,13.7723,5.495,15.1,0.8772,1,0,0,0,0,0
run2-tbt-10s,1,regionale,10,none,true,12,10,1,108,119,108,12,12,m1,1KzW2ShtUjCJuvMCFeYJrHKrcGfjEj2t77aQAv,10,8.024099,0.668675,0.659506,0.681512,1,0.833333,115186,105590,115186.0,105590.0,12,11.4365,7.896,14.87,0.6437,7,0,3,2,2,0
run2-tbt-10s,1,regionale,10,none,true,12,10,1,108,119,108,12,12,m2,1S5cgrFXRwv4CuTTTJy8S9h42X7UwwZUUN52kq,2,3.087442,0.257287,0.264012,0.247872,1,0.166667,46111,38404,46111.0,38404.0,12,12.9472,5.526,15.027,0.7947,4,2,0,2,2,0
